Local time: +3:00 UTC
ProcessId: 6832
(14116) 22:45:07.364  d: System runned under native Windows
(14944) 22:45:09.376  m: Starting outgoing connection. local=34990, remote=92.242.35.2:35011, mux=100
(14944) 22:45:09.376  m: Sending INIT. descr=(92.242.35.2:35011 57570:100), seq=1324
(14944) 22:45:09.382  m: ACK sent. descr=(92.242.35.2:35011 57570:100), seq=1324, stage=Active_WaitingInitAck
(14944) 22:45:09.382  m: Active connection handshake completed. descr=(92.242.35.2:35011 57570:100), seq=1324
(14944) 22:45:09.382  m: ClientChannel: Connection established. svcid=lobby/2, req_id=1
(14944) 22:45:09.382  m: RdpChannel: Channel connection established. src=, tgt=lobby/2, uid=5599879, remote=0.0.0.0:0
(14944) 22:45:09.388  m: ClientChannel: Got service ack. svcid=lobby/2, req_id=1, code=Ok(0), state=2
(14944) 22:45:09.388  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/2, uid=5599879, remote=0.0.0.0:0
(14116) 22:45:09.419  m: Iface received. svcid=lobby/2, iface=lobby:entrance
(14116) 22:45:09.419  m: Entered lobby, requesting instance...
(14116) 22:45:09.435  m: Got lobby instance
(14116) 22:45:10.008  m: Joining social game...
(14116) 22:45:10.027  m: Starting game session. map='Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb', players=10, gameid=5bbd92db000058fb, custom=false, gs_svcid=gamesvc/9, gs_instid=gsi0000019d4cff39b8
(14116) 22:45:10.027  m:   Player info. uid=4608123, sex=1, nick=[I L]Just Happy, type=1, team=0, hero=invisible, bot_skin=
(14116) 22:45:10.027  m:   Player info. uid=2391858, sex=1, nick=[N_H]WhyWho, type=1, team=0, hero=unicorn, bot_skin=
(14116) 22:45:10.028  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=0, hero=highlander, bot_skin=
(14116) 22:45:10.028  m:   Player info. uid=2671088, sex=1, nick=[_CCCP]????444, type=1, team=0, hero=pinkgirl, bot_skin=
(14116) 22:45:10.028  m:   Player info. uid=4723498, sex=1, nick=[wCrew]straxixi, type=1, team=0, hero=prince, bot_skin=
(14116) 22:45:10.028  m:   Player info. uid=1678239, sex=1, nick=[EP1W]juranii, type=1, team=1, hero=thundergod, bot_skin=
(14116) 22:45:10.028  m:   Player info. uid=1321967, sex=1, nick=[???]volfik, type=1, team=1, hero=archeress, bot_skin=
(14116) 22:45:10.028  m:   Player info. uid=3919559, sex=1, nick=[J_S]MiniAdolf, type=1, team=1, hero=witchdoctor, bot_skin=
(14116) 22:45:10.028  m:   Player info. uid=3526450, sex=1, nick=[KdG]ratibor08, type=1, team=1, hero=marine, bot_skin=
(14116) 22:45:10.028  m:   Player info. uid=1342202, sex=2, nick=[KdG]?????????????, type=1, team=1, hero=invisible, bot_skin=
(14116) 22:45:10.028  m: Connecting to game server. svcid=gamesvc/9, instid=gsi0000019d4cff39b8
(14116) 22:45:10.028  m: Got lobby operation result: Ok(0)
(14116) 22:45:10.028  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/9, req_id=2
(14116) 22:45:10.028  d: GateKeeper: Generated pipeid(s= t=gamesvc/9 c=5599879 p=gamesvc/9)
(14116) 22:45:10.028  m: GateKeeper: Pipe created for service. name=gamesvc/9
(14116) 22:45:10.028  m: Node requested successfully(svcid=gamesvc/9)
(14116) 22:45:10.028  m: Query rpc interface(svcid=gamesvc/9 iface=gsi0000019d4cff39b8)
(14944) 22:45:10.056  m: LoginClient: Got svc reqest reply. svcid=gamesvc/9, req_id=2, code=0, addr=92.242.35.6:35010@100
(14944) 22:45:10.056  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/9, req_id=2, addr=92.242.35.6:35010@100
(14944) 22:45:10.056  m: ClientChannel: Connecting to sevice. svcid=gamesvc/9, addr=92.242.35.6:35010, mux=100, req_id=2
(14944) 22:45:10.056  m: Starting outgoing connection. local=34990, remote=92.242.35.6:35010, mux=100
(14944) 22:45:10.056  m: Sending INIT. descr=(92.242.35.6:35010 60909:100), seq=22854
(14944) 22:45:10.062  m: ACK sent. descr=(92.242.35.6:35010 60909:100), seq=22854, stage=Active_WaitingInitAck
(14944) 22:45:10.062  m: Active connection handshake completed. descr=(92.242.35.6:35010 60909:100), seq=22854
(14944) 22:45:10.062  m: ClientChannel: Connection established. svcid=gamesvc/9, req_id=2
(14944) 22:45:10.062  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/9, uid=5599879, remote=0.0.0.0:0
(14944) 22:45:10.068  m: ClientChannel: Got service ack. svcid=gamesvc/9, req_id=2, code=Ok(0), state=2
(14944) 22:45:10.068  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/9, uid=5599879, remote=0.0.0.0:0
(14116) 22:45:10.085  m: Iface received. svcid=gamesvc/9, iface=gsi0000019d4cff39b8
(14116) 22:45:10.085  m: Connected to game service
(14116) 22:45:10.086  m: Adding client to game server...
(14116) 22:45:10.086  d: Client 5599879 : GameClient created
(14116) 22:45:10.086  d: [ResourceCollection] collect talents
(14116) 22:45:10.937  d: [ResourceCollection] collect consumables
(14116) 22:45:10.973  d: [ResourceCollection] collect marketingItems
(14116) 22:45:10.994  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(14116) 22:45:11.233  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(14116) 22:45:11.235  m: ServerNode: Starting game (sid=5bbd92db000058fb)
(14116) 22:45:11.235  m: gameclient: Player info. uid=4608123, castle_lvl=34, hero_lvl=21, prating=1538.77, hrating=1470.87, party_id=1
(14116) 22:45:11.235  m: gameclient: Player info. uid=2391858, castle_lvl=40, hero_lvl=25, prating=1375.40, hrating=1338.63, party_id=1
(14116) 22:45:11.235  m: gameclient: Player info. uid=5599879, castle_lvl=37, hero_lvl=16, prating=1511.72, hrating=1468.26, party_id=1
(14116) 22:45:11.235  m: gameclient: Player info. uid=2671088, castle_lvl=40, hero_lvl=4, prating=1710.70, hrating=1412.88, party_id=0
(14116) 22:45:11.235  m: gameclient: Player info. uid=4723498, castle_lvl=26, hero_lvl=9, prating=1646.00, hrating=1438.00, party_id=0
(14116) 22:45:11.235  m: gameclient: Player info. uid=1678239, castle_lvl=40, hero_lvl=25, prating=1545.00, hrating=1490.00, party_id=0
(14116) 22:45:11.235  m: gameclient: Player info. uid=1321967, castle_lvl=36, hero_lvl=13, prating=1616.70, hrating=1455.65, party_id=0
(14116) 22:45:11.235  m: gameclient: Player info. uid=3919559, castle_lvl=37, hero_lvl=5, prating=1693.00, hrating=1450.60, party_id=0
(14116) 22:45:11.235  m: gameclient: Player info. uid=3526450, castle_lvl=40, hero_lvl=25, prating=1713.89, hrating=1491.29, party_id=7
(14116) 22:45:11.235  m: gameclient: Player info. uid=1342202, castle_lvl=40, hero_lvl=25, prating=1713.21, hrating=1490.93, party_id=7
(14116) 22:45:11.235  d: Starting game for 10 players on map 'Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb' (client)...
(14116) 22:45:11.391  d:  AddUser: 880060159 invisible
(14116) 22:45:11.404  d:  AddUser: 1492899903 unicorn
(14116) 22:45:11.407  d:  AddUser: 571020430 thundergod
(14116) 22:45:11.410  d:  AddUser: 1523535311 highlander
(14116) 22:45:11.413  d:  AddUser: 3015337643 pinkgirl
(14116) 22:45:11.416  d:  AddUser: 1318972637 prince
(14116) 22:45:11.446  d:  AddUser: 242966457 archeress
(14116) 22:45:11.468  d:  AddUser: 1948040428 witchdoctor
(14116) 22:45:11.481  d:  AddUser: 3781994652 marine
(14116) 22:45:11.497  d:  AddUser: 880060159 invisible
(14116) 22:45:12.527  d: MemoryPool: megapool; allocated size: 20971520; payload: 20889600
(14116) 22:45:12.527  d: MemoryPool: megapool; new allocated size: 31457280
(14116) 22:45:13.236  d: MemoryPool: megapool; allocated size: 31457280; payload: 31252992
(14116) 22:45:13.236  d: MemoryPool: megapool; new allocated size: 41943040
(14116) 22:45:14.173  d: MemoryPool: megapool; allocated size: 41943040; payload: 41936384
(14116) 22:45:14.173  d: MemoryPool: megapool; new allocated size: 52428800
(14116) 22:45:14.920  d: MemoryPool: megapool; allocated size: 52428800; payload: 52427776
(14116) 22:45:14.920  d: MemoryPool: megapool; new allocated size: 62914560
(14116) 22:45:15.552  d: MemoryPool: megapool; allocated size: 62914560; payload: 62872064
(14116) 22:45:15.552  d: MemoryPool: megapool; new allocated size: 73400320
(14116) 22:45:16.181  d: MemoryPool: megapool; allocated size: 73400320; payload: 73320448
(14116) 22:45:16.181  d: MemoryPool: megapool; new allocated size: 83886080
(14116) 22:45:16.760  d: Player behaviour tracking is enabled for this game
(10508) 22:45:16.763  d: P: start
(14116) 22:45:16.768  d: complaintsToday 0 complaintsMax 2 playerId 0 userID 4608123
(14116) 22:45:16.768  d: complaintsToday 0 complaintsMax 2 playerId 1 userID 2391858
(14116) 22:45:16.768  d: complaintsToday 0 complaintsMax 2 playerId 2 userID 1678239
(14116) 22:45:16.768  d: complaintsToday 0 complaintsMax 2 playerId 3 userID 5599879
(14116) 22:45:16.768  d: complaintsToday 0 complaintsMax 2 playerId 4 userID 2671088
(14116) 22:45:16.768  d: complaintsToday 0 complaintsMax 2 playerId 5 userID 4723498
(14116) 22:45:16.768  d: complaintsToday 0 complaintsMax 2 playerId 6 userID 1321967
(14116) 22:45:16.768  d: complaintsToday 0 complaintsMax 2 playerId 7 userID 3919559
(14116) 22:45:16.768  d: complaintsToday 0 complaintsMax 2 playerId 8 userID 3526450
(14116) 22:45:16.768  d: complaintsToday 0 complaintsMax 2 playerId 9 userID 1342202
(14116) 22:45:16.768  d: Player [I L]Just Happy with hero Тень team 0
(14116) 22:45:16.768  d: Player [N_H]WhyWho with hero Дева team 0
(14116) 22:45:16.768  d: Player [EP1W]juranii with hero Громовержец team 1
(14116) 22:45:16.768  d: Player [minus]Вера Заморочкина with hero Горец team 0 (local)
(14116) 22:45:16.768  d: Player [_CCCP]Руси444 with hero Хулиганка team 0
(14116) 22:45:16.768  d: Player [wCrew]straxixi with hero Корсар team 0
(14116) 22:45:16.768  d: Player [ОСН]volfik with hero Амазонка team 1
(14116) 22:45:16.768  d: Player [J_S]MiniAdolf with hero Лесовик team 1
(14116) 22:45:16.768  d: Player [KdG]ratibor08 with hero Десант  team 1
(14116) 22:45:16.768  d: Player [KdG]ДыханиеСмерти with hero Невидимка team 1
(14116) 22:45:16.768  d: GameClient.StartingGame
(14116) 22:45:16.891  d: Movie::SetViewport (w,h) = (1281, 1027)
(14116) 22:45:17.021  d: Overriding font 2314 name 'DejaVu LGC Sans' with 'DejaVu LGC Sans Bold'
(14116) 22:45:17.720  d: Failed to open file  with error 3.
(14116) 22:45:17.721  d: Cannot load ttf font: DejaVu LGC Sans Bold
(14116) 22:45:18.039  d: Window FlashScreen losing focus
(14116) 22:45:18.039  d: Window FlashScreen got focus
(14116) 22:45:18.039  d: Movie::SetViewport (w,h) = (1281, 1027)
(14116) 22:45:18.050  d: Movie::SetViewport (w,h) = (1821, 1027)
(14116) 22:45:18.072  d: SmartChat: ready
(14116) 22:45:18.085  d: GameClient.LoadingMap
(14116) 22:45:18.102  m: LoginClient: Creating outgoing service channel. svcid=chat, req_id=3
(14116) 22:45:18.103  d: GateKeeper: Generated pipeid(s= t=chat c=5599879 p=chat)
(14116) 22:45:18.103  m: GateKeeper: Pipe created for service. name=chat
(14116) 22:45:18.103  m: Node requested successfully(svcid=chat)
(14116) 22:45:18.103  m: Query rpc interface(svcid=chat iface=chat.client.iface)
(14944) 22:45:18.127  m: LoginClient: Got svc reqest reply. svcid=chat, req_id=3, code=0, addr=92.242.35.3:35010@100
(14944) 22:45:18.127  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=chat, req_id=3, addr=92.242.35.3:35010@100
(14944) 22:45:18.127  m: ClientChannel: Connecting to sevice. svcid=chat, addr=92.242.35.3:35010, mux=100, req_id=3
(14944) 22:45:18.127  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35010, mux=100
(14944) 22:45:18.127  m: Sending INIT. descr=(92.242.35.3:35010 63200:100), seq=22384
(14944) 22:45:18.133  m: ACK sent. descr=(92.242.35.3:35010 63200:100), seq=22384, stage=Active_WaitingInitAck
(14944) 22:45:18.133  m: Active connection handshake completed. descr=(92.242.35.3:35010 63200:100), seq=22384
(14944) 22:45:18.133  m: ClientChannel: Connection established. svcid=chat, req_id=3
(14944) 22:45:18.133  m: RdpChannel: Channel connection established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(14944) 22:45:18.139  m: ClientChannel: Got service ack. svcid=chat, req_id=3, code=Ok(0), state=2
(14944) 22:45:18.139  m: RdpChannel: Delayed active channel established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(14116) 22:45:18.207  m: Chat client iface OPENED
(14116) 22:45:18.208  m: Iface received. svcid=chat, iface=chat.client.iface
(14116) 22:45:18.268  m: gamechat::Client::OnRegisterUser(sidL=18122 chatUserid=162270 rc=0)
(14116) 22:45:18.268  m: gamechat::Client::OnJoinChannel(sid=18122 chnlname=Session)
(14116) 22:45:18.268  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=18122 chnlname=Session chnltype=2)
(14116) 22:45:18.268  m: gamechat::Client::OnJoinChannel(sid=18122 chnlname=Left)
(14116) 22:45:18.268  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=18122 chnlname=Left chnltype=1)
(14116) 22:45:18.268  m: gamechat::Client::OnJoinChannel(sid=18122 chnlname=Left_SmartChat)
(14116) 22:45:18.268  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=18122 chnlname=Left_SmartChat chnltype=3)
(14116) 22:45:18.268  m: gamechat::Client::OnRegisterUserReturn(rc=0 userid=5599879 rpcsts=1)
(10068) 22:45:18.337  m: Loading baked geometry from file: /Maps/Multiplayer/MOBA/_.baked_terrain
(14944) 22:45:18.729  W: Datagram sequence out of range. descr=(92.242.35.6:35010 60909:100), seq=22893, wnd_start=22894, wnd_size=256
(10068) 22:45:19.077  d: WarFogUnblock: 0.000
(14116) 22:45:20.133  m: Frame time histo: {0; [0.0, 2.0]: 2; [2.0, 10.0]: 0; [10.0, 20.0]: 34; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(10068) 22:45:20.189  d: MemoryPool: megapool; allocated size: 83886080; payload: 83831808
(10068) 22:45:20.189  d: MemoryPool: megapool; new allocated size: 94371840
(10068) 22:45:20.318  d: SimpleObject: 1.241
(10068) 22:45:20.318  d: GameObject: 0.000
(10068) 22:45:20.466  d: Road: 0.149
(10068) 22:45:20.503  d: Flagpole: 0.036
(10068) 22:45:20.503  d: Flagpole: 0.000
(10068) 22:45:20.773  d: AdvMapCreepSpawner: 0.270
(10068) 22:45:20.989  d: MemoryPool: megapool; allocated size: 94371840; payload: 93716992
(10068) 22:45:20.989  d: MemoryPool: megapool; new allocated size: 104857600
(10068) 22:45:21.144  d: AdvMapNeutralCreepSpawner: 0.372
(10068) 22:45:21.716  d: TreeObject: 0.572
(10068) 22:45:22.497  d: MultiStateObject: 0.781
(10068) 22:45:22.497  d: UsableBuilding: 0.000
(10068) 22:45:22.669  d: Building: 0.172
(10068) 22:45:22.669  d: GlyphSpawner: 0.000
(10068) 22:45:22.798  d: MemoryPool: megapool; allocated size: 104857600; payload: 104833024
(10068) 22:45:22.798  d: MemoryPool: megapool; new allocated size: 115343360
(10068) 22:45:22.826  d: Shop: 0.157
(10068) 22:45:22.886  d: MinigamePlace: 0.060
(10068) 22:45:22.892  d: Critter: 0.006
(10068) 22:45:23.005  d: Tower: 0.113
(10068) 22:45:23.009  d: AdvMapObstacle: 0.004
(10068) 22:45:23.361  d: SpawnHeroes:FindPlayers: 0.000
(10068) 22:45:23.361  d: SpawnHeroes:FindPlace: 0.000
(10068) 22:45:23.471  d: Start preloading hero's (Dummy name) resources
(10068) 22:45:23.499  d: SpawnHeroes:CreateHero:0: 0.138
(10068) 22:45:23.537  d: Start preloading hero's (Dummy name) resources
(10068) 22:45:23.554  d: SpawnHeroes:CreateHero:1: 0.055
(10068) 22:45:23.566  d: MemoryPool: megapool; allocated size: 115343360; payload: 115331072
(10068) 22:45:23.566  d: MemoryPool: megapool; new allocated size: 125829120
(10068) 22:45:23.588  d: Start preloading hero's (Dummy name) resources
(10068) 22:45:23.606  d: SpawnHeroes:CreateHero:3: 0.052
(10068) 22:45:23.695  d: Start preloading hero's (Dummy name) resources
(10068) 22:45:23.704  d: SpawnHeroes:CreateHero:4: 0.098
(10068) 22:45:23.786  d: Start preloading hero's (Dummy name) resources
(10068) 22:45:23.853  d: SpawnHeroes:CreateHero:5: 0.149
(10068) 22:45:23.884  d: Start preloading hero's (Dummy name) resources
(10068) 22:45:23.964  d: SpawnHeroes:CreateHero:2: 0.112
(10068) 22:45:24.044  d: Start preloading hero's (Dummy name) resources
(10068) 22:45:24.115  d: SpawnHeroes:CreateHero:6: 0.151
(10068) 22:45:24.187  d: Start preloading hero's (Dummy name) resources
(10068) 22:45:24.246  d: SpawnHeroes:CreateHero:7: 0.130
(10068) 22:45:24.325  d: Start preloading hero's (Dummy name) resources
