Local time: +3:00 UTC
ProcessId: 2676
(15544) 19:21:05.535  d: System runned under native Windows
(15544) 19:21:08.020  m: setvar mipmaplodbias = "0"
(15544) 19:21:08.957  d: FMOD Init OK
(18560) 19:21:08.975  m: Recieving permitted event data
(18560) 19:21:08.975  m: Initializing CURLlib...
(18560) 19:21:08.975  m: Performing HTTP GET: url_len=28, url='http://gs.playpw.com/gstat0/'
(18560) 19:21:09.109  d: HTTP GET performed
(18560) 19:21:09.109  m: Recieved permitted event data. size=52
(18560) 19:21:09.109  m: Got permitted events data. size=52
(18560) 19:21:09.109  m: Got permitted events. methods=5, sessionEvents=6
(15544) 19:21:09.283  d: Movie::SetViewport (w,h) = (1281, 1025)
(15544) 19:21:09.675  d: Failed to open file  with error 3.
(15544) 19:21:09.675  d: Cannot load ttf font: DejaVu LGC Sans
(15544) 19:21:09.750  d: Failed to open file  with error 3.
(15544) 19:21:09.750  d: Cannot load ttf font: _sans
(15544) 19:21:09.778  d: Window FlashScreen got focus
(15544) 19:21:09.779  d: Movie::SetViewport (w,h) = (1281, 1025)
(15544) 19:21:09.781  d: Movie::SetViewport (w,h) = (1821, 1025)
(15544) 19:21:09.785  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(15544) 19:21:09.785  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(15544) 19:21:09.994  d: Movie::SetViewport (w,h) = (1821, 1025)
(15544) 19:21:10.066  m: Virtual Memory Usage: 254 mb
(15544) 19:21:10.127  d: Command send: StartRender

(15544) 19:21:10.129  d: Collected 0 persistent events
(15544) 19:21:10.129  m: Connecting to lobby server...
(15544) 19:21:10.129  m: Lobby service path: 'ru1/lobby/4'
(15544) 19:21:10.129  m: Lobby service node id: 'lobby/4'
(15544) 19:21:10.147  m: LoginClient: Creating outgoing service channel. svcid=lobby/4, req_id=1
(15544) 19:21:10.147  d: GateKeeper: Generated pipeid(s= t=lobby/4 c=5599879 p=lobby/4)
(15544) 19:21:10.147  m: GateKeeper: Pipe created for service. name=lobby/4
(15544) 19:21:10.147  m: Node requested successfully(svcid=lobby/4)
(15544) 19:21:10.147  m: Query rpc interface(svcid=lobby/4 iface=lobby:entrance)
(16024) 19:21:10.181  m: LoginClient: Got svc reqest reply. svcid=lobby/4, req_id=1, code=0, addr=92.242.35.2:35013@100
(16024) 19:21:10.181  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=lobby/4, req_id=1, addr=92.242.35.2:35013@100
(16024) 19:21:10.181  m: ClientChannel: Connecting to sevice. svcid=lobby/4, addr=92.242.35.2:35013, mux=100, req_id=1
(16024) 19:21:10.181  m: Starting outgoing connection. local=34990, remote=92.242.35.2:35013, mux=100
(16024) 19:21:10.181  m: Sending INIT. descr=(92.242.35.2:35013 64039:100), seq=10065
(16024) 19:21:10.187  m: ACK sent. descr=(92.242.35.2:35013 64039:100), seq=10065, stage=Active_WaitingInitAck
(16024) 19:21:10.187  m: Active connection handshake completed. descr=(92.242.35.2:35013 64039:100), seq=10065
(16024) 19:21:10.187  m: ClientChannel: Connection established. svcid=lobby/4, req_id=1
(16024) 19:21:10.187  m: RdpChannel: Channel connection established. src=, tgt=lobby/4, uid=5599879, remote=0.0.0.0:0
(16024) 19:21:10.193  m: ClientChannel: Got service ack. svcid=lobby/4, req_id=1, code=Ok(0), state=2
(16024) 19:21:10.193  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/4, uid=5599879, remote=0.0.0.0:0
(15544) 19:21:10.220  m: Iface received. svcid=lobby/4, iface=lobby:entrance
(15544) 19:21:10.220  m: Entered lobby, requesting instance...
(15544) 19:21:10.237  m: Got lobby instance
(15544) 19:21:11.112  m: Joining social game...
(15544) 19:21:11.139  m: Starting game session. map='Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb', players=10, gameid=5b98a1440005e055, custom=false, gs_svcid=gamesvc/33, gs_instid=gsi00001805f1b0b760
(15544) 19:21:11.139  m:   Player info. uid=5399730, sex=1, nick=[ABS]???????????, type=1, team=0, hero=witchdoctor, bot_skin=
(15544) 19:21:11.139  m:   Player info. uid=1334579, sex=2, nick=[F-0-G]dream lady, type=1, team=0, hero=warlord, bot_skin=
(15544) 19:21:11.139  m:   Player info. uid=5332344, sex=1, nick=[Aneys]RiDeRp2, type=1, team=0, hero=plane, bot_skin=
(15544) 19:21:11.139  m:   Player info. uid=3625188, sex=1, nick=[Aneys]????? ???????, type=1, team=0, hero=plaguedoctor, bot_skin=
(15544) 19:21:11.140  m:   Player info. uid=4344162, sex=1, nick=rftig, type=1, team=0, hero=faceless, bot_skin=
(15544) 19:21:11.140  m:   Player info. uid=3344736, sex=1, nick=[-AR-]_????_???_, type=1, team=1, hero=gunslinger, bot_skin=
(15544) 19:21:11.140  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=1, hero=monster, bot_skin=
(15544) 19:21:11.140  m:   Player info. uid=5599951, sex=1, nick=[minus]??????, type=1, team=1, hero=zealot, bot_skin=
(15544) 19:21:11.140  m:   Player info. uid=1606229, sex=1, nick=[S A R]ExlusiveEm1, type=1, team=1, hero=crusader_B, bot_skin=
(15544) 19:21:11.140  m:   Player info. uid=1694814, sex=1, nick=[????]???-???, type=1, team=1, hero=marine, bot_skin=
(15544) 19:21:11.140  m: Connecting to game server. svcid=gamesvc/33, instid=gsi00001805f1b0b760
(15544) 19:21:11.140  m: Got lobby operation result: Ok(0)
(15544) 19:21:11.140  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/33, req_id=2
(15544) 19:21:11.140  d: GateKeeper: Generated pipeid(s= t=gamesvc/33 c=5599879 p=gamesvc/33)
(15544) 19:21:11.140  m: GateKeeper: Pipe created for service. name=gamesvc/33
(15544) 19:21:11.140  m: Node requested successfully(svcid=gamesvc/33)
(15544) 19:21:11.140  m: Query rpc interface(svcid=gamesvc/33 iface=gsi00001805f1b0b760)
(16024) 19:21:11.169  m: LoginClient: Got svc reqest reply. svcid=gamesvc/33, req_id=2, code=0, addr=92.242.35.6:35015@100
(16024) 19:21:11.169  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/33, req_id=2, addr=92.242.35.6:35015@100
(16024) 19:21:11.169  m: ClientChannel: Connecting to sevice. svcid=gamesvc/33, addr=92.242.35.6:35015, mux=100, req_id=2
(16024) 19:21:11.169  m: Starting outgoing connection. local=34990, remote=92.242.35.6:35015, mux=100
(16024) 19:21:11.169  m: Sending INIT. descr=(92.242.35.6:35015 32825:100), seq=4639
(16024) 19:21:11.175  m: ACK sent. descr=(92.242.35.6:35015 32825:100), seq=4639, stage=Active_WaitingInitAck
(16024) 19:21:11.175  m: Active connection handshake completed. descr=(92.242.35.6:35015 32825:100), seq=4639
(16024) 19:21:11.175  m: ClientChannel: Connection established. svcid=gamesvc/33, req_id=2
(16024) 19:21:11.175  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/33, uid=5599879, remote=0.0.0.0:0
(16024) 19:21:11.181  m: ClientChannel: Got service ack. svcid=gamesvc/33, req_id=2, code=Ok(0), state=2
(16024) 19:21:11.181  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/33, uid=5599879, remote=0.0.0.0:0
(15544) 19:21:11.204  m: Iface received. svcid=gamesvc/33, iface=gsi00001805f1b0b760
(15544) 19:21:11.204  m: Connected to game service
(15544) 19:21:11.204  m: Adding client to game server...
(15544) 19:21:11.204  d: Client 5599879 : GameClient created
(15544) 19:21:11.204  d: [ResourceCollection] collect talents
(15544) 19:21:12.600  d: [ResourceCollection] collect consumables
(15544) 19:21:12.657  d: [ResourceCollection] collect marketingItems
(15544) 19:21:12.678  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(15544) 19:21:13.102  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(15544) 19:21:13.104  m: ServerNode: Starting game (sid=5b98a1440005e055)
(15544) 19:21:13.104  m: gameclient: Player info. uid=5399730, castle_lvl=33, hero_lvl=17, prating=1722.92, hrating=1460.10, party_id=0
(15544) 19:21:13.104  m: gameclient: Player info. uid=1334579, castle_lvl=40, hero_lvl=25, prating=1624.49, hrating=1473.97, party_id=0
(15544) 19:21:13.104  m: gameclient: Player info. uid=5332344, castle_lvl=33, hero_lvl=4, prating=1777.91, hrating=1496.70, party_id=3
(15544) 19:21:13.104  m: gameclient: Player info. uid=3625188, castle_lvl=40, hero_lvl=7, prating=1745.00, hrating=1470.41, party_id=3
(15544) 19:21:13.105  m: gameclient: Player info. uid=4344162, castle_lvl=40, hero_lvl=25, prating=1711.47, hrating=1499.78, party_id=0
(15544) 19:21:13.105  m: gameclient: Player info. uid=3344736, castle_lvl=40, hero_lvl=25, prating=1806.57, hrating=1494.59, party_id=0
(15544) 19:21:13.105  m: gameclient: Player info. uid=5599879, castle_lvl=37, hero_lvl=11, prating=1505.04, hrating=1490.72, party_id=6
(15544) 19:21:13.105  m: gameclient: Player info. uid=5599951, castle_lvl=31, hero_lvl=20, prating=1465.71, hrating=1433.71, party_id=6
(15544) 19:21:13.105  m: gameclient: Player info. uid=1606229, castle_lvl=40, hero_lvl=25, prating=1607.00, hrating=1415.44, party_id=0
(15544) 19:21:13.105  m: gameclient: Player info. uid=1694814, castle_lvl=40, hero_lvl=25, prating=1712.50, hrating=1499.75, party_id=0
(15544) 19:21:13.105  d: Starting game for 10 players on map 'Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb' (client)...
(15544) 19:21:13.806  d:  TRACE FROM FLASH true 
(15544) 19:21:13.815  d:  AddUser: 1948040428 witchdoctor
(15544) 19:21:13.850  d:  AddUser: 2444502040 warlord
(15544) 19:21:13.868  d:  AddUser: 2844819872 gunslinger
(15544) 19:21:13.871  d:  AddUser: 3249745280 plane
(15544) 19:21:13.884  d:  AddUser: 2420796984 plaguedoctor
(15544) 19:21:13.896  d:  AddUser: 1932001038 faceless
(15544) 19:21:13.917  d:  AddUser: 610191092 monster
(15544) 19:21:13.933  d:  AddUser: 1039341398 zealot
(15544) 19:21:13.936  d:  AddUser: 1868152398 crusader_B
(15544) 19:21:13.950  d:  AddUser: 3781994652 marine
(15544) 19:21:17.687  d: MemoryPool: megapool; allocated size: 20971520; payload: 20889600
(15544) 19:21:17.687  d: MemoryPool: megapool; new allocated size: 31457280
(15544) 19:21:20.393  d: MemoryPool: megapool; allocated size: 31457280; payload: 31252992
(15544) 19:21:20.393  d: MemoryPool: megapool; new allocated size: 41943040
(15544) 19:21:23.539  d: MemoryPool: megapool; allocated size: 41943040; payload: 41936384
(15544) 19:21:23.539  d: MemoryPool: megapool; new allocated size: 52428800
(15544) 19:21:25.929  d: MemoryPool: megapool; allocated size: 52428800; payload: 52427776
(15544) 19:21:25.929  d: MemoryPool: megapool; new allocated size: 62914560
(15544) 19:21:27.514  d: MemoryPool: megapool; allocated size: 62914560; payload: 62872064
(15544) 19:21:27.514  d: MemoryPool: megapool; new allocated size: 73400320
(15544) 19:21:29.163  d: MemoryPool: megapool; allocated size: 73400320; payload: 73397248
(15544) 19:21:29.163  d: MemoryPool: megapool; new allocated size: 83886080
(15544) 19:21:30.461  d: MemoryPool: megapool; allocated size: 83886080; payload: 83884032
(15544) 19:21:30.461  d: MemoryPool: megapool; new allocated size: 94371840
(15544) 19:21:30.625  d: Player behaviour tracking is enabled for this game
(20220) 19:21:30.627  d: P: start
(15544) 19:21:30.661  d: complaintsToday 0 complaintsMax 2 playerId 0 userID 5399730
(15544) 19:21:30.661  d: complaintsToday 0 complaintsMax 2 playerId 1 userID 1334579
(15544) 19:21:30.661  d: complaintsToday 0 complaintsMax 2 playerId 2 userID 3344736
(15544) 19:21:30.661  d: complaintsToday 0 complaintsMax 2 playerId 3 userID 5332344
(15544) 19:21:30.661  d: complaintsToday 0 complaintsMax 2 playerId 4 userID 3625188
(15544) 19:21:30.661  d: complaintsToday 0 complaintsMax 2 playerId 5 userID 4344162
(15544) 19:21:30.661  d: complaintsToday 0 complaintsMax 2 playerId 6 userID 5599879
(15544) 19:21:30.661  d: complaintsToday 0 complaintsMax 2 playerId 7 userID 5599951
(15544) 19:21:30.661  d: complaintsToday 0 complaintsMax 2 playerId 8 userID 1606229
(15544) 19:21:30.661  d: complaintsToday 0 complaintsMax 2 playerId 9 userID 1694814
(15544) 19:21:30.661  d: Player [ABS]ТихийКиллер with hero Ведун team 0
(15544) 19:21:30.661  d: Player [F-0-G]dream lady with hero Воевода team 0
(15544) 19:21:30.661  d: Player [-AR-]_Глав_Мех_ with hero Головорез team 1
(15544) 19:21:30.661  d: Player [Aneys]RiDeRp2 with hero Авиатор team 0
(15544) 19:21:30.661  d: Player [Aneys]Артём Сладков with hero Чумной доктор team 0
(15544) 19:21:30.661  d: Player rftig with hero Безликий team 0
(15544) 19:21:30.661  d: Player [minus]Вера Заморочкина with hero Химера team 1 (local)
(15544) 19:21:30.661  d: Player [minus]Эксома with hero Фанатик team 1
(15544) 19:21:30.661  d: Player [S A R]ExlusiveEm1 with hero Ха'Ка team 1
(15544) 19:21:30.661  d: Player [Фарт]вот-так with hero Берет team 1
(15544) 19:21:30.661  d: GameClient.StartingGame
(15544) 19:21:30.661  m: Frame time histo: {0; [0.0, 2.0]: 1; [2.0, 10.0]: 0; [10.0, 20.0]: 0; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(15544) 19:21:30.896  d: Movie::SetViewport (w,h) = (1281, 1027)
(15544) 19:21:31.127  d: Overriding font 2314 name 'DejaVu LGC Sans' with 'DejaVu LGC Sans Bold'
(15544) 19:21:31.840  d: Failed to open file  with error 3.
(15544) 19:21:31.840  d: Cannot load ttf font: DejaVu LGC Sans Bold
(15544) 19:21:32.162  d: Window FlashScreen losing focus
(15544) 19:21:32.162  d: Window FlashScreen got focus
(15544) 19:21:32.163  d: Movie::SetViewport (w,h) = (1281, 1027)
(15544) 19:21:32.175  d: Movie::SetViewport (w,h) = (1821, 1027)
(15544) 19:21:32.196  d: SmartChat: ready
(15544) 19:21:32.210  d: GameClient.LoadingMap
(15544) 19:21:32.230  m: LoginClient: Creating outgoing service channel. svcid=chat, req_id=3
(15544) 19:21:32.230  d: GateKeeper: Generated pipeid(s= t=chat c=5599879 p=chat)
(15544) 19:21:32.231  m: GateKeeper: Pipe created for service. name=chat
(15544) 19:21:32.231  m: Node requested successfully(svcid=chat)
(15544) 19:21:32.231  m: Query rpc interface(svcid=chat iface=chat.client.iface)
(16024) 19:21:32.252  m: LoginClient: Got svc reqest reply. svcid=chat, req_id=3, code=0, addr=92.242.35.3:35010@100
(16024) 19:21:32.252  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=chat, req_id=3, addr=92.242.35.3:35010@100
(16024) 19:21:32.252  m: ClientChannel: Connecting to sevice. svcid=chat, addr=92.242.35.3:35010, mux=100, req_id=3
(16024) 19:21:32.252  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35010, mux=100
(16024) 19:21:32.252  m: Sending INIT. descr=(92.242.35.3:35010 47369:100), seq=1494
(16024) 19:21:32.258  m: ACK sent. descr=(92.242.35.3:35010 47369:100), seq=1494, stage=Active_WaitingInitAck
(16024) 19:21:32.258  m: Active connection handshake completed. descr=(92.242.35.3:35010 47369:100), seq=1494
(16024) 19:21:32.258  m: ClientChannel: Connection established. svcid=chat, req_id=3
(16024) 19:21:32.258  m: RdpChannel: Channel connection established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(16024) 19:21:32.264  m: ClientChannel: Got service ack. svcid=chat, req_id=3, code=Ok(0), state=2
(16024) 19:21:32.264  m: RdpChannel: Delayed active channel established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(15544) 19:21:32.337  m: Chat client iface OPENED
(15544) 19:21:32.337  m: Iface received. svcid=chat, iface=chat.client.iface
(15544) 19:21:32.399  m: gamechat::Client::OnRegisterUser(sidL=306779 chatUserid=2778190 rc=0)
(15544) 19:21:32.399  m: gamechat::Client::OnJoinChannel(sid=306779 chnlname=Session)
(15544) 19:21:32.399  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=306779 chnlname=Session chnltype=2)
(15544) 19:21:32.399  m: gamechat::Client::OnJoinChannel(sid=306779 chnlname=Right)
(15544) 19:21:32.399  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=306779 chnlname=Right chnltype=1)
(15544) 19:21:32.399  m: gamechat::Client::OnJoinChannel(sid=306779 chnlname=Right_SmartChat)
(15544) 19:21:32.399  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=306779 chnlname=Right_SmartChat chnltype=3)
(15544) 19:21:32.399  m: gamechat::Client::OnNewMessage(sid=306779 chnlname=Right nickname=[-AR-]_????_???_ msg=???)
(15544) 19:21:32.399  m: gamechat::Client::OnRegisterUserReturn(rc=0 userid=5599879 rpcsts=1)
(6716) 19:21:32.483  m: Loading baked geometry from file: /Maps/Multiplayer/MOBA/_.baked_terrain
(6716) 19:21:33.649  d: WarFogUnblock: 0.000
(16024) 19:21:35.203  m: RDP perfomance debug. dg_sent=246, dg_recv=242, warn=0, err=0, retr=0, loss=0.0
(16024) 19:21:35.203  m: RDP perfomance debug. polls={0; [0, 1]: 13971; [1, 2]: 0; [2, 5]: 0; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(16024) 19:21:35.203  m: RDP perfomance debug. sleep={0; [0, 1]: 0; [1, 2]: 9352; [2, 5]: 4620; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(6716) 19:21:35.503  d: SimpleObject: 1.854
(6716) 19:21:35.504  d: GameObject: 0.000
(6716) 19:21:35.915  d: Road: 0.411
(6716) 19:21:36.008  d: Flagpole: 0.093
(6716) 19:21:36.008  d: Flagpole: 0.000
(6716) 19:21:36.481  d: AdvMapCreepSpawner: 0.473
(6716) 19:21:36.901  d: MemoryPool: megapool; allocated size: 94371840; payload: 94350848
(6716) 19:21:36.901  d: MemoryPool: megapool; new allocated size: 104857600
(6716) 19:21:37.220  d: AdvMapNeutralCreepSpawner: 0.739
(18400) 19:21:37.397  m: UDP socket perfomance debug. addr=34990, recv=298, recv_tm=100.31, deliver_tm=0.01, send=271, send_tm=0.03
(6716) 19:21:37.845  d: TreeObject: 0.625
(6716) 19:21:39.220  d: MultiStateObject: 1.375
(6716) 19:21:39.220  d: UsableBuilding: 0.000
(6716) 19:21:39.627  d: Building: 0.406
(6716) 19:21:39.627  d: GlyphSpawner: 0.000
(6716) 19:21:39.702  d: MemoryPool: megapool; allocated size: 104857600; payload: 104680448
(6716) 19:21:39.702  d: MemoryPool: megapool; new allocated size: 115343360
(6716) 19:21:39.964  d: Shop: 0.337
(15544) 19:21:40.097  m: Virtual Memory Usage: 1341 mb
(6716) 19:21:40.123  d: MinigamePlace: 0.159
(6716) 19:21:40.145  d: Critter: 0.022
(6716) 19:21:40.354  d: Tower: 0.209
(6716) 19:21:40.358  d: AdvMapObstacle: 0.004
(15544) 19:21:40.681  m: Frame time histo: {0; [0.0, 2.0]: 1; [2.0, 10.0]: 0; [10.0, 20.0]: 143; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(6716) 19:21:41.204  d: SpawnHeroes:FindPlayers: 0.000
(6716) 19:21:41.205  d: SpawnHeroes:FindPlace: 0.000
(6716) 19:21:41.343  d: MemoryPool: megapool; allocated size: 115343360; payload: 115311616
(6716) 19:21:41.343  d: MemoryPool: megapool; new allocated size: 125829120
(6716) 19:21:41.394  d: Start preloading hero's (Dummy name) resources
