Local time: +3:00 UTC
ProcessId: 13736
(8136) 22:14:25.519  d: System runned under native Windows
(8136) 22:14:25.556  m: Executing "social.cfg"
(8136) 22:14:25.556  m: setvar social_login_address = "http://ru.pwcastle.nivalnetwork.com:88/"
(8136) 22:14:25.557  d: Fullscreen: 1
(8136) 22:14:25.594  d: Connection with lobby established
(8136) 22:14:25.595  d: ComPtr: GetAddr
(8136) 22:14:26.161  d: ComPtr: GetAddr
(8136) 22:14:26.215  d: ComPtr: Assign 15b9bd4 INC
(8136) 22:14:26.218  d: ComPtr: Assign 15b9bd4 INC
(8136) 22:14:26.218  d: ComPtr: Free 15b9bd4 DEC
(8136) 22:14:26.218  d: ComPtr: Free 15b9bd4 DEC
(8136) 22:14:26.218  d: ComPtr: GetAddr
(8136) 22:14:26.219  d: ComPtr: Assign 15b86c4 INC
(8136) 22:14:26.221  d: ComPtr: Assign 15b9bd4 INC
(8136) 22:14:26.221  d: ComPtr: Assign 15b86c4 INC
(8136) 22:14:26.221  d: ComPtr: Free 15b9bd4 DEC
(8136) 22:14:26.221  d: ComPtr: Free 15b86c4 DEC
(8136) 22:14:26.221  d: ComPtr: Free 15b86c4 DEC
(8136) 22:14:26.254  d: Pile file 'D:\Games\Prime World\PvP\Packs\data06.pile' found
(8136) 22:14:26.268  d: Pile file 'D:\Games\Prime World\PvP\Packs\data05.pile' found
(8136) 22:14:26.271  d: Pile file 'D:\Games\Prime World\PvP\Packs\data04.pile' found
(8136) 22:14:26.275  d: Pile file 'D:\Games\Prime World\PvP\Packs\data03.pile' found
(8136) 22:14:26.278  d: Pile file 'D:\Games\Prime World\PvP\Packs\data02.pile' found
(8136) 22:14:26.283  d: Pile file 'D:\Games\Prime World\PvP\Packs\data01.pile' found
(8136) 22:14:26.353  d: Pile file 'D:\Games\Prime World\PvP\Packs\_data.pile' found
(8136) 22:14:26.353  d: Pile file 'D:\Games\Prime World\PvP\Data\Localization\ru-RU\localisation_files.pile' found
(8136) 22:14:27.339  m: Executing "game.cfg"
(8136) 22:14:27.339  m: setvar stat_client_url = "http://gs.playpw.com/gstat0/"
(8136) 22:14:27.339  m: Value 'use_smooth_turns' is not registered
(8136) 22:14:27.339  m: setvar use_smooth_turns = "1"
(8136) 22:14:27.339  m: setvar rdp_log_events = "3079"
(8136) 22:14:27.363  m: Executing "input.cfg"
(8136) 22:14:27.365  m: Unknown command or variable "parentWidth"
(8136) 22:14:27.365  m: Type 'help' to list available commands
(8136) 22:14:27.376  m: Executing "input.cfg"
(8136) 22:14:27.426  m: Executing "smart_chat.cfg"
(8136) 22:14:28.992  m: UDP transport login address: 92.242.35.3:35006@10
(8136) 22:14:28.992  d: Previous SO_SNDBUF=65536
(8136) 22:14:28.992  d: New SO_SNDBUF=65536
(8136) 22:14:28.992  d: Previous SO_RCVBUF=65536
(8136) 22:14:28.992  d: New SO_RCVBUF=65536
(8136) 22:14:28.992  m: Socket opened. addr=34990, sock=1560
(8136) 22:14:28.992  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35006, mux=10
(8136) 22:14:28.993  m: Cannot read configuration file "D:\Games\Prime World\PvP\Profiles\autoexec.cfg"
(6608) 22:14:28.995  m: Sending INIT. descr=(92.242.35.3:35006 39146:10), seq=23849
(13800) 22:14:29.001  m: UDP socket perfomance debug. addr=34990, recv=1, recv_tm=0.02, deliver_tm=0.00, send=1, send_tm=0.00
(6608) 22:14:29.003  m: ACK sent. descr=(92.242.35.3:35006 39146:10), seq=23849, stage=Active_WaitingInitAck
(6608) 22:14:29.003  m: Active connection handshake completed. descr=(92.242.35.3:35006 39146:10), seq=23849
(6608) 22:14:29.019  m: LoginClient: Got login reply. code=Success(5), uid=5599879, welcome=ru1/lobby/2
(8136) 22:14:30.152  d: OnDeviceChanged
(8136) 22:14:30.185  d: NotifyDeviceCreate
(8136) 22:14:30.243  d: DepthFormat: INTZ
(8136) 22:14:30.277  m: setvar mipmaplodbias = "0"
(8136) 22:14:31.194  d: FMOD Init OK
(5156) 22:14:31.224  m: Recieving permitted event data
(5156) 22:14:31.224  m: Initializing CURLlib...
(5156) 22:14:31.224  m: Performing HTTP GET: url_len=28, url='http://gs.playpw.com/gstat0/'
(5156) 22:14:31.422  d: HTTP GET performed
(5156) 22:14:31.422  m: Recieved permitted event data. size=52
(5156) 22:14:31.422  m: Got permitted events data. size=52
(5156) 22:14:31.422  m: Got permitted events. methods=5, sessionEvents=6
(8136) 22:14:31.678  d: Movie::SetViewport (w,h) = (1281, 1025)
(8136) 22:14:32.135  d: Failed to open file  with error 3.
(8136) 22:14:32.135  d: Cannot load ttf font: DejaVu LGC Sans
(8136) 22:14:32.218  d: Failed to open file  with error 3.
(8136) 22:14:32.218  d: Cannot load ttf font: _sans
(8136) 22:14:32.241  d: Window FlashScreen got focus
(8136) 22:14:32.242  d: Movie::SetViewport (w,h) = (1281, 1025)
(8136) 22:14:32.244  d: Movie::SetViewport (w,h) = (1821, 1025)
(8136) 22:14:32.247  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(8136) 22:14:32.247  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(8136) 22:14:32.438  d: Movie::SetViewport (w,h) = (1821, 1025)
(8136) 22:14:32.468  m: Virtual Memory Usage: 255 mb
(8136) 22:14:32.530  d: Command send: StartRender

(8136) 22:14:32.533  d: Collected 0 persistent events
(8136) 22:14:32.533  m: Connecting to lobby server...
(8136) 22:14:32.533  m: Lobby service path: 'ru1/lobby/2'
(8136) 22:14:32.533  m: Lobby service node id: 'lobby/2'
(8136) 22:14:32.553  m: LoginClient: Creating outgoing service channel. svcid=lobby/2, req_id=1
(8136) 22:14:32.554  d: GateKeeper: Generated pipeid(s= t=lobby/2 c=5599879 p=lobby/2)
(8136) 22:14:32.554  m: GateKeeper: Pipe created for service. name=lobby/2
(8136) 22:14:32.554  m: Node requested successfully(svcid=lobby/2)
(8136) 22:14:32.554  m: Query rpc interface(svcid=lobby/2 iface=lobby:entrance)
(6608) 22:14:32.579  m: LoginClient: Got svc reqest reply. svcid=lobby/2, req_id=1, code=0, addr=92.242.35.2:35011@100
(6608) 22:14:32.579  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=lobby/2, req_id=1, addr=92.242.35.2:35011@100
(6608) 22:14:32.579  m: ClientChannel: Connecting to sevice. svcid=lobby/2, addr=92.242.35.2:35011, mux=100, req_id=1
(6608) 22:14:32.579  m: Starting outgoing connection. local=34990, remote=92.242.35.2:35011, mux=100
(6608) 22:14:32.579  m: Sending INIT. descr=(92.242.35.2:35011 49742:100), seq=5635
(6608) 22:14:32.585  m: ACK sent. descr=(92.242.35.2:35011 49742:100), seq=5635, stage=Active_WaitingInitAck
(6608) 22:14:32.585  m: Active connection handshake completed. descr=(92.242.35.2:35011 49742:100), seq=5635
(6608) 22:14:32.585  m: ClientChannel: Connection established. svcid=lobby/2, req_id=1
(6608) 22:14:32.585  m: RdpChannel: Channel connection established. src=, tgt=lobby/2, uid=5599879, remote=0.0.0.0:0
(6608) 22:14:32.591  m: ClientChannel: Got service ack. svcid=lobby/2, req_id=1, code=Ok(0), state=2
(6608) 22:14:32.591  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/2, uid=5599879, remote=0.0.0.0:0
(8136) 22:14:32.617  m: Iface received. svcid=lobby/2, iface=lobby:entrance
(8136) 22:14:32.617  m: Entered lobby, requesting instance...
(8136) 22:14:32.633  m: Got lobby instance
(8136) 22:14:33.525  m: Joining social game...
(8136) 22:14:33.561  m: Starting game session. map='Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb', players=10, gameid=5bbd92db000108a0, custom=false, gs_svcid=gamesvc/12, gs_instid=gsi000004aa2ec31794
(8136) 22:14:33.561  m:   Player info. uid=5599951, sex=1, nick=[minus]??????, type=1, team=0, hero=vampire, bot_skin=
(8136) 22:14:33.561  m:   Player info. uid=5261694, sex=1, nick=[N_H]Notat, type=1, team=0, hero=assassin, bot_skin=
(8136) 22:14:33.561  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=0, hero=fairy, bot_skin=
(8136) 22:14:33.561  m:   Player info. uid=5581802, sex=1, nick=[Freed]Dima Lysenko, type=1, team=0, hero=faceless, bot_skin=
(8136) 22:14:33.561  m:   Player info. uid=5249995, sex=1, nick=[-AGR-]MasterPRO_322, type=1, team=0, hero=ghostlord, bot_skin=
(8136) 22:14:33.561  m:   Player info. uid=1123077, sex=1, nick=[G_O_W]Farfyle, type=1, team=1, hero=artist, bot_skin=
(8136) 22:14:33.561  m:   Player info. uid=5485507, sex=1, nick=[TigPW]_zocki442_, type=1, team=1, hero=fallenangel, bot_skin=
(8136) 22:14:33.561  m:   Player info. uid=3994219, sex=1, nick=[-CH-]diamante 1, type=1, team=1, hero=faceless, bot_skin=
(8136) 22:14:33.561  m:   Player info. uid=3497512, sex=1, nick=[Pwars]?????????_????????, type=1, team=1, hero=snowqueen, bot_skin=
(8136) 22:14:33.561  m:   Player info. uid=3183362, sex=2, nick=[SLD]Medyza_Gargona, type=1, team=1, hero=assassin, bot_skin=
(8136) 22:14:33.561  m: Connecting to game server. svcid=gamesvc/12, instid=gsi000004aa2ec31794
(8136) 22:14:33.561  m: Got lobby operation result: Ok(0)
(8136) 22:14:33.561  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/12, req_id=2
(8136) 22:14:33.561  d: GateKeeper: Generated pipeid(s= t=gamesvc/12 c=5599879 p=gamesvc/12)
(8136) 22:14:33.561  m: GateKeeper: Pipe created for service. name=gamesvc/12
(8136) 22:14:33.561  m: Node requested successfully(svcid=gamesvc/12)
(8136) 22:14:33.562  m: Query rpc interface(svcid=gamesvc/12 iface=gsi000004aa2ec31794)
(6608) 22:14:33.579  m: LoginClient: Got svc reqest reply. svcid=gamesvc/12, req_id=2, code=0, addr=92.242.35.9:35011@100
(6608) 22:14:33.579  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/12, req_id=2, addr=92.242.35.9:35011@100
(6608) 22:14:33.579  m: ClientChannel: Connecting to sevice. svcid=gamesvc/12, addr=92.242.35.9:35011, mux=100, req_id=2
(6608) 22:14:33.579  m: Starting outgoing connection. local=34990, remote=92.242.35.9:35011, mux=100
(6608) 22:14:33.579  m: Sending INIT. descr=(92.242.35.9:35011 42015:100), seq=17635
(6608) 22:14:33.583  m: ACK sent. descr=(92.242.35.9:35011 42015:100), seq=17635, stage=Active_WaitingInitAck
(6608) 22:14:33.583  m: Active connection handshake completed. descr=(92.242.35.9:35011 42015:100), seq=17635
(6608) 22:14:33.583  m: ClientChannel: Connection established. svcid=gamesvc/12, req_id=2
(6608) 22:14:33.583  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/12, uid=5599879, remote=0.0.0.0:0
(6608) 22:14:33.587  m: ClientChannel: Got service ack. svcid=gamesvc/12, req_id=2, code=Ok(0), state=2
(6608) 22:14:33.587  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/12, uid=5599879, remote=0.0.0.0:0
(8136) 22:14:33.617  m: Iface received. svcid=gamesvc/12, iface=gsi000004aa2ec31794
(8136) 22:14:33.617  m: Connected to game service
(8136) 22:14:33.617  m: Adding client to game server...
(8136) 22:14:33.617  d: Client 5599879 : GameClient created
(8136) 22:14:33.617  d: [ResourceCollection] collect talents
(8136) 22:14:35.525  d: [ResourceCollection] collect consumables
(8136) 22:14:35.569  d: [ResourceCollection] collect marketingItems
(8136) 22:14:35.608  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(8136) 22:14:35.936  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(8136) 22:14:35.940  m: ServerNode: Starting game (sid=5bbd92db000108a0)
(8136) 22:14:35.940  m: gameclient: Player info. uid=5599951, castle_lvl=32, hero_lvl=18, prating=1498.20, hrating=1375.71, party_id=1
(8136) 22:14:35.940  m: gameclient: Player info. uid=5261694, castle_lvl=34, hero_lvl=14, prating=1481.43, hrating=1396.43, party_id=1
(8136) 22:14:35.940  m: gameclient: Player info. uid=5599879, castle_lvl=38, hero_lvl=22, prating=1511.72, hrating=1380.89, party_id=1
(8136) 22:14:35.941  m: gameclient: Player info. uid=5581802, castle_lvl=32, hero_lvl=25, prating=1525.30, hrating=1338.60, party_id=2
(8136) 22:14:35.941  m: gameclient: Player info. uid=5249995, castle_lvl=34, hero_lvl=25, prating=1707.09, hrating=1399.90, party_id=2
(8136) 22:14:35.941  m: gameclient: Player info. uid=1123077, castle_lvl=40, hero_lvl=25, prating=1611.82, hrating=1395.32, party_id=0
(8136) 22:14:35.941  m: gameclient: Player info. uid=5485507, castle_lvl=37, hero_lvl=18, prating=1579.92, hrating=1343.06, party_id=4
(8136) 22:14:35.941  m: gameclient: Player info. uid=3994219, castle_lvl=39, hero_lvl=25, prating=1645.93, hrating=1366.16, party_id=4
(8136) 22:14:35.941  m: gameclient: Player info. uid=3497512, castle_lvl=40, hero_lvl=25, prating=1527.76, hrating=1328.63, party_id=0
(8136) 22:14:35.941  m: gameclient: Player info. uid=3183362, castle_lvl=40, hero_lvl=25, prating=1697.49, hrating=1356.52, party_id=0
(8136) 22:14:35.942  d: Starting game for 10 players on map 'Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb' (client)...
(8136) 22:14:36.594  d:  AddUser: 3157691388 vampire
(8136) 22:14:36.636  d:  AddUser: 3155153314 assassin
(8136) 22:14:36.675  d:  AddUser: 22648455 artist
(8136) 22:14:36.696  d:  AddUser: 538757077 fairy
(8136) 22:14:36.713  d:  AddUser: 1932001038 faceless
(8136) 22:14:36.725  d:  AddUser: 1152531506 ghostlord
(8136) 22:14:36.746  d:  AddUser: 1428027660 fallenangel
(8136) 22:14:36.759  d:  AddUser: 1932001038 faceless
(8136) 22:14:36.782  d:  AddUser: 3847232485 snowqueen
(8136) 22:14:36.806  d:  AddUser: 3155153314 assassin
(8136) 22:14:43.106  d: MemoryPool: megapool; allocated size: 20971520; payload: 20889600
(8136) 22:14:43.106  d: MemoryPool: megapool; new allocated size: 31457280
(8136) 22:14:46.656  d: MemoryPool: megapool; allocated size: 31457280; payload: 31252992
(8136) 22:14:46.656  d: MemoryPool: megapool; new allocated size: 41943040
(6608) 22:14:48.824  W: Datagram sequence out of range. descr=(92.242.35.9:35011 42015:100), seq=17749, wnd_start=17750, wnd_size=256
(6608) 22:14:49.128  W: Datagram sequence out of range. descr=(92.242.35.9:35011 42015:100), seq=17752, wnd_start=17753, wnd_size=256
(8136) 22:14:50.493  d: MemoryPool: megapool; allocated size: 41943040; payload: 41936384
(8136) 22:14:50.493  d: MemoryPool: megapool; new allocated size: 52428800
(6608) 22:14:53.530  W: Datagram sequence out of range. descr=(92.242.35.9:35011 42015:100), seq=17785, wnd_start=17786, wnd_size=256
(8136) 22:14:53.609  d: MemoryPool: megapool; allocated size: 52428800; payload: 52427776
(8136) 22:14:53.609  d: MemoryPool: megapool; new allocated size: 62914560
(6608) 22:14:54.048  W: Datagram sequence out of range. descr=(92.242.35.9:35011 42015:100), seq=17789, wnd_start=17790, wnd_size=256
(6608) 22:14:55.210  m: RDP perfomance debug. dg_sent=207, dg_recv=204, warn=4, err=0, retr=0, loss=0.0
(6608) 22:14:55.210  m: RDP perfomance debug. polls={0; [0, 1]: 13105; [1, 2]: 0; [2, 5]: 0; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(6608) 22:14:55.210  m: RDP perfomance debug. sleep={0; [0, 1]: 0; [1, 2]: 8587; [2, 5]: 4519; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(8136) 22:14:55.893  d: MemoryPool: megapool; allocated size: 62914560; payload: 62872064
(8136) 22:14:55.893  d: MemoryPool: megapool; new allocated size: 73400320
(8136) 22:14:57.734  d: MemoryPool: megapool; allocated size: 73400320; payload: 73320448
(8136) 22:14:57.734  d: MemoryPool: megapool; new allocated size: 83886080
(8136) 22:14:59.173  d: Player behaviour tracking is enabled for this game
(13080) 22:14:59.175  d: P: start
(13800) 22:14:59.206  m: UDP socket perfomance debug. addr=34990, recv=259, recv_tm=100.30, deliver_tm=0.00, send=238, send_tm=0.02
(8136) 22:14:59.221  d: complaintsToday 0 complaintsMax 2 playerId 0 userID 5599951
(8136) 22:14:59.221  d: complaintsToday 0 complaintsMax 2 playerId 1 userID 5261694
(8136) 22:14:59.221  d: complaintsToday 0 complaintsMax 2 playerId 2 userID 1123077
(8136) 22:14:59.221  d: complaintsToday 0 complaintsMax 2 playerId 3 userID 5599879
(8136) 22:14:59.221  d: complaintsToday 0 complaintsMax 2 playerId 4 userID 5581802
(8136) 22:14:59.221  d: complaintsToday 0 complaintsMax 2 playerId 5 userID 5249995
(8136) 22:14:59.221  d: complaintsToday 0 complaintsMax 2 playerId 6 userID 5485507
(8136) 22:14:59.221  d: complaintsToday 0 complaintsMax 2 playerId 7 userID 3994219
(8136) 22:14:59.221  d: complaintsToday 0 complaintsMax 2 playerId 8 userID 3497512
(8136) 22:14:59.221  d: complaintsToday 0 complaintsMax 2 playerId 9 userID 3183362
(8136) 22:14:59.221  d: Player [minus]Эксома with hero Вампир team 0
(8136) 22:14:59.221  d: Player [N_H]Notat with hero Чистильщик team 0
(8136) 22:14:59.221  d: Player [G_O_W]Farfyle with hero Художница team 1
(8136) 22:14:59.221  d: Player [minus]Вера Заморочкина with hero Фикси team 0 (local)
(8136) 22:14:59.221  d: Player [Freed]Dima Lysenko with hero Безликий team 0
(8136) 22:14:59.221  d: Player [-AGR-]MasterPRO_322 with hero Жнец душ team 0
(8136) 22:14:59.221  d: Player [TigPW]_zocki442_ with hero Аггель team 1
(8136) 22:14:59.221  d: Player [-CH-]diamante 1 with hero Белая маска team 1
(8136) 22:14:59.221  d: Player [Pwars]Отшельник_Арзамаса with hero Обвиняшка team 1
(8136) 22:14:59.221  d: Player [SLD]Medyza_Gargona with hero Ассасин team 1
(8136) 22:14:59.221  d: GameClient.StartingGame
(8136) 22:14:59.221  m: Frame time histo: {0; [0.0, 2.0]: 1; [2.0, 10.0]: 0; [10.0, 20.0]: 0; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(8136) 22:14:59.562  d: Movie::SetViewport (w,h) = (1281, 1027)
(8136) 22:14:59.864  d: Overriding font 2314 name 'DejaVu LGC Sans' with 'DejaVu LGC Sans Bold'
(8136) 22:15:00.572  d: Failed to open file  with error 3.
(8136) 22:15:00.572  d: Cannot load ttf font: DejaVu LGC Sans Bold
(8136) 22:15:00.879  d: Window FlashScreen losing focus
(8136) 22:15:00.879  d: Window FlashScreen got focus
(8136) 22:15:00.879  d: Movie::SetViewport (w,h) = (1281, 1027)
(8136) 22:15:00.891  d: Movie::SetViewport (w,h) = (1821, 1027)
(8136) 22:15:00.913  d: SmartChat: ready
(8136) 22:15:00.947  d: GameClient.LoadingMap
(8136) 22:15:00.965  m: LoginClient: Creating outgoing service channel. svcid=chat, req_id=3
(8136) 22:15:00.965  d: GateKeeper: Generated pipeid(s= t=chat c=5599879 p=chat)
(8136) 22:15:00.965  m: GateKeeper: Pipe created for service. name=chat
(8136) 22:15:00.965  m: Node requested successfully(svcid=chat)
(8136) 22:15:00.965  m: Query rpc interface(svcid=chat iface=chat.client.iface)
(6608) 22:15:00.991  m: LoginClient: Got svc reqest reply. svcid=chat, req_id=3, code=0, addr=92.242.35.3:35010@100
(6608) 22:15:00.991  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=chat, req_id=3, addr=92.242.35.3:35010@100
(6608) 22:15:00.991  m: ClientChannel: Connecting to sevice. svcid=chat, addr=92.242.35.3:35010, mux=100, req_id=3
(6608) 22:15:00.991  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35010, mux=100
(6608) 22:15:00.991  m: Sending INIT. descr=(92.242.35.3:35010 41262:100), seq=20946
(6608) 22:15:00.997  m: ACK sent. descr=(92.242.35.3:35010 41262:100), seq=20946, stage=Active_WaitingInitAck
(6608) 22:15:00.997  m: Active connection handshake completed. descr=(92.242.35.3:35010 41262:100), seq=20946
(6608) 22:15:00.997  m: ClientChannel: Connection established. svcid=chat, req_id=3
(6608) 22:15:00.997  m: RdpChannel: Channel connection established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(6608) 22:15:01.003  m: ClientChannel: Got service ack. svcid=chat, req_id=3, code=Ok(0), state=2
(6608) 22:15:01.003  m: RdpChannel: Delayed active channel established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(8136) 22:15:01.074  m: Chat client iface OPENED
(8136) 22:15:01.074  m: Iface received. svcid=chat, iface=chat.client.iface
(8136) 22:15:01.136  m: gamechat::Client::OnRegisterUser(sidL=53954 chatUserid=487833 rc=0)
(8136) 22:15:01.136  m: gamechat::Client::OnJoinChannel(sid=53954 chnlname=Session)
(8136) 22:15:01.136  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=53954 chnlname=Session chnltype=2)
(8136) 22:15:01.136  m: gamechat::Client::OnJoinChannel(sid=53954 chnlname=Left)
(8136) 22:15:01.136  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=53954 chnlname=Left chnltype=1)
(8136) 22:15:01.136  m: gamechat::Client::OnJoinChannel(sid=53954 chnlname=Left_SmartChat)
(8136) 22:15:01.136  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=53954 chnlname=Left_SmartChat chnltype=3)
(8136) 22:15:01.136  m: gamechat::Client::OnRegisterUserReturn(rc=0 userid=5599879 rpcsts=1)
(17072) 22:15:01.231  m: Loading baked geometry from file: /Maps/Multiplayer/MOBA/_.baked_terrain
(17072) 22:15:02.369  d: WarFogUnblock: 0.000
(8136) 22:15:02.478  m: Virtual Memory Usage: 981 mb
(17072) 22:15:04.210  d: MemoryPool: megapool; allocated size: 83886080; payload: 83831808
(17072) 22:15:04.210  d: MemoryPool: megapool; new allocated size: 94371840
(17072) 22:15:04.490  d: SimpleObject: 2.121
(17072) 22:15:04.490  d: GameObject: 0.000
(17072) 22:15:05.175  d: Road: 0.685
(17072) 22:15:05.297  d: Flagpole: 0.122
(17072) 22:15:05.297  d: Flagpole: 0.000
(17072) 22:15:05.918  d: AdvMapCreepSpawner: 0.621
(17072) 22:15:06.496  d: MemoryPool: megapool; allocated size: 94371840; payload: 93716992
(17072) 22:15:06.497  d: MemoryPool: megapool; new allocated size: 104857600
(17072) 22:15:06.913  d: AdvMapNeutralCreepSpawner: 0.995
(17072) 22:15:07.518  d: TreeObject: 0.605
(17072) 22:15:09.206  d: MultiStateObject: 1.688
(17072) 22:15:09.207  d: UsableBuilding: 0.000
(8136) 22:15:09.246  m: Frame time histo: {0; [0.0, 2.0]: 1; [2.0, 10.0]: 1; [10.0, 20.0]: 140; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(17072) 22:15:09.675  d: Building: 0.469
(17072) 22:15:09.676  d: GlyphSpawner: 0.000
(17072) 22:15:09.922  d: MemoryPool: megapool; allocated size: 104857600; payload: 104833024
(17072) 22:15:09.922  d: MemoryPool: megapool; new allocated size: 115343360
(17072) 22:15:09.959  d: Shop: 0.283
(17072) 22:15:10.100  d: MinigamePlace: 0.141
(17072) 22:15:10.147  d: Critter: 0.047
(17072) 22:15:10.301  d: Tower: 0.154
