Local time: +3:00 UTC
ProcessId: 12872
(11072) 05:42:51.572  d: System runned under native Windows
(11072) 05:42:51.658  m: setvar shadows = "1"
(11072) 05:42:51.658  m: setvar sound_background_enable = "0"
(11072) 05:42:51.658  m: setvar sound_volume = "0.030303"
(11072) 05:42:51.658  m: setvar use_badwords_filter = "0"
(11072) 05:42:51.658  m: setvar voice_volume = "0"
(11072) 05:42:51.658  m: setvar waterReflCoeff = "0.5"
(11072) 05:42:51.658  m: setvar waterrefl = "1"
(11072) 05:42:51.658  m: setvar window_pos_x = "963"
(11072) 05:42:51.658  m: setvar window_pos_y = "554"
(11072) 05:42:51.658  m: Executing "lang.cfg"
(11072) 05:42:51.659  m: setvar language = "ru-RU"
(11072) 05:42:51.661  m: Executing "social.cfg"
(11072) 05:42:51.661  m: setvar social_login_address = "http://ru.pwcastle.nivalnetwork.com:88/"
(11072) 05:42:51.661  d: Fullscreen: 1
(11072) 05:42:51.754  d: Connection with lobby established
(11072) 05:42:51.756  d: ComPtr: GetAddr
(11072) 05:42:52.246  d: ComPtr: GetAddr
(11072) 05:42:52.300  d: ComPtr: Assign 13ab6dc INC
(11072) 05:42:52.303  d: ComPtr: Assign 13ab6dc INC
(11072) 05:42:52.303  d: ComPtr: Free 13ab6dc DEC
(11072) 05:42:52.303  d: ComPtr: Free 13ab6dc DEC
(11072) 05:42:52.303  d: ComPtr: GetAddr
(11072) 05:42:52.303  d: ComPtr: Assign 139e434 INC
(11072) 05:42:52.305  d: ComPtr: Assign 13ab6dc INC
(11072) 05:42:52.305  d: ComPtr: Assign 139e434 INC
(11072) 05:42:52.305  d: ComPtr: Free 13ab6dc DEC
(11072) 05:42:52.305  d: ComPtr: Free 139e434 DEC
(11072) 05:42:52.305  d: ComPtr: Free 139e434 DEC
(11072) 05:42:52.357  d: Pile file 'D:\Games\Prime World\PvP\Packs\data06.pile' found
(11072) 05:42:52.409  d: Pile file 'D:\Games\Prime World\PvP\Packs\data05.pile' found
(11072) 05:42:52.424  d: Pile file 'D:\Games\Prime World\PvP\Packs\data04.pile' found
(11072) 05:42:52.453  d: Pile file 'D:\Games\Prime World\PvP\Packs\data03.pile' found
(11072) 05:42:52.486  d: Pile file 'D:\Games\Prime World\PvP\Packs\data02.pile' found
(11072) 05:42:52.503  d: Pile file 'D:\Games\Prime World\PvP\Packs\data01.pile' found
(11072) 05:42:52.549  d: Pile file 'D:\Games\Prime World\PvP\Packs\_data.pile' found
(11072) 05:42:52.560  d: Pile file 'D:\Games\Prime World\PvP\Data\Localization\ru-RU\localisation_files.pile' found
(11072) 05:42:52.778  m: Executing "game.cfg"
(11072) 05:42:52.778  m: setvar stat_client_url = "http://gs.playpw.com/gstat0/"
(11072) 05:42:52.778  m: Value 'use_smooth_turns' is not registered
(11072) 05:42:52.778  m: setvar use_smooth_turns = "1"
(11072) 05:42:52.778  m: setvar rdp_log_events = "3079"
(11072) 05:42:52.790  m: Executing "input.cfg"
(11072) 05:42:52.792  m: Unknown command or variable "parentWidth"
(11072) 05:42:52.792  m: Type 'help' to list available commands
(11072) 05:42:52.793  m: Executing "input.cfg"
(11072) 05:42:52.842  m: Executing "smart_chat.cfg"
(11072) 05:42:54.162  m: UDP transport login address: 92.242.35.3:35007@10
(11072) 05:42:54.163  d: Previous SO_SNDBUF=65536
(11072) 05:42:54.163  d: New SO_SNDBUF=65536
(11072) 05:42:54.163  d: Previous SO_RCVBUF=65536
(11072) 05:42:54.163  d: New SO_RCVBUF=65536
(11072) 05:42:54.163  m: Socket opened. addr=34990, sock=1460
(11072) 05:42:54.163  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35007, mux=10
(11072) 05:42:54.164  m: Cannot read configuration file "D:\Games\Prime World\PvP\Profiles\autoexec.cfg"
(12252) 05:42:54.165  m: Sending INIT. descr=(92.242.35.3:35007 63977:10), seq=10846
(15952) 05:42:54.170  m: UDP socket perfomance debug. addr=34990, recv=1, recv_tm=0.02, deliver_tm=0.00, send=1, send_tm=0.00
(12252) 05:42:54.171  m: ACK sent. descr=(92.242.35.3:35007 63977:10), seq=10846, stage=Active_WaitingInitAck
(12252) 05:42:54.171  m: Active connection handshake completed. descr=(92.242.35.3:35007 63977:10), seq=10846
(12252) 05:42:54.189  m: LoginClient: Got login reply. code=Success(5), uid=5599879, welcome=ru1/lobby/1
(11072) 05:42:55.072  d: OnDeviceChanged
(11072) 05:42:55.101  d: NotifyDeviceCreate
(11072) 05:42:55.150  d: DepthFormat: INTZ
(11072) 05:42:55.166  m: setvar mipmaplodbias = "0"
(11072) 05:42:55.990  d: FMOD Init OK
(15284) 05:42:56.008  m: Recieving permitted event data
(15284) 05:42:56.008  m: Initializing CURLlib...
(15284) 05:42:56.008  m: Performing HTTP GET: url_len=28, url='http://gs.playpw.com/gstat0/'
(15284) 05:42:56.183  d: HTTP GET performed
(15284) 05:42:56.183  m: Recieved permitted event data. size=52
(15284) 05:42:56.183  m: Got permitted events data. size=52
(15284) 05:42:56.183  m: Got permitted events. methods=5, sessionEvents=6
(11072) 05:42:56.403  d: Movie::SetViewport (w,h) = (1281, 1025)
(11072) 05:42:56.840  d: Failed to open file  with error 3.
(11072) 05:42:56.840  d: Cannot load ttf font: DejaVu LGC Sans
(11072) 05:42:56.915  d: Failed to open file  with error 3.
(11072) 05:42:56.915  d: Cannot load ttf font: _sans
(11072) 05:42:56.938  d: Window FlashScreen got focus
(11072) 05:42:56.938  d: Movie::SetViewport (w,h) = (1281, 1025)
(11072) 05:42:56.941  d: Movie::SetViewport (w,h) = (1821, 1025)
(11072) 05:42:56.945  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(11072) 05:42:56.945  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(11072) 05:42:57.168  d: Movie::SetViewport (w,h) = (1821, 1025)
(11072) 05:42:57.247  m: Virtual Memory Usage: 254 mb
(11072) 05:42:57.304  d: Command send: StartRender

(11072) 05:42:57.307  d: Collected 0 persistent events
(11072) 05:42:57.307  m: Connecting to lobby server...
(11072) 05:42:57.307  m: Lobby service path: 'ru1/lobby/1'
(11072) 05:42:57.307  m: Lobby service node id: 'lobby/1'
(11072) 05:42:57.354  m: LoginClient: Creating outgoing service channel. svcid=lobby/1, req_id=1
(11072) 05:42:57.354  d: GateKeeper: Generated pipeid(s= t=lobby/1 c=5599879 p=lobby/1)
(11072) 05:42:57.354  m: GateKeeper: Pipe created for service. name=lobby/1
(11072) 05:42:57.354  m: Node requested successfully(svcid=lobby/1)
(11072) 05:42:57.354  m: Query rpc interface(svcid=lobby/1 iface=lobby:entrance)
(12252) 05:42:57.369  m: LoginClient: Got svc reqest reply. svcid=lobby/1, req_id=1, code=0, addr=92.242.35.2:35010@100
(12252) 05:42:57.369  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=lobby/1, req_id=1, addr=92.242.35.2:35010@100
(12252) 05:42:57.369  m: ClientChannel: Connecting to sevice. svcid=lobby/1, addr=92.242.35.2:35010, mux=100, req_id=1
(12252) 05:42:57.369  m: Starting outgoing connection. local=34990, remote=92.242.35.2:35010, mux=100
(12252) 05:42:57.369  m: Sending INIT. descr=(92.242.35.2:35010 61596:100), seq=9466
(12252) 05:42:57.375  m: ACK sent. descr=(92.242.35.2:35010 61596:100), seq=9466, stage=Active_WaitingInitAck
(12252) 05:42:57.375  m: Active connection handshake completed. descr=(92.242.35.2:35010 61596:100), seq=9466
(12252) 05:42:57.375  m: ClientChannel: Connection established. svcid=lobby/1, req_id=1
(12252) 05:42:57.375  m: RdpChannel: Channel connection established. src=, tgt=lobby/1, uid=5599879, remote=0.0.0.0:0
(12252) 05:42:57.382  m: ClientChannel: Got service ack. svcid=lobby/1, req_id=1, code=Ok(0), state=2
(12252) 05:42:57.382  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/1, uid=5599879, remote=0.0.0.0:0
(11072) 05:42:57.398  m: Iface received. svcid=lobby/1, iface=lobby:entrance
(11072) 05:42:57.398  m: Entered lobby, requesting instance...
(11072) 05:42:57.413  m: Got lobby instance
(11072) 05:42:58.233  m: Joining social game...
(11072) 05:42:58.324  m: Starting game session. map='Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb', players=10, gameid=5bbd92db00031d66, custom=false, gs_svcid=gamesvc/55, gs_instid=gsi0000074980e02a6d
(11072) 05:42:58.324  m:   Player info. uid=5428312, sex=1, nick=[GGR]TiJoT, type=1, team=0, hero=archeress, bot_skin=
(11072) 05:42:58.324  m:   Player info. uid=3139274, sex=1, nick=[Hello]?????? 555, type=1, team=0, hero=thundergod, bot_skin=
(11072) 05:42:58.324  m:   Player info. uid=1343045, sex=1, nick=??????13???, type=1, team=0, hero=wraithking, bot_skin=
(11072) 05:42:58.324  m:   Player info. uid=5034781, sex=1, nick=[chitu]WarG74, type=1, team=0, hero=vampire, bot_skin=
(11072) 05:42:58.324  m:   Player info. uid=3364888, sex=1, nick=[-P-W-]kudesnik22, type=1, team=0, hero=witchdoctor, bot_skin=
(11072) 05:42:58.324  m:   Player info. uid=5583831, sex=1, nick=[?????]???????? ????, type=1, team=1, hero=invisible, bot_skin=
(11072) 05:42:58.324  m:   Player info. uid=1401803, sex=1, nick=[????]?-??, type=1, team=1, hero=bladedancer, bot_skin=
(11072) 05:42:58.324  m:   Player info. uid=5601489, sex=1, nick=[D0GS]ETHEREAL1, type=1, team=1, hero=zealot, bot_skin=
(11072) 05:42:58.324  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=1, hero=wraithking, bot_skin=
(11072) 05:42:58.324  m:   Player info. uid=5169796, sex=1, nick=[N_H]????_?????, type=1, team=1, hero=freeze, bot_skin=
(11072) 05:42:58.324  m: Connecting to game server. svcid=gamesvc/55, instid=gsi0000074980e02a6d
(11072) 05:42:58.324  m: Got lobby operation result: Ok(0)
(11072) 05:42:58.324  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/55, req_id=2
(11072) 05:42:58.325  d: GateKeeper: Generated pipeid(s= t=gamesvc/55 c=5599879 p=gamesvc/55)
(11072) 05:42:58.325  m: GateKeeper: Pipe created for service. name=gamesvc/55
(11072) 05:42:58.325  m: Node requested successfully(svcid=gamesvc/55)
(11072) 05:42:58.325  m: Query rpc interface(svcid=gamesvc/55 iface=gsi0000074980e02a6d)
(12252) 05:42:58.351  m: LoginClient: Got svc reqest reply. svcid=gamesvc/55, req_id=2, code=0, addr=92.242.35.4:35012@100
(12252) 05:42:58.351  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/55, req_id=2, addr=92.242.35.4:35012@100
(12252) 05:42:58.351  m: ClientChannel: Connecting to sevice. svcid=gamesvc/55, addr=92.242.35.4:35012, mux=100, req_id=2
(12252) 05:42:58.351  m: Starting outgoing connection. local=34990, remote=92.242.35.4:35012, mux=100
(12252) 05:42:58.351  m: Sending INIT. descr=(92.242.35.4:35012 63618:100), seq=13204
(12252) 05:42:58.357  m: ACK sent. descr=(92.242.35.4:35012 63618:100), seq=13204, stage=Active_WaitingInitAck
(12252) 05:42:58.357  m: Active connection handshake completed. descr=(92.242.35.4:35012 63618:100), seq=13204
(12252) 05:42:58.357  m: ClientChannel: Connection established. svcid=gamesvc/55, req_id=2
(12252) 05:42:58.357  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/55, uid=5599879, remote=0.0.0.0:0
(12252) 05:42:58.361  m: ClientChannel: Got service ack. svcid=gamesvc/55, req_id=2, code=Ok(0), state=2
(12252) 05:42:58.361  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/55, uid=5599879, remote=0.0.0.0:0
(11072) 05:42:58.380  m: Iface received. svcid=gamesvc/55, iface=gsi0000074980e02a6d
(11072) 05:42:58.380  m: Connected to game service
(11072) 05:42:58.381  m: Adding client to game server...
(11072) 05:42:58.381  d: Client 5599879 : GameClient created
(11072) 05:42:58.381  d: [ResourceCollection] collect talents
(11072) 05:42:59.870  d: [ResourceCollection] collect consumables
(11072) 05:42:59.959  d: [ResourceCollection] collect marketingItems
(11072) 05:42:59.980  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(11072) 05:43:00.289  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(11072) 05:43:00.293  m: ServerNode: Starting game (sid=5bbd92db00031d66)
(11072) 05:43:00.293  m: gameclient: Player info. uid=5428312, castle_lvl=40, hero_lvl=13, prating=1612.77, hrating=1452.93, party_id=0
(11072) 05:43:00.293  m: gameclient: Player info. uid=3139274, castle_lvl=40, hero_lvl=25, prating=1493.66, hrating=1435.91, party_id=0
(11072) 05:43:00.293  m: gameclient: Player info. uid=1343045, castle_lvl=33, hero_lvl=3, prating=1712.55, hrating=1445.90, party_id=0
(11072) 05:43:00.293  m: gameclient: Player info. uid=5034781, castle_lvl=40, hero_lvl=18, prating=1651.54, hrating=1469.51, party_id=0
(11072) 05:43:00.293  m: gameclient: Player info. uid=3364888, castle_lvl=40, hero_lvl=8, prating=1714.04, hrating=1491.27, party_id=0
(11072) 05:43:00.293  m: gameclient: Player info. uid=5583831, castle_lvl=31, hero_lvl=14, prating=1595.85, hrating=1492.82, party_id=0
(11072) 05:43:00.293  m: gameclient: Player info. uid=1401803, castle_lvl=40, hero_lvl=15, prating=1653.70, hrating=1424.34, party_id=0
(11072) 05:43:00.293  m: gameclient: Player info. uid=5601489, castle_lvl=33, hero_lvl=10, prating=1732.09, hrating=1401.90, party_id=0
(11072) 05:43:00.293  m: gameclient: Player info. uid=5599879, castle_lvl=38, hero_lvl=8, prating=1511.72, hrating=1495.64, party_id=9
(11072) 05:43:00.293  m: gameclient: Player info. uid=5169796, castle_lvl=29, hero_lvl=15, prating=1297.69, hrating=1297.69, party_id=9
(11072) 05:43:00.295  d: Starting game for 10 players on map 'Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb' (client)...
(11072) 05:43:00.607  d:  TRACE FROM FLASH true 
(11072) 05:43:00.615  d:  AddUser: 242966457 archeress
(11072) 05:43:00.666  d:  AddUser: 571020430 thundergod
(11072) 05:43:00.700  d:  AddUser: 880060159 invisible
(11072) 05:43:00.720  d:  AddUser: 2438854131 wraithking
(11072) 05:43:00.732  d:  AddUser: 3157691388 vampire
(11072) 05:43:00.755  d:  AddUser: 1948040428 witchdoctor
(11072) 05:43:00.783  d:  AddUser: 1846364933 bladedancer
(11072) 05:43:00.801  d:  AddUser: 1039341398 zealot
(11072) 05:43:00.805  d:  AddUser: 2438854131 wraithking
(11072) 05:43:00.807  d:  AddUser: 1183970330 freeze
(11072) 05:43:05.349  d: MemoryPool: megapool; allocated size: 20971520; payload: 20889600
(11072) 05:43:05.349  d: MemoryPool: megapool; new allocated size: 31457280
(11072) 05:43:07.993  d: MemoryPool: megapool; allocated size: 31457280; payload: 31252992
(11072) 05:43:07.993  d: MemoryPool: megapool; new allocated size: 41943040
(11072) 05:43:11.160  d: MemoryPool: megapool; allocated size: 41943040; payload: 41936384
(11072) 05:43:11.160  d: MemoryPool: megapool; new allocated size: 52428800
(11072) 05:43:13.485  d: MemoryPool: megapool; allocated size: 52428800; payload: 52427776
(11072) 05:43:13.485  d: MemoryPool: megapool; new allocated size: 62914560
(11072) 05:43:15.522  d: MemoryPool: megapool; allocated size: 62914560; payload: 62872064
(11072) 05:43:15.522  d: MemoryPool: megapool; new allocated size: 73400320
(11072) 05:43:17.245  d: MemoryPool: megapool; allocated size: 73400320; payload: 73320448
(11072) 05:43:17.245  d: MemoryPool: megapool; new allocated size: 83886080
(11072) 05:43:18.683  d: Player behaviour tracking is enabled for this game
(11508) 05:43:18.686  d: P: start
(11072) 05:43:18.712  d: complaintsToday 0 complaintsMax 2 playerId 0 userID 5428312
(11072) 05:43:18.712  d: complaintsToday 0 complaintsMax 2 playerId 1 userID 3139274
(11072) 05:43:18.712  d: complaintsToday 0 complaintsMax 2 playerId 2 userID 5583831
(11072) 05:43:18.712  d: complaintsToday 0 complaintsMax 2 playerId 3 userID 1343045
(11072) 05:43:18.712  d: complaintsToday 0 complaintsMax 2 playerId 4 userID 5034781
(11072) 05:43:18.712  d: complaintsToday 0 complaintsMax 2 playerId 5 userID 3364888
(11072) 05:43:18.712  d: complaintsToday 0 complaintsMax 2 playerId 6 userID 1401803
(11072) 05:43:18.712  d: complaintsToday 0 complaintsMax 2 playerId 7 userID 5601489
(11072) 05:43:18.713  d: complaintsToday 0 complaintsMax 2 playerId 8 userID 5599879
(11072) 05:43:18.713  d: complaintsToday 0 complaintsMax 2 playerId 9 userID 5169796
(11072) 05:43:18.713  d: Player [GGR]TiJoT with hero Лучница team 0
(11072) 05:43:18.713  d: Player [Hello]кирилл 555 with hero Стальной гром team 0
(11072) 05:43:18.713  d: Player [МЕДОК]Ямайский Джон with hero Невидимка team 1
(11072) 05:43:18.713  d: Player Наташа13лет with hero Павший владыка team 0
(11072) 05:43:18.713  d: Player [chitu]WarG74 with hero Вампир team 0
(11072) 05:43:18.713  d: Player [-P-W-]kudesnik22 with hero Ведун team 0
(11072) 05:43:18.713  d: Player [скиф]Р-ЗО with hero Асур team 1
(11072) 05:43:18.713  d: Player [D0GS]ETHEREAL1 with hero Фанатик team 1
(11072) 05:43:18.713  d: Player [minus]Вера Заморочкина with hero Павший владыка team 1 (local)
(11072) 05:43:18.713  d: Player [N_H]Баба_Клава with hero Фриз team 1
(11072) 05:43:18.713  d: GameClient.StartingGame
(11072) 05:43:18.713  m: Frame time histo: {0; [0.0, 2.0]: 1; [2.0, 10.0]: 0; [10.0, 20.0]: 0; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(11072) 05:43:19.071  d: Movie::SetViewport (w,h) = (1281, 1027)
(11072) 05:43:19.310  d: Overriding font 2314 name 'DejaVu LGC Sans' with 'DejaVu LGC Sans Bold'
(11072) 05:43:20.015  d: Failed to open file  with error 3.
(11072) 05:43:20.015  d: Cannot load ttf font: DejaVu LGC Sans Bold
(11072) 05:43:20.329  d: Window FlashScreen losing focus
(11072) 05:43:20.329  d: Window FlashScreen got focus
(11072) 05:43:20.329  d: Movie::SetViewport (w,h) = (1281, 1027)
(11072) 05:43:20.340  d: Movie::SetViewport (w,h) = (1821, 1027)
(11072) 05:43:20.364  d: SmartChat: ready
(11072) 05:43:20.421  d: GameClient.LoadingMap
(11072) 05:43:20.438  m: LoginClient: Creating outgoing service channel. svcid=chat, req_id=3
(11072) 05:43:20.438  d: GateKeeper: Generated pipeid(s= t=chat c=5599879 p=chat)
(11072) 05:43:20.438  m: GateKeeper: Pipe created for service. name=chat
(11072) 05:43:20.438  m: Node requested successfully(svcid=chat)
(11072) 05:43:20.438  m: Query rpc interface(svcid=chat iface=chat.client.iface)
(12252) 05:43:20.460  m: LoginClient: Got svc reqest reply. svcid=chat, req_id=3, code=0, addr=92.242.35.3:35010@100
(12252) 05:43:20.460  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=chat, req_id=3, addr=92.242.35.3:35010@100
(12252) 05:43:20.460  m: ClientChannel: Connecting to sevice. svcid=chat, addr=92.242.35.3:35010, mux=100, req_id=3
(12252) 05:43:20.460  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35010, mux=100
(12252) 05:43:20.460  m: Sending INIT. descr=(92.242.35.3:35010 63895:100), seq=20940
(12252) 05:43:20.465  m: ACK sent. descr=(92.242.35.3:35010 63895:100), seq=20940, stage=Active_WaitingInitAck
(12252) 05:43:20.465  m: Active connection handshake completed. descr=(92.242.35.3:35010 63895:100), seq=20940
(12252) 05:43:20.465  m: ClientChannel: Connection established. svcid=chat, req_id=3
(12252) 05:43:20.465  m: RdpChannel: Channel connection established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(12252) 05:43:20.471  m: ClientChannel: Got service ack. svcid=chat, req_id=3, code=Ok(0), state=2
(12252) 05:43:20.471  m: RdpChannel: Delayed active channel established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(11072) 05:43:20.542  m: Chat client iface OPENED
(11072) 05:43:20.543  m: Iface received. svcid=chat, iface=chat.client.iface
(11072) 05:43:20.606  m: gamechat::Client::OnRegisterUser(sidL=160651 chatUserid=1451615 rc=0)
(11072) 05:43:20.606  m: gamechat::Client::OnJoinChannel(sid=160651 chnlname=Session)
(11072) 05:43:20.606  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=160651 chnlname=Session chnltype=2)
(11072) 05:43:20.606  m: gamechat::Client::OnJoinChannel(sid=160651 chnlname=Right)
(11072) 05:43:20.606  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=160651 chnlname=Right chnltype=1)
(11072) 05:43:20.606  m: gamechat::Client::OnJoinChannel(sid=160651 chnlname=Right_SmartChat)
(11072) 05:43:20.606  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=160651 chnlname=Right_SmartChat chnltype=3)
(11072) 05:43:20.606  m: gamechat::Client::OnRegisterUserReturn(rc=0 userid=5599879 rpcsts=1)
(15800) 05:43:20.698  m: Loading baked geometry from file: /Maps/Multiplayer/MOBA/_.baked_terrain
(12252) 05:43:21.181  m: RDP perfomance debug. dg_sent=232, dg_recv=228, warn=0, err=0, retr=0, loss=0.0
(12252) 05:43:21.181  m: RDP perfomance debug. polls={0; [0, 1]: 13511; [1, 2]: 0; [2, 5]: 0; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(12252) 05:43:21.181  m: RDP perfomance debug. sleep={0; [0, 1]: 0; [1, 2]: 9053; [2, 5]: 4459; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(15800) 05:43:21.780  d: WarFogUnblock: 0.000
(15800) 05:43:23.396  d: MemoryPool: megapool; allocated size: 83886080; payload: 83831808
(15800) 05:43:23.396  d: MemoryPool: megapool; new allocated size: 94371840
(15800) 05:43:23.665  d: SimpleObject: 1.885
(15800) 05:43:23.665  d: GameObject: 0.000
(15800) 05:43:24.169  d: Road: 0.504
(15800) 05:43:24.294  d: Flagpole: 0.124
(15800) 05:43:24.294  d: Flagpole: 0.000
(15952) 05:43:24.297  m: UDP socket perfomance debug. addr=34990, recv=282, recv_tm=100.22, deliver_tm=0.00, send=268, send_tm=0.03
(15800) 05:43:24.799  d: AdvMapCreepSpawner: 0.505
(15800) 05:43:25.400  d: MemoryPool: megapool; allocated size: 94371840; payload: 93716992
(15800) 05:43:25.400  d: MemoryPool: megapool; new allocated size: 104857600
(15800) 05:43:25.728  d: AdvMapNeutralCreepSpawner: 0.928
(15800) 05:43:26.358  d: TreeObject: 0.630
(11072) 05:43:27.288  m: Virtual Memory Usage: 1253 mb
(15800) 05:43:27.818  d: MultiStateObject: 1.460
(15800) 05:43:27.818  d: UsableBuilding: 0.000
(15800) 05:43:28.458  d: Building: 0.640
(15800) 05:43:28.458  d: GlyphSpawner: 0.000
(11072) 05:43:28.733  m: Frame time histo: {0; [0.0, 2.0]: 1; [2.0, 10.0]: 0; [10.0, 20.0]: 143; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(15800) 05:43:28.736  d: MemoryPool: megapool; allocated size: 104857600; payload: 104833024
(15800) 05:43:28.736  d: MemoryPool: megapool; new allocated size: 115343360
(15800) 05:43:28.768  d: Shop: 0.310
(15800) 05:43:28.913  d: MinigamePlace: 0.145
(15800) 05:43:28.936  d: Critter: 0.022
(15800) 05:43:29.123  d: Tower: 0.188
(15800) 05:43:29.127  d: AdvMapObstacle: 0.004
(15800) 05:43:29.967  d: SpawnHeroes:FindPlayers: 0.000
(15800) 05:43:29.967  d: SpawnHeroes:FindPlace: 0.000
(15800) 05:43:30.164  d: Start preloading hero's (Dummy name) resources
(15800) 05:43:30.240  d: SpawnHeroes:CreateHero:0: 0.273
(15800) 05:43:30.303  d: Start preloading hero's (Dummy name) resources
(15800) 05:43:30.437  d: SpawnHeroes:CreateHero:1: 0.198
(15800) 05:43:30.484  d: MemoryPool: megapool; allocated size: 115343360; payload: 115340288
