Local time: +3:00 UTC
ProcessId: 6920
(8020) 20:34:56.753  d: System runned under native Windows
(8020) 20:34:56.793  m: setvar rndr_disableTriLinear = "0"
(8020) 20:34:56.793  m: setvar screenshot_ext = "jpg"
(8020) 20:34:56.793  m: setvar session_camera = ""
(8020) 20:34:56.793  m: setvar session_chat_off = "0"
(8020) 20:34:56.793  m: setvar shadowMapScale = "0.625"
(8020) 20:34:56.793  m: setvar shadowPCF4_enable = "1"
(8020) 20:34:56.793  m: setvar shadowTest = "1"
(8020) 20:34:56.793  m: setvar shadow_terrain = "1"
(8020) 20:34:56.793  m: setvar shadows = "1"
(8020) 20:34:56.793  m: setvar sound_background_enable = "0"
(8020) 20:34:56.793  m: setvar sound_volume = "0.030303"
(8020) 20:34:56.793  m: setvar use_badwords_filter = "0"
(8020) 20:34:56.793  m: setvar voice_volume = "0"
(8020) 20:34:56.793  m: setvar waterReflCoeff = "0.5"
(8020) 20:34:56.793  m: setvar waterrefl = "1"
(8020) 20:34:56.793  m: setvar window_pos_x = "963"
(8020) 20:34:56.793  m: setvar window_pos_y = "554"
(8020) 20:34:56.794  m: Executing "lang.cfg"
(8020) 20:34:56.794  m: setvar language = "ru-RU"
(8020) 20:34:56.795  m: Executing "social.cfg"
(8020) 20:34:56.795  m: setvar social_login_address = "http://ru.pwcastle.nivalnetwork.com:88/"
(8020) 20:34:56.795  d: Fullscreen: 1
(8020) 20:34:56.807  d: Connection with lobby established
(8020) 20:34:56.809  d: ComPtr: GetAddr
(8020) 20:34:57.099  d: ComPtr: GetAddr
(8020) 20:34:57.426  d: ComPtr: Assign 163a0a4 INC
(8020) 20:34:57.430  d: ComPtr: Assign 163a0a4 INC
(8020) 20:34:57.430  d: ComPtr: Free 163a0a4 DEC
(8020) 20:34:57.430  d: ComPtr: Free 163a0a4 DEC
(8020) 20:34:57.430  d: ComPtr: GetAddr
(8020) 20:34:57.430  d: ComPtr: Assign 163a6ec INC
(8020) 20:34:57.432  d: ComPtr: Assign 163a0a4 INC
(8020) 20:34:57.432  d: ComPtr: Assign 163a6ec INC
(8020) 20:34:57.432  d: ComPtr: Free 163a0a4 DEC
(8020) 20:34:57.432  d: ComPtr: Free 163a6ec DEC
(8020) 20:34:57.432  d: ComPtr: Free 163a6ec DEC
(8020) 20:34:57.687  d: Pile file 'D:\Games\Prime World\PvP\Packs\data06.pile' found
(8020) 20:34:57.778  d: Pile file 'D:\Games\Prime World\PvP\Packs\data05.pile' found
(8020) 20:34:57.822  d: Pile file 'D:\Games\Prime World\PvP\Packs\data04.pile' found
(8020) 20:34:57.871  d: Pile file 'D:\Games\Prime World\PvP\Packs\data03.pile' found
(8020) 20:34:57.890  d: Pile file 'D:\Games\Prime World\PvP\Packs\data02.pile' found
(8020) 20:34:57.910  d: Pile file 'D:\Games\Prime World\PvP\Packs\data01.pile' found
(8020) 20:34:57.951  d: Pile file 'D:\Games\Prime World\PvP\Packs\_data.pile' found
(8020) 20:34:57.962  d: Pile file 'D:\Games\Prime World\PvP\Data\Localization\ru-RU\localisation_files.pile' found
(8020) 20:34:58.179  m: Executing "game.cfg"
(8020) 20:34:58.179  m: setvar stat_client_url = "http://gs.playpw.com/gstat0/"
(8020) 20:34:58.179  m: Value 'use_smooth_turns' is not registered
(8020) 20:34:58.179  m: setvar use_smooth_turns = "1"
(8020) 20:34:58.179  m: setvar rdp_log_events = "3079"
(8020) 20:34:58.192  m: Executing "input.cfg"
(8020) 20:34:58.194  m: Unknown command or variable "parentWidth"
(8020) 20:34:58.194  m: Type 'help' to list available commands
(8020) 20:34:58.195  m: Executing "input.cfg"
(8020) 20:34:58.243  m: Executing "smart_chat.cfg"
(8020) 20:34:59.613  m: UDP transport login address: 92.242.35.3:35007@10
(8020) 20:34:59.614  d: Previous SO_SNDBUF=65536
(8020) 20:34:59.614  d: New SO_SNDBUF=65536
(8020) 20:34:59.614  d: Previous SO_RCVBUF=65536
(8020) 20:34:59.614  d: New SO_RCVBUF=65536
(8020) 20:34:59.614  m: Socket opened. addr=34990, sock=1852
(8020) 20:34:59.614  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35007, mux=10
(1428) 20:34:59.616  m: Sending INIT. descr=(92.242.35.3:35007 50719:10), seq=2252
(8020) 20:34:59.620  m: Cannot read configuration file "D:\Games\Prime World\PvP\Profiles\autoexec.cfg"
(20976) 20:34:59.621  m: UDP socket perfomance debug. addr=34990, recv=1, recv_tm=0.02, deliver_tm=0.00, send=1, send_tm=0.00
(1428) 20:34:59.622  m: ACK sent. descr=(92.242.35.3:35007 50719:10), seq=2252, stage=Active_WaitingInitAck
(1428) 20:34:59.622  m: Active connection handshake completed. descr=(92.242.35.3:35007 50719:10), seq=2252
(1428) 20:34:59.642  m: LoginClient: Got login reply. code=Success(5), uid=5599879, welcome=ru1/lobby/4
(8020) 20:35:00.499  d: OnDeviceChanged
(8020) 20:35:00.499  d: NotifyDeviceCreate
(8020) 20:35:00.635  d: DepthFormat: INTZ
(8020) 20:35:00.668  m: setvar mipmaplodbias = "0"
(8020) 20:35:01.526  d: FMOD Init OK
(9188) 20:35:01.542  m: Recieving permitted event data
(9188) 20:35:01.542  m: Initializing CURLlib...
(9188) 20:35:01.542  m: Performing HTTP GET: url_len=28, url='http://gs.playpw.com/gstat0/'
(9188) 20:35:01.663  d: HTTP GET performed
(9188) 20:35:01.663  m: Recieved permitted event data. size=52
(9188) 20:35:01.663  m: Got permitted events data. size=52
(9188) 20:35:01.663  m: Got permitted events. methods=5, sessionEvents=6
(8020) 20:35:01.944  d: Movie::SetViewport (w,h) = (1281, 1025)
(8020) 20:35:02.347  d: Failed to open file  with error 3.
(8020) 20:35:02.347  d: Cannot load ttf font: DejaVu LGC Sans
(8020) 20:35:02.417  d: Failed to open file  with error 3.
(8020) 20:35:02.417  d: Cannot load ttf font: _sans
(8020) 20:35:02.443  d: Window FlashScreen got focus
(8020) 20:35:02.444  d: Movie::SetViewport (w,h) = (1281, 1025)
(8020) 20:35:02.446  d: Movie::SetViewport (w,h) = (1821, 1025)
(8020) 20:35:02.449  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(8020) 20:35:02.449  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(8020) 20:35:02.660  d: Movie::SetViewport (w,h) = (1821, 1025)
(8020) 20:35:02.700  m: Virtual Memory Usage: 255 mb
(8020) 20:35:02.757  d: Command send: StartRender

(8020) 20:35:02.760  d: Collected 0 persistent events
(8020) 20:35:02.760  m: Connecting to lobby server...
(8020) 20:35:02.760  m: Lobby service path: 'ru1/lobby/4'
(8020) 20:35:02.760  m: Lobby service node id: 'lobby/4'
(8020) 20:35:02.779  m: LoginClient: Creating outgoing service channel. svcid=lobby/4, req_id=1
(8020) 20:35:02.780  d: GateKeeper: Generated pipeid(s= t=lobby/4 c=5599879 p=lobby/4)
(8020) 20:35:02.780  m: GateKeeper: Pipe created for service. name=lobby/4
(8020) 20:35:02.780  m: Node requested successfully(svcid=lobby/4)
(8020) 20:35:02.780  m: Query rpc interface(svcid=lobby/4 iface=lobby:entrance)
(1428) 20:35:02.811  m: LoginClient: Got svc reqest reply. svcid=lobby/4, req_id=1, code=0, addr=92.242.35.2:35013@100
(1428) 20:35:02.811  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=lobby/4, req_id=1, addr=92.242.35.2:35013@100
(1428) 20:35:02.811  m: ClientChannel: Connecting to sevice. svcid=lobby/4, addr=92.242.35.2:35013, mux=100, req_id=1
(1428) 20:35:02.811  m: Starting outgoing connection. local=34990, remote=92.242.35.2:35013, mux=100
(1428) 20:35:02.811  m: Sending INIT. descr=(92.242.35.2:35013 53661:100), seq=18933
(1428) 20:35:02.817  m: ACK sent. descr=(92.242.35.2:35013 53661:100), seq=18933, stage=Active_WaitingInitAck
(1428) 20:35:02.817  m: Active connection handshake completed. descr=(92.242.35.2:35013 53661:100), seq=18933
(1428) 20:35:02.817  m: ClientChannel: Connection established. svcid=lobby/4, req_id=1
(1428) 20:35:02.817  m: RdpChannel: Channel connection established. src=, tgt=lobby/4, uid=5599879, remote=0.0.0.0:0
(1428) 20:35:02.823  m: ClientChannel: Got service ack. svcid=lobby/4, req_id=1, code=Ok(0), state=2
(1428) 20:35:02.823  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/4, uid=5599879, remote=0.0.0.0:0
(8020) 20:35:02.857  m: Iface received. svcid=lobby/4, iface=lobby:entrance
(8020) 20:35:02.857  m: Entered lobby, requesting instance...
(8020) 20:35:02.874  m: Got lobby instance
(8020) 20:35:03.756  m: Joining social game...
(8020) 20:35:03.800  m: Starting game session. map='Maps/Multiplayer/MOBA/Training.ADMPDSCR.xdb', players=10, gameid=5bbd92db0003464e, custom=false, gs_svcid=gamesvc/36, gs_instid=gsi00000e961f69b3ce
(8020) 20:35:03.801  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=0, hero=wraithking, bot_skin=
(8020) 20:35:03.801  m:   Player info. uid=-1, sex=0, nick=, type=2, team=0, hero=bard, bot_skin=bard_S1_B
(8020) 20:35:03.801  m:   Player info. uid=-1, sex=0, nick=, type=2, team=0, hero=ghostlord, bot_skin=
(8020) 20:35:03.801  m:   Player info. uid=-1, sex=0, nick=, type=2, team=0, hero=zealot, bot_skin=
(8020) 20:35:03.801  m:   Player info. uid=-1, sex=0, nick=, type=2, team=0, hero=warlord, bot_skin=warlord_S1_A
(8020) 20:35:03.801  m:   Player info. uid=-1, sex=0, nick=, type=2, team=1, hero=snowqueen, bot_skin=
(8020) 20:35:03.801  m:   Player info. uid=-1, sex=0, nick=, type=2, team=1, hero=rockman, bot_skin=rockman_S3
(8020) 20:35:03.801  m:   Player info. uid=-1, sex=0, nick=, type=2, team=1, hero=naga, bot_skin=naga_S0_A
(8020) 20:35:03.801  m:   Player info. uid=-1, sex=0, nick=, type=2, team=1, hero=crusader_B, bot_skin=
(8020) 20:35:03.801  m:   Player info. uid=-1, sex=0, nick=, type=2, team=1, hero=ghostlord, bot_skin=ghostlord_S2_B
(8020) 20:35:03.801  m: Connecting to game server. svcid=gamesvc/36, instid=gsi00000e961f69b3ce
(8020) 20:35:03.801  m: Got lobby operation result: Ok(0)
(8020) 20:35:03.801  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/36, req_id=2
(8020) 20:35:03.801  d: GateKeeper: Generated pipeid(s= t=gamesvc/36 c=5599879 p=gamesvc/36)
(8020) 20:35:03.801  m: GateKeeper: Pipe created for service. name=gamesvc/36
(8020) 20:35:03.801  m: Node requested successfully(svcid=gamesvc/36)
(8020) 20:35:03.801  m: Query rpc interface(svcid=gamesvc/36 iface=gsi00000e961f69b3ce)
(1428) 20:35:03.821  m: LoginClient: Got svc reqest reply. svcid=gamesvc/36, req_id=2, code=0, addr=92.242.35.9:35015@100
(1428) 20:35:03.821  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/36, req_id=2, addr=92.242.35.9:35015@100
(1428) 20:35:03.821  m: ClientChannel: Connecting to sevice. svcid=gamesvc/36, addr=92.242.35.9:35015, mux=100, req_id=2
(1428) 20:35:03.821  m: Starting outgoing connection. local=34990, remote=92.242.35.9:35015, mux=100
(1428) 20:35:03.821  m: Sending INIT. descr=(92.242.35.9:35015 44301:100), seq=4358
(1428) 20:35:03.825  m: ACK sent. descr=(92.242.35.9:35015 44301:100), seq=4358, stage=Active_WaitingInitAck
(1428) 20:35:03.825  m: Active connection handshake completed. descr=(92.242.35.9:35015 44301:100), seq=4358
(1428) 20:35:03.825  m: ClientChannel: Connection established. svcid=gamesvc/36, req_id=2
(1428) 20:35:03.825  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/36, uid=5599879, remote=0.0.0.0:0
(1428) 20:35:03.829  m: ClientChannel: Got service ack. svcid=gamesvc/36, req_id=2, code=Ok(0), state=2
(1428) 20:35:03.829  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/36, uid=5599879, remote=0.0.0.0:0
(8020) 20:35:03.858  m: Iface received. svcid=gamesvc/36, iface=gsi00000e961f69b3ce
(8020) 20:35:03.858  m: Connected to game service
(8020) 20:35:03.858  m: Adding client to game server...
(8020) 20:35:03.858  d: Client 5599879 : GameClient created
(8020) 20:35:03.858  d: [ResourceCollection] collect talents
(8020) 20:35:05.517  d: [ResourceCollection] collect consumables
(8020) 20:35:05.562  d: [ResourceCollection] collect marketingItems
(8020) 20:35:05.582  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(8020) 20:35:05.898  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(8020) 20:35:05.898  m: Statistics disabled by map settings
(8020) 20:35:05.903  m: ServerNode: Starting game (sid=5bbd92db0003464e)
(8020) 20:35:05.903  m: gameclient: Player info. uid=5599879, castle_lvl=38, hero_lvl=10, prating=1515.64, hrating=1450.64, party_id=0
(8020) 20:35:05.903  d: Starting game for 10 players on map 'Maps/Multiplayer/MOBA/Training.ADMPDSCR.xdb' (client)...
(8020) 20:35:06.294  d:  AddUser: 2438854131 wraithking
(8020) 20:35:06.355  d:  AddUser: 2930311094 bard
(8020) 20:35:06.374  d:  AddUser: 3847232485 snowqueen
(8020) 20:35:06.396  d:  AddUser: 1152531506 ghostlord
(8020) 20:35:06.423  d:  AddUser: 1039341398 zealot
(8020) 20:35:06.429  d:  AddUser: 2444502040 warlord
(8020) 20:35:06.455  d:  AddUser: 3144650918 rockman
(8020) 20:35:06.466  d:  AddUser: 2745258645 naga
(8020) 20:35:06.489  d:  AddUser: 1868152398 crusader_B
(8020) 20:35:06.521  d:  AddUser: 1152531506 ghostlord
(8020) 20:35:11.023  d: MemoryPool: megapool; allocated size: 20971520; payload: 20889600
(8020) 20:35:11.023  d: MemoryPool: megapool; new allocated size: 31457280
(8020) 20:35:13.645  d: MemoryPool: megapool; allocated size: 31457280; payload: 31252992
(8020) 20:35:13.645  d: MemoryPool: megapool; new allocated size: 41943040
(8020) 20:35:16.846  d: MemoryPool: megapool; allocated size: 41943040; payload: 41936384
(8020) 20:35:16.846  d: MemoryPool: megapool; new allocated size: 52428800
(8020) 20:35:19.103  d: MemoryPool: megapool; allocated size: 52428800; payload: 52427776
(8020) 20:35:19.103  d: MemoryPool: megapool; new allocated size: 62914560
(8020) 20:35:21.132  d: MemoryPool: megapool; allocated size: 62914560; payload: 62872064
(8020) 20:35:21.132  d: MemoryPool: megapool; new allocated size: 73400320
(8020) 20:35:22.956  d: MemoryPool: megapool; allocated size: 73400320; payload: 73320448
(8020) 20:35:22.956  d: MemoryPool: megapool; new allocated size: 83886080
(8020) 20:35:24.398  d: Player behaviour tracking is disabled for this game
(15368) 20:35:24.399  d: P: start
(8020) 20:35:24.431  d: complaintsToday 0 complaintsMax 2 playerId 0 userID 5599879
(8020) 20:35:24.431  d: complaintsToday 0 complaintsMax 0 playerId 1 userID -1
(8020) 20:35:24.431  d: complaintsToday 0 complaintsMax 0 playerId 2 userID -1
(8020) 20:35:24.431  d: complaintsToday 0 complaintsMax 0 playerId 3 userID -1
(8020) 20:35:24.431  d: complaintsToday 0 complaintsMax 0 playerId 4 userID -1
(8020) 20:35:24.431  d: complaintsToday 0 complaintsMax 0 playerId 5 userID -1
(8020) 20:35:24.431  d: complaintsToday 0 complaintsMax 0 playerId 6 userID -1
(8020) 20:35:24.431  d: complaintsToday 0 complaintsMax 0 playerId 7 userID -1
(8020) 20:35:24.431  d: complaintsToday 0 complaintsMax 0 playerId 8 userID -1
(8020) 20:35:24.431  d: complaintsToday 0 complaintsMax 0 playerId 9 userID -1
(8020) 20:35:24.431  d: Player [minus]Вера Заморочкина with hero Павший владыка team 0 (local)
(8020) 20:35:24.431  d: Player Гейша with hero Гейша team 0
(8020) 20:35:24.431  d: Player Вьюга with hero Вьюга team 1
(8020) 20:35:24.431  d: Player Жнец душ with hero Жнец душ team 0
(8020) 20:35:24.431  d: Player Фанатик with hero Фанатик team 0
(8020) 20:35:24.431  d: Player Богатырь with hero Богатырь team 0
(8020) 20:35:24.431  d: Player Триумфатор with hero Триумфатор team 1
(8020) 20:35:24.431  d: Player Мастер клинков with hero Мастер клинков team 1
(8020) 20:35:24.431  d: Player Ха'Ка with hero Ха'Ка team 1
(8020) 20:35:24.431  d: Player Огненный рок with hero Огненный рок team 1
(8020) 20:35:24.431  d: GameClient.StartingGame
(8020) 20:35:24.431  m: Frame time histo: {0; [0.0, 2.0]: 1; [2.0, 10.0]: 0; [10.0, 20.0]: 0; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(8020) 20:35:24.706  d: Movie::SetViewport (w,h) = (1281, 1027)
(8020) 20:35:25.017  d: Overriding font 2314 name 'DejaVu LGC Sans' with 'DejaVu LGC Sans Bold'
(8020) 20:35:25.718  d: Failed to open file  with error 3.
(8020) 20:35:25.718  d: Cannot load ttf font: DejaVu LGC Sans Bold
(8020) 20:35:26.020  d: Window FlashScreen losing focus
(8020) 20:35:26.020  d: Window FlashScreen got focus
(8020) 20:35:26.020  d: Movie::SetViewport (w,h) = (1281, 1027)
(8020) 20:35:26.031  d: Movie::SetViewport (w,h) = (1821, 1027)
(8020) 20:35:26.051  d: SmartChat: ready
(8020) 20:35:26.106  d: GameClient.LoadingMap
(8020) 20:35:26.123  m: LoginClient: Creating outgoing service channel. svcid=chat, req_id=3
(8020) 20:35:26.123  d: GateKeeper: Generated pipeid(s= t=chat c=5599879 p=chat)
(8020) 20:35:26.124  m: GateKeeper: Pipe created for service. name=chat
(8020) 20:35:26.124  m: Node requested successfully(svcid=chat)
(8020) 20:35:26.124  m: Query rpc interface(svcid=chat iface=chat.client.iface)
(1428) 20:35:26.142  m: LoginClient: Got svc reqest reply. svcid=chat, req_id=3, code=0, addr=92.242.35.3:35010@100
(1428) 20:35:26.142  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=chat, req_id=3, addr=92.242.35.3:35010@100
(1428) 20:35:26.142  m: ClientChannel: Connecting to sevice. svcid=chat, addr=92.242.35.3:35010, mux=100, req_id=3
(1428) 20:35:26.142  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35010, mux=100
(1428) 20:35:26.142  m: Sending INIT. descr=(92.242.35.3:35010 48149:100), seq=5737
(1428) 20:35:26.148  m: ACK sent. descr=(92.242.35.3:35010 48149:100), seq=5737, stage=Active_WaitingInitAck
(1428) 20:35:26.148  m: Active connection handshake completed. descr=(92.242.35.3:35010 48149:100), seq=5737
(1428) 20:35:26.148  m: ClientChannel: Connection established. svcid=chat, req_id=3
(1428) 20:35:26.148  m: RdpChannel: Channel connection established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(1428) 20:35:26.154  m: ClientChannel: Got service ack. svcid=chat, req_id=3, code=Ok(0), state=2
(1428) 20:35:26.154  m: RdpChannel: Delayed active channel established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(8020) 20:35:26.230  m: Chat client iface OPENED
(8020) 20:35:26.230  m: Iface received. svcid=chat, iface=chat.client.iface
(8020) 20:35:26.291  m: gamechat::Client::OnRegisterUser(sidL=168815 chatUserid=1524292 rc=0)
(8020) 20:35:26.291  m: gamechat::Client::OnJoinChannel(sid=168815 chnlname=Session)
(8020) 20:35:26.291  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=168815 chnlname=Session chnltype=2)
(8020) 20:35:26.291  m: gamechat::Client::OnJoinChannel(sid=168815 chnlname=Left)
(8020) 20:35:26.291  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=168815 chnlname=Left chnltype=1)
(8020) 20:35:26.291  m: gamechat::Client::OnJoinChannel(sid=168815 chnlname=Left_SmartChat)
(8020) 20:35:26.292  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=168815 chnlname=Left_SmartChat chnltype=3)
(8020) 20:35:26.292  m: gamechat::Client::OnRegisterUserReturn(rc=0 userid=5599879 rpcsts=1)
(18288) 20:35:26.392  m: Loading baked geometry from file: /Maps/Multiplayer/MOBA/_.baked_terrain
(1428) 20:35:26.452  m: RDP perfomance debug. dg_sent=64, dg_recv=60, warn=0, err=0, retr=0, loss=0.0
(1428) 20:35:26.452  m: RDP perfomance debug. polls={0; [0, 1]: 13413; [1, 2]: 0; [2, 5]: 0; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(1428) 20:35:26.452  m: RDP perfomance debug. sleep={0; [0, 1]: 0; [1, 2]: 8936; [2, 5]: 4477; [5, 10]: 1; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(18288) 20:35:27.481  d: WarFogUnblock: 0.000
(18288) 20:35:29.111  d: MemoryPool: megapool; allocated size: 83886080; payload: 83831808
(18288) 20:35:29.111  d: MemoryPool: megapool; new allocated size: 94371840
(18288) 20:35:29.355  d: SimpleObject: 1.874
(18288) 20:35:29.356  d: GameObject: 0.000
(20976) 20:35:29.658  m: UDP socket perfomance debug. addr=34990, recv=168, recv_tm=100.00, deliver_tm=0.00, send=82, send_tm=0.01
(18288) 20:35:29.888  d: Road: 0.533
(18288) 20:35:30.002  d: Flagpole: 0.113
(18288) 20:35:30.002  d: Flagpole: 0.000
(18288) 20:35:30.491  d: AdvMapCreepSpawner: 0.489
(18288) 20:35:31.010  d: MemoryPool: megapool; allocated size: 94371840; payload: 93716992
(18288) 20:35:31.010  d: MemoryPool: megapool; new allocated size: 104857600
(18288) 20:35:31.339  d: AdvMapNeutralCreepSpawner: 0.848
(18288) 20:35:31.977  d: TreeObject: 0.638
(8020) 20:35:32.729  m: Virtual Memory Usage: 1241 mb
(18288) 20:35:33.383  d: MultiStateObject: 1.407
(18288) 20:35:33.384  d: UsableBuilding: 0.000
(18288) 20:35:33.876  d: Building: 0.492
(18288) 20:35:33.876  d: GlyphSpawner: 0.000
(18288) 20:35:34.171  d: MemoryPool: megapool; allocated size: 104857600; payload: 104833024
(18288) 20:35:34.171  d: MemoryPool: megapool; new allocated size: 115343360
(18288) 20:35:34.204  d: Shop: 0.328
(18288) 20:35:34.356  d: MinigamePlace: 0.152
(18288) 20:35:34.386  d: Critter: 0.029
(8020) 20:35:34.482  m: Frame time histo: {0; [0.0, 2.0]: 1; [2.0, 10.0]: 0; [10.0, 20.0]: 143; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(18288) 20:35:34.573  d: Tower: 0.188
(18288) 20:35:34.578  d: AdvMapObstacle: 0.004
(18288) 20:35:35.267  d: SpawnHeroes:FindPlayers: 0.000
(18288) 20:35:35.267  d: SpawnHeroes:FindPlace: 0.000
(18288) 20:35:35.537  d: Start preloading hero's (Dummy name) resources
(18288) 20:35:35.615  d: SpawnHeroes:CreateHero:0: 0.348
(18288) 20:35:35.687  d: Start preloading hero's (Dummy name) resources
(18288) 20:35:35.767  d: SpawnHeroes:CreateHero:1: 0.152
(18288) 20:35:35.806  d: MemoryPool: megapool; allocated size: 115343360; payload: 115335680
(18288) 20:35:35.806  d: MemoryPool: megapool; new allocated size: 125829120
(18288) 20:35:35.892  d: Start preloading hero's (Dummy name) resources
(18288) 20:35:35.924  d: SpawnHeroes:CreateHero:3: 0.157
(18288) 20:35:36.009  d: Start preloading hero's (Dummy name) resources
(18288) 20:35:36.030  d: SpawnHeroes:CreateHero:4: 0.105
(18288) 20:35:36.131  d: Start preloading hero's (Dummy name) resources
(18288) 20:35:36.203  d: SpawnHeroes:CreateHero:5: 0.174
(18288) 20:35:36.298  d: Start preloading hero's (Dummy name) resources
(18288) 20:35:36.362  d: SpawnHeroes:CreateHero:2: 0.159
(18288) 20:35:36.485  d: Start preloading hero's (Dummy name) resources
(18288) 20:35:36.527  d: SpawnHeroes:CreateHero:6: 0.165
(18288) 20:35:36.665  d: Start preloading hero's (Dummy name) resources
(18288) 20:35:36.715  d: SpawnHeroes:CreateHero:7: 0.188
(18288) 20:35:36.716  d: Start preloading hero's (Dummy name) resources
(18288) 20:35:36.724  d: SpawnHeroes:CreateHero:8: 0.009
(18288) 20:35:36.786  d: Start preloading hero's (Dummy name) resources
(18288) 20:35:36.820  d: SpawnHeroes:CreateHero:9: 0.096
(18288) 20:35:37.024  d: resources[0]: Creeps/A/SuperHeavy/InventorSummon.CREEP.xdb
(18288) 20:35:37.827  d: Map StatsCoeff = 1.469
(18288) 20:35:37.827  d: Map Bots StatsCoeff = 1.274
(18288) 20:35:37.835  d: Map 'Maps/Multiplayer/MOBA/_.ADMP.xdb' loaded
