Local time: +3:00 UTC
ProcessId: 11736
(9460) 18:20:45.259  d: System runned under native Windows
(17792) 18:20:48.259  m: LoginClient: Got login reply. code=Success(5), uid=5599879, welcome=ru1/lobby/1
(9460) 18:20:49.037  d: OnDeviceChanged
(9460) 18:20:49.060  d: NotifyDeviceCreate
(9460) 18:20:49.114  d: DepthFormat: INTZ
(9460) 18:20:49.125  m: setvar mipmaplodbias = "0"
(9460) 18:20:49.986  d: FMOD Init OK
(12612) 18:20:49.998  m: Recieving permitted event data
(12612) 18:20:49.998  m: Initializing CURLlib...
(12612) 18:20:49.998  m: Performing HTTP GET: url_len=28, url='http://gs.playpw.com/gstat0/'
(12612) 18:20:50.160  d: HTTP GET performed
(12612) 18:20:50.160  m: Recieved permitted event data. size=52
(12612) 18:20:50.160  m: Got permitted events data. size=52
(12612) 18:20:50.160  m: Got permitted events. methods=5, sessionEvents=6
(9460) 18:20:50.297  d: Movie::SetViewport (w,h) = (1281, 1025)
(9460) 18:20:50.722  d: Failed to open file  with error 3.
(9460) 18:20:50.722  d: Cannot load ttf font: DejaVu LGC Sans
(9460) 18:20:50.796  d: Failed to open file  with error 3.
(9460) 18:20:50.796  d: Cannot load ttf font: _sans
(9460) 18:20:50.822  d: Window FlashScreen got focus
(9460) 18:20:50.823  d: Movie::SetViewport (w,h) = (1281, 1025)
(9460) 18:20:50.825  d: Movie::SetViewport (w,h) = (1821, 1025)
(9460) 18:20:50.829  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(9460) 18:20:50.829  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(9460) 18:20:51.043  d: Movie::SetViewport (w,h) = (1821, 1025)
(9460) 18:20:51.080  m: Virtual Memory Usage: 254 mb
(9460) 18:20:51.141  d: Command send: StartRender

(9460) 18:20:51.142  d: Collected 0 persistent events
(9460) 18:20:51.142  m: Connecting to lobby server...
(9460) 18:20:51.142  m: Lobby service path: 'ru1/lobby/1'
(9460) 18:20:51.142  m: Lobby service node id: 'lobby/1'
(9460) 18:20:51.176  m: LoginClient: Creating outgoing service channel. svcid=lobby/1, req_id=1
(9460) 18:20:51.177  d: GateKeeper: Generated pipeid(s= t=lobby/1 c=5599879 p=lobby/1)
(9460) 18:20:51.177  m: GateKeeper: Pipe created for service. name=lobby/1
(9460) 18:20:51.177  m: Node requested successfully(svcid=lobby/1)
(9460) 18:20:51.177  m: Query rpc interface(svcid=lobby/1 iface=lobby:entrance)
(17792) 18:20:51.201  m: LoginClient: Got svc reqest reply. svcid=lobby/1, req_id=1, code=0, addr=92.242.35.2:35010@100
(17792) 18:20:51.201  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=lobby/1, req_id=1, addr=92.242.35.2:35010@100
(17792) 18:20:51.201  m: ClientChannel: Connecting to sevice. svcid=lobby/1, addr=92.242.35.2:35010, mux=100, req_id=1
(17792) 18:20:51.201  m: Starting outgoing connection. local=34990, remote=92.242.35.2:35010, mux=100
(17792) 18:20:51.201  m: Sending INIT. descr=(92.242.35.2:35010 38705:100), seq=12829
(17792) 18:20:51.207  m: ACK sent. descr=(92.242.35.2:35010 38705:100), seq=12829, stage=Active_WaitingInitAck
(17792) 18:20:51.207  m: Active connection handshake completed. descr=(92.242.35.2:35010 38705:100), seq=12829
(17792) 18:20:51.207  m: ClientChannel: Connection established. svcid=lobby/1, req_id=1
(17792) 18:20:51.207  m: RdpChannel: Channel connection established. src=, tgt=lobby/1, uid=5599879, remote=0.0.0.0:0
(17792) 18:20:51.213  m: ClientChannel: Got service ack. svcid=lobby/1, req_id=1, code=Ok(0), state=2
(17792) 18:20:51.213  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/1, uid=5599879, remote=0.0.0.0:0
(9460) 18:20:51.238  m: Iface received. svcid=lobby/1, iface=lobby:entrance
(9460) 18:20:51.238  m: Entered lobby, requesting instance...
(9460) 18:20:51.255  m: Got lobby instance
(9460) 18:20:52.041  m: Joining social game...
(9460) 18:20:52.105  m: Starting game session. map='Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb', players=10, gameid=5b98a1440005dcb5, custom=false, gs_svcid=gamesvc/39, gs_instid=gsi0000175935faf38f
(9460) 18:20:52.105  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=0, hero=monster, bot_skin=
(9460) 18:20:52.105  m:   Player info. uid=5571120, sex=1, nick=[minus]SpiritRiders, type=1, team=0, hero=frogenglut, bot_skin=
(9460) 18:20:52.105  m:   Player info. uid=5599951, sex=1, nick=[minus]??????, type=1, team=0, hero=zealot, bot_skin=
(9460) 18:20:52.105  m:   Player info. uid=3867028, sex=1, nick=[WE_UA]Killer_cool, type=1, team=0, hero=naga, bot_skin=
(9460) 18:20:52.105  m:   Player info. uid=4742822, sex=1, nick=[WE_UA]TToyDu_SoLo, type=1, team=0, hero=hunter, bot_skin=
(9460) 18:20:52.105  m:   Player info. uid=5426037, sex=1, nick=[Lexsu]ZVER_ADA, type=1, team=1, hero=rifleman, bot_skin=
(9460) 18:20:52.106  m:   Player info. uid=5529321, sex=1, nick=[zN]???????????, type=1, team=1, hero=demonolog, bot_skin=
(9460) 18:20:52.106  m:   Player info. uid=833147, sex=1, nick=chalov3511, type=1, team=1, hero=snowqueen, bot_skin=
(9460) 18:20:52.106  m:   Player info. uid=3928673, sex=1, nick=[2014?]_1_??????_1_, type=1, team=1, hero=assassin, bot_skin=
(9460) 18:20:52.106  m:   Player info. uid=3663075, sex=1, nick=[2014?]Ra13, type=1, team=1, hero=monster, bot_skin=
(9460) 18:20:52.106  m: Connecting to game server. svcid=gamesvc/39, instid=gsi0000175935faf38f
(9460) 18:20:52.106  m: Got lobby operation result: Ok(0)
(9460) 18:20:52.106  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/39, req_id=2
(9460) 18:20:52.106  d: GateKeeper: Generated pipeid(s= t=gamesvc/39 c=5599879 p=gamesvc/39)
(9460) 18:20:52.106  m: GateKeeper: Pipe created for service. name=gamesvc/39
(9460) 18:20:52.106  m: Node requested successfully(svcid=gamesvc/39)
(9460) 18:20:52.106  m: Query rpc interface(svcid=gamesvc/39 iface=gsi0000175935faf38f)
(17792) 18:20:52.141  m: LoginClient: Got svc reqest reply. svcid=gamesvc/39, req_id=2, code=0, addr=92.242.35.6:35016@100
(17792) 18:20:52.141  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/39, req_id=2, addr=92.242.35.6:35016@100
(17792) 18:20:52.141  m: ClientChannel: Connecting to sevice. svcid=gamesvc/39, addr=92.242.35.6:35016, mux=100, req_id=2
(17792) 18:20:52.141  m: Starting outgoing connection. local=34990, remote=92.242.35.6:35016, mux=100
(17792) 18:20:52.141  m: Sending INIT. descr=(92.242.35.6:35016 37967:100), seq=8689
(17792) 18:20:52.147  m: ACK sent. descr=(92.242.35.6:35016 37967:100), seq=8689, stage=Active_WaitingInitAck
(17792) 18:20:52.147  m: Active connection handshake completed. descr=(92.242.35.6:35016 37967:100), seq=8689
(17792) 18:20:52.147  m: ClientChannel: Connection established. svcid=gamesvc/39, req_id=2
(17792) 18:20:52.147  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/39, uid=5599879, remote=0.0.0.0:0
(17792) 18:20:52.153  m: ClientChannel: Got service ack. svcid=gamesvc/39, req_id=2, code=Ok(0), state=2
(17792) 18:20:52.153  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/39, uid=5599879, remote=0.0.0.0:0
(9460) 18:20:52.173  m: Iface received. svcid=gamesvc/39, iface=gsi0000175935faf38f
(9460) 18:20:52.173  m: Connected to game service
(9460) 18:20:52.173  m: Adding client to game server...
(9460) 18:20:52.173  d: Client 5599879 : GameClient created
(9460) 18:20:52.173  d: [ResourceCollection] collect talents
(9460) 18:20:53.484  d: [ResourceCollection] collect consumables
(9460) 18:20:53.527  d: [ResourceCollection] collect marketingItems
(9460) 18:20:53.547  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(9460) 18:20:53.917  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(9460) 18:20:53.923  m: ServerNode: Starting game (sid=5b98a1440005dcb5)
(9460) 18:20:53.923  m: gameclient: Player info. uid=5599879, castle_lvl=37, hero_lvl=10, prating=1505.04, hrating=1448.72, party_id=1
(9460) 18:20:53.923  m: gameclient: Player info. uid=5571120, castle_lvl=35, hero_lvl=18, prating=1505.98, hrating=1480.10, party_id=1
(9460) 18:20:53.923  m: gameclient: Player info. uid=5599951, castle_lvl=31, hero_lvl=19, prating=1465.71, hrating=1383.71, party_id=1
(9460) 18:20:53.923  m: gameclient: Player info. uid=3867028, castle_lvl=40, hero_lvl=16, prating=1516.24, hrating=1440.58, party_id=2
(9460) 18:20:53.923  m: gameclient: Player info. uid=4742822, castle_lvl=33, hero_lvl=16, prating=1519.00, hrating=1474.00, party_id=2
(9460) 18:20:53.923  m: gameclient: Player info. uid=5426037, castle_lvl=26, hero_lvl=14, prating=1436.17, hrating=1435.17, party_id=0
(9460) 18:20:53.923  m: gameclient: Player info. uid=5529321, castle_lvl=35, hero_lvl=3, prating=1709.38, hrating=1435.16, party_id=0
(9460) 18:20:53.923  m: gameclient: Player info. uid=833147, castle_lvl=33, hero_lvl=25, prating=1498.55, hrating=1498.55, party_id=0
(9460) 18:20:53.923  m: gameclient: Player info. uid=3928673, castle_lvl=40, hero_lvl=21, prating=1506.48, hrating=1419.92, party_id=6
(9460) 18:20:53.924  m: gameclient: Player info. uid=3663075, castle_lvl=40, hero_lvl=25, prating=1630.78, hrating=1425.00, party_id=6
(9460) 18:20:53.924  d: Starting game for 10 players on map 'Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb' (client)...
(9460) 18:20:54.322  d:  AddUser: 610191092 monster
(9460) 18:20:54.353  d:  AddUser: 987473347 frogenglut
(9460) 18:20:54.387  d:  AddUser: 2366472002 rifleman
(9460) 18:20:54.396  d:  AddUser: 1039341398 zealot
(9460) 18:20:54.406  d:  AddUser: 2745258645 naga
(9460) 18:20:54.424  d:  AddUser: 1255640165 hunter
(9460) 18:20:54.451  d:  AddUser: 1500997085 demonolog
(9460) 18:20:54.473  d:  AddUser: 3847232485 snowqueen
(9460) 18:20:54.493  d:  AddUser: 3155153314 assassin
(9460) 18:20:54.514  d:  AddUser: 610191092 monster
(9460) 18:20:58.873  d: MemoryPool: megapool; allocated size: 20971520; payload: 20889600
(9460) 18:20:58.873  d: MemoryPool: megapool; new allocated size: 31457280
(9460) 18:21:01.324  d: MemoryPool: megapool; allocated size: 31457280; payload: 31252992
(9460) 18:21:01.324  d: MemoryPool: megapool; new allocated size: 41943040
(9460) 18:21:04.352  d: MemoryPool: megapool; allocated size: 41943040; payload: 41936384
(9460) 18:21:04.352  d: MemoryPool: megapool; new allocated size: 52428800
(9460) 18:21:06.900  d: MemoryPool: megapool; allocated size: 52428800; payload: 52427776
(9460) 18:21:06.901  d: MemoryPool: megapool; new allocated size: 62914560
(9460) 18:21:08.985  d: MemoryPool: megapool; allocated size: 62914560; payload: 62872064
(9460) 18:21:08.985  d: MemoryPool: megapool; new allocated size: 73400320
(9460) 18:21:10.624  d: MemoryPool: megapool; allocated size: 73400320; payload: 73397248
(9460) 18:21:10.625  d: MemoryPool: megapool; new allocated size: 83886080
(9460) 18:21:11.983  d: MemoryPool: megapool; allocated size: 83886080; payload: 83884032
(9460) 18:21:11.983  d: MemoryPool: megapool; new allocated size: 94371840
(9460) 18:21:12.168  d: Player behaviour tracking is enabled for this game
(3812) 18:21:12.170  d: P: start
(9460) 18:21:12.190  d: complaintsToday 0 complaintsMax 2 playerId 0 userID 5599879
(9460) 18:21:12.190  d: complaintsToday 0 complaintsMax 2 playerId 1 userID 5571120
(9460) 18:21:12.190  d: complaintsToday 0 complaintsMax 2 playerId 2 userID 5426037
(9460) 18:21:12.190  d: complaintsToday 0 complaintsMax 2 playerId 3 userID 5599951
(9460) 18:21:12.190  d: complaintsToday 0 complaintsMax 2 playerId 4 userID 3867028
(9460) 18:21:12.190  d: complaintsToday 0 complaintsMax 2 playerId 5 userID 4742822
(9460) 18:21:12.190  d: complaintsToday 0 complaintsMax 2 playerId 6 userID 5529321
(9460) 18:21:12.190  d: complaintsToday 0 complaintsMax 2 playerId 7 userID 833147
(9460) 18:21:12.190  d: complaintsToday 0 complaintsMax 2 playerId 8 userID 3928673
(9460) 18:21:12.190  d: complaintsToday 0 complaintsMax 2 playerId 9 userID 3663075
(9460) 18:21:12.190  d: Player [minus]Вера Заморочкина with hero Геноморф team 0 (local)
(9460) 18:21:12.190  d: Player [minus]SpiritRiders with hero Жабий наездник team 0
(9460) 18:21:12.190  d: Player [Lexsu]ZVER_ADA with hero Путник team 1
(9460) 18:21:12.190  d: Player [minus]Эксома with hero Фанатик team 0
(9460) 18:21:12.190  d: Player [WE_UA]Killer_cool with hero Мастер клинков team 0
(9460) 18:21:12.190  d: Player [WE_UA]TToyDu_SoLo with hero Стрелок team 0
(9460) 18:21:12.190  d: Player [zN]Левандовски with hero Демонолог team 1
(9460) 18:21:12.190  d: Player chalov3511 with hero Вьюга team 1
(9460) 18:21:12.190  d: Player [2014Х]_1_Леонид_1_ with hero Ассасин team 1
(9460) 18:21:12.190  d: Player [2014Х]Ra13 with hero Химера team 1
(9460) 18:21:12.190  d: GameClient.StartingGame
(9460) 18:21:12.190  m: Frame time histo: {0; [0.0, 2.0]: 1; [2.0, 10.0]: 0; [10.0, 20.0]: 0; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(9460) 18:21:12.499  d: Movie::SetViewport (w,h) = (1281, 1027)
(9460) 18:21:12.816  d: Overriding font 2314 name 'DejaVu LGC Sans' with 'DejaVu LGC Sans Bold'
(9460) 18:21:13.520  d: Failed to open file  with error 3.
(9460) 18:21:13.520  d: Cannot load ttf font: DejaVu LGC Sans Bold
(9460) 18:21:13.835  d: Window FlashScreen losing focus
(9460) 18:21:13.835  d: Window FlashScreen got focus
(9460) 18:21:13.836  d: Movie::SetViewport (w,h) = (1281, 1027)
(9460) 18:21:13.850  d: Movie::SetViewport (w,h) = (1821, 1027)
(9460) 18:21:13.872  d: SmartChat: ready
(9460) 18:21:13.945  d: GameClient.LoadingMap
(9460) 18:21:13.946  d: Window FlashScreen losing focus
(9460) 18:21:13.946  d: Window FlashScreen got focus
(9460) 18:21:13.965  m: LoginClient: Creating outgoing service channel. svcid=chat, req_id=3
(9460) 18:21:13.966  d: GateKeeper: Generated pipeid(s= t=chat c=5599879 p=chat)
(9460) 18:21:13.966  m: GateKeeper: Pipe created for service. name=chat
(9460) 18:21:13.966  m: Node requested successfully(svcid=chat)
(9460) 18:21:13.966  m: Query rpc interface(svcid=chat iface=chat.client.iface)
(17792) 18:21:13.982  m: LoginClient: Got svc reqest reply. svcid=chat, req_id=3, code=0, addr=92.242.35.3:35010@100
(17792) 18:21:13.982  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=chat, req_id=3, addr=92.242.35.3:35010@100
(17792) 18:21:13.982  m: ClientChannel: Connecting to sevice. svcid=chat, addr=92.242.35.3:35010, mux=100, req_id=3
(17792) 18:21:13.982  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35010, mux=100
(17792) 18:21:13.982  m: Sending INIT. descr=(92.242.35.3:35010 33058:100), seq=2737
(17792) 18:21:13.988  m: ACK sent. descr=(92.242.35.3:35010 33058:100), seq=2737, stage=Active_WaitingInitAck
(17792) 18:21:13.988  m: Active connection handshake completed. descr=(92.242.35.3:35010 33058:100), seq=2737
(17792) 18:21:13.988  m: ClientChannel: Connection established. svcid=chat, req_id=3
(17792) 18:21:13.988  m: RdpChannel: Channel connection established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(17792) 18:21:13.994  m: ClientChannel: Got service ack. svcid=chat, req_id=3, code=Ok(0), state=2
(17792) 18:21:13.994  m: RdpChannel: Delayed active channel established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(17792) 18:21:14.946  m: RDP perfomance debug. dg_sent=226, dg_recv=222, warn=0, err=0, retr=0, loss=0.0
(17792) 18:21:14.946  m: RDP perfomance debug. polls={0; [0, 1]: 13359; [1, 2]: 0; [2, 5]: 0; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(17792) 18:21:14.946  m: RDP perfomance debug. sleep={0; [0, 1]: 0; [1, 2]: 9047; [2, 5]: 4313; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(9460) 18:21:17.075  d: Pump messages lag
(9460) 18:21:17.075  m: Chat client iface OPENED
(9460) 18:21:17.075  m: Iface received. svcid=chat, iface=chat.client.iface
(13240) 18:21:17.095  m: Loading baked geometry from file: /Maps/Multiplayer/MOBA/_.baked_terrain
(9460) 18:21:17.127  d: Re-acquiring input device 'Мышь'...
(9460) 18:21:17.127  d: Re-acquiring input device 'Клавиатура'...
(9460) 18:21:17.215  d: NotifyDeviceLost
(9460) 18:21:17.216  d: AltTabChecker: lost focus
(9460) 18:21:17.216  m: gamechat::Client::OnRegisterUser(sidL=306020 chatUserid=2771169 rc=0)
(9460) 18:21:17.216  m: gamechat::Client::OnJoinChannel(sid=306020 chnlname=Session)
(9460) 18:21:17.216  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=306020 chnlname=Session chnltype=2)
(9460) 18:21:17.216  m: gamechat::Client::OnJoinChannel(sid=306020 chnlname=Left)
(9460) 18:21:17.216  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=306020 chnlname=Left chnltype=1)
(9460) 18:21:17.216  m: gamechat::Client::OnJoinChannel(sid=306020 chnlname=Left_SmartChat)
(9460) 18:21:17.216  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=306020 chnlname=Left_SmartChat chnltype=3)
(9460) 18:21:17.216  m: gamechat::Client::OnRegisterUserReturn(rc=0 userid=5599879 rpcsts=1)
(13240) 18:21:18.152  d: WarFogUnblock: 0.000
(5608) 18:21:18.356  m: UDP socket perfomance debug. addr=34990, recv=285, recv_tm=100.31, deliver_tm=0.00, send=266, send_tm=0.03
(13240) 18:21:20.096  d: SimpleObject: 1.944
(13240) 18:21:20.097  d: GameObject: 0.000
(13240) 18:21:20.621  d: Road: 0.524
(13240) 18:21:20.805  d: Flagpole: 0.184
(13240) 18:21:20.805  d: Flagpole: 0.000
(9460) 18:21:21.105  m: Virtual Memory Usage: 1067 mb
(13240) 18:21:21.399  d: AdvMapCreepSpawner: 0.594
(13240) 18:21:21.795  d: MemoryPool: megapool; allocated size: 94371840; payload: 94350848
(13240) 18:21:21.795  d: MemoryPool: megapool; new allocated size: 104857600
(9460) 18:21:22.202  m: Frame time histo: {0; [0.0, 2.0]: 1; [2.0, 10.0]: 1; [10.0, 20.0]: 95; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(13240) 18:21:22.248  d: AdvMapNeutralCreepSpawner: 0.849
(9460) 18:21:22.565  d: Pump messages lag
(9460) 18:21:22.687  d: Device lost!
(9460) 18:21:22.691  d: NotifyDeviceLost
(9460) 18:21:22.693  d: Try to reset
(9460) 18:21:22.693  d: Before device reset
(13240) 18:21:22.964  d: TreeObject: 0.716
(9460) 18:21:25.727  d: After device reset
(9460) 18:21:25.727  d: OnDeviceChanged
(9460) 18:21:25.727  d: NotifyDeviceReset
(9460) 18:21:25.742  d: AltTabChecker: acquire focus
(13240) 18:21:27.038  d: MultiStateObject: 4.075
(13240) 18:21:27.039  d: UsableBuilding: 0.000
(13240) 18:21:27.466  d: Building: 0.427
(13240) 18:21:27.466  d: GlyphSpawner: 0.000
(13240) 18:21:27.568  d: MemoryPool: megapool; allocated size: 104857600; payload: 104680448
(13240) 18:21:27.569  d: MemoryPool: megapool; new allocated size: 115343360
(13240) 18:21:27.795  d: Shop: 0.329
