Local time: +3:00 UTC
ProcessId: 13360
(5188) 21:59:57.787  d: System runned under native Windows
(5188) 21:59:57.795  m: setvar waterReflCoeff = "0.5"
(5188) 21:59:57.795  m: setvar waterrefl = "1"
(5188) 21:59:57.795  m: setvar window_pos_x = "963"
(5188) 21:59:57.795  m: setvar window_pos_y = "554"
(5188) 21:59:57.795  m: Executing "lang.cfg"
(5188) 21:59:57.795  m: setvar language = "ru-RU"
(5188) 21:59:57.796  m: Executing "social.cfg"
(5188) 21:59:57.796  m: setvar social_login_address = "http://ru.pwcastle.nivalnetwork.com:88/"
(5188) 21:59:57.796  d: Fullscreen: 1
(5188) 21:59:57.809  d: Connection with lobby established
(5188) 21:59:57.811  d: ComPtr: GetAddr
(5188) 21:59:57.823  d: ComPtr: GetAddr
(5188) 21:59:57.823  d: ComPtr: Assign 13ba4d4 INC
(5188) 21:59:57.826  d: ComPtr: Assign 13ba4d4 INC
(5188) 21:59:57.827  d: ComPtr: Free 13ba4d4 DEC
(5188) 21:59:57.827  d: ComPtr: Free 13ba4d4 DEC
(5188) 21:59:57.827  d: ComPtr: GetAddr
(5188) 21:59:57.830  d: ComPtr: Assign 13ba714 INC
(5188) 21:59:57.833  d: ComPtr: Assign 13ba4d4 INC
(5188) 21:59:57.833  d: ComPtr: Assign 13ba714 INC
(5188) 21:59:57.833  d: ComPtr: Free 13ba4d4 DEC
(5188) 21:59:57.833  d: ComPtr: Free 13ba714 DEC
(5188) 21:59:57.833  d: ComPtr: Free 13ba714 DEC
(5188) 21:59:57.867  d: Pile file 'D:\Games\Prime World\PvP\Packs\data06.pile' found
(5188) 21:59:57.874  d: Pile file 'D:\Games\Prime World\PvP\Packs\data05.pile' found
(5188) 21:59:57.877  d: Pile file 'D:\Games\Prime World\PvP\Packs\data04.pile' found
(5188) 21:59:57.880  d: Pile file 'D:\Games\Prime World\PvP\Packs\data03.pile' found
(5188) 21:59:57.883  d: Pile file 'D:\Games\Prime World\PvP\Packs\data02.pile' found
(5188) 21:59:57.888  d: Pile file 'D:\Games\Prime World\PvP\Packs\data01.pile' found
(5188) 21:59:57.906  d: Pile file 'D:\Games\Prime World\PvP\Packs\_data.pile' found
(5188) 21:59:57.906  d: Pile file 'D:\Games\Prime World\PvP\Data\Localization\ru-RU\localisation_files.pile' found
(5188) 21:59:58.001  m: Executing "game.cfg"
(5188) 21:59:58.001  m: setvar stat_client_url = "http://gs.playpw.com/gstat0/"
(5188) 21:59:58.001  m: Value 'use_smooth_turns' is not registered
(5188) 21:59:58.001  m: setvar use_smooth_turns = "1"
(5188) 21:59:58.001  m: setvar rdp_log_events = "3079"
(5188) 21:59:58.001  m: Executing "input.cfg"
(5188) 21:59:58.004  m: Unknown command or variable "parentWidth"
(5188) 21:59:58.004  m: Type 'help' to list available commands
(5188) 21:59:58.005  m: Executing "input.cfg"
(5188) 21:59:58.052  m: Executing "smart_chat.cfg"
(5188) 21:59:58.255  m: UDP transport login address: 92.242.35.3:35007@10
(5188) 21:59:58.255  d: Previous SO_SNDBUF=65536
(5188) 21:59:58.255  d: New SO_SNDBUF=65536
(5188) 21:59:58.255  d: Previous SO_RCVBUF=65536
(5188) 21:59:58.255  d: New SO_RCVBUF=65536
(5188) 21:59:58.255  m: Socket opened. addr=34990, sock=1660
(5188) 21:59:58.255  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35007, mux=10
(5188) 21:59:58.256  m: Cannot read configuration file "D:\Games\Prime World\PvP\Profiles\autoexec.cfg"
(16492) 21:59:58.257  m: Sending INIT. descr=(92.242.35.3:35007 35645:10), seq=17801
(13292) 21:59:58.262  m: UDP socket perfomance debug. addr=34990, recv=1, recv_tm=0.02, deliver_tm=0.00, send=1, send_tm=0.00
(16492) 21:59:58.263  m: ACK sent. descr=(92.242.35.3:35007 35645:10), seq=17801, stage=Active_WaitingInitAck
(16492) 21:59:58.263  m: Active connection handshake completed. descr=(92.242.35.3:35007 35645:10), seq=17801
(16492) 21:59:58.281  m: LoginClient: Got login reply. code=Success(5), uid=5599879, welcome=ru1/lobby/4
(5188) 21:59:58.536  d: OnDeviceChanged
(5188) 21:59:58.536  d: NotifyDeviceCreate
(5188) 21:59:58.555  d: DepthFormat: INTZ
(5188) 21:59:58.559  m: setvar mipmaplodbias = "0"
(5188) 21:59:58.982  d: FMOD Init OK
(13852) 21:59:58.989  m: Recieving permitted event data
(13852) 21:59:58.989  m: Initializing CURLlib...
(13852) 21:59:58.989  m: Performing HTTP GET: url_len=28, url='http://gs.playpw.com/gstat0/'
(5188) 21:59:59.129  d: Movie::SetViewport (w,h) = (1281, 1025)
(13852) 21:59:59.153  d: HTTP GET performed
(13852) 21:59:59.153  m: Recieved permitted event data. size=52
(13852) 21:59:59.153  m: Got permitted events data. size=52
(13852) 21:59:59.153  m: Got permitted events. methods=5, sessionEvents=6
(5188) 21:59:59.475  d: Failed to open file  with error 3.
(5188) 21:59:59.475  d: Cannot load ttf font: DejaVu LGC Sans
(5188) 21:59:59.526  d: Failed to open file  with error 3.
(5188) 21:59:59.526  d: Cannot load ttf font: _sans
(5188) 21:59:59.549  d: Window FlashScreen got focus
(5188) 21:59:59.550  d: Movie::SetViewport (w,h) = (1281, 1025)
(5188) 21:59:59.552  d: Movie::SetViewport (w,h) = (1821, 1025)
(5188) 21:59:59.555  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(5188) 21:59:59.555  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(5188) 21:59:59.689  d: Movie::SetViewport (w,h) = (1821, 1025)
(5188) 21:59:59.700  m: Virtual Memory Usage: 255 mb
(5188) 21:59:59.758  d: Command send: StartRender

(5188) 21:59:59.760  d: Collected 0 persistent events
(5188) 21:59:59.760  m: Connecting to lobby server...
(5188) 21:59:59.760  m: Lobby service path: 'ru1/lobby/4'
(5188) 21:59:59.760  m: Lobby service node id: 'lobby/4'
(5188) 21:59:59.779  m: LoginClient: Creating outgoing service channel. svcid=lobby/4, req_id=1
(5188) 21:59:59.780  d: GateKeeper: Generated pipeid(s= t=lobby/4 c=5599879 p=lobby/4)
(5188) 21:59:59.780  m: GateKeeper: Pipe created for service. name=lobby/4
(5188) 21:59:59.780  m: Node requested successfully(svcid=lobby/4)
(5188) 21:59:59.780  m: Query rpc interface(svcid=lobby/4 iface=lobby:entrance)
(16492) 21:59:59.801  m: LoginClient: Got svc reqest reply. svcid=lobby/4, req_id=1, code=0, addr=92.242.35.2:35013@100
(16492) 21:59:59.801  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=lobby/4, req_id=1, addr=92.242.35.2:35013@100
(16492) 21:59:59.801  m: ClientChannel: Connecting to sevice. svcid=lobby/4, addr=92.242.35.2:35013, mux=100, req_id=1
(16492) 21:59:59.801  m: Starting outgoing connection. local=34990, remote=92.242.35.2:35013, mux=100
(16492) 21:59:59.801  m: Sending INIT. descr=(92.242.35.2:35013 51639:100), seq=3368
(16492) 21:59:59.807  m: ACK sent. descr=(92.242.35.2:35013 51639:100), seq=3368, stage=Active_WaitingInitAck
(16492) 21:59:59.807  m: Active connection handshake completed. descr=(92.242.35.2:35013 51639:100), seq=3368
(16492) 21:59:59.807  m: ClientChannel: Connection established. svcid=lobby/4, req_id=1
(16492) 21:59:59.807  m: RdpChannel: Channel connection established. src=, tgt=lobby/4, uid=5599879, remote=0.0.0.0:0
(16492) 21:59:59.813  m: ClientChannel: Got service ack. svcid=lobby/4, req_id=1, code=Ok(0), state=2
(16492) 21:59:59.813  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/4, uid=5599879, remote=0.0.0.0:0
(5188) 21:59:59.828  m: Iface received. svcid=lobby/4, iface=lobby:entrance
(5188) 21:59:59.828  m: Entered lobby, requesting instance...
(5188) 21:59:59.846  m: Got lobby instance
(5188) 22:00:00.413  m: Joining social game...
(5188) 22:00:00.432  m: Starting game session. map='Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb', players=10, gameid=5bbd92db0002e7d9, custom=false, gs_svcid=gamesvc/20, gs_instid=gsi00000d38117ec2b7
(5188) 22:00:00.432  m:   Player info. uid=3920585, sex=1, nick=[?????]_???????_?????_, type=1, team=0, hero=werewolf, bot_skin=
(5188) 22:00:00.432  m:   Player info. uid=4933146, sex=1, nick=[R52]den4ik1989, type=1, team=0, hero=invisible, bot_skin=
(5188) 22:00:00.432  m:   Player info. uid=902899, sex=1, nick=[AN-BU]Vovanikum, type=1, team=0, hero=mage, bot_skin=
(5188) 22:00:00.432  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=0, hero=witcher, bot_skin=
(5188) 22:00:00.432  m:   Player info. uid=1847288, sex=1, nick=[????]YuraSlavik, type=1, team=0, hero=faceless, bot_skin=
(5188) 22:00:00.432  m:   Player info. uid=5587483, sex=1, nick=[AKUMA]6venus9, type=1, team=1, hero=faceless, bot_skin=
(5188) 22:00:00.432  m:   Player info. uid=1995362, sex=1, nick=[AKUMA]GeleznyiLord, type=1, team=1, hero=monster, bot_skin=
(5188) 22:00:00.432  m:   Player info. uid=5593067, sex=2, nick=[Farsh]Venom113, type=1, team=1, hero=marine, bot_skin=
(5188) 22:00:00.432  m:   Player info. uid=5544526, sex=1, nick=[-?-?-]dener2018, type=1, team=1, hero=invisible, bot_skin=
(5188) 22:00:00.432  m:   Player info. uid=5524833, sex=1, nick=[NELO]_XiMiK, type=1, team=1, hero=werewolf, bot_skin=
(5188) 22:00:00.432  m: Connecting to game server. svcid=gamesvc/20, instid=gsi00000d38117ec2b7
(5188) 22:00:00.432  m: Got lobby operation result: Ok(0)
(5188) 22:00:00.432  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/20, req_id=2
(5188) 22:00:00.433  d: GateKeeper: Generated pipeid(s= t=gamesvc/20 c=5599879 p=gamesvc/20)
(5188) 22:00:00.433  m: GateKeeper: Pipe created for service. name=gamesvc/20
(5188) 22:00:00.433  m: Node requested successfully(svcid=gamesvc/20)
(5188) 22:00:00.433  m: Query rpc interface(svcid=gamesvc/20 iface=gsi00000d38117ec2b7)
(16492) 22:00:00.451  m: LoginClient: Got svc reqest reply. svcid=gamesvc/20, req_id=2, code=0, addr=92.242.35.5:35013@100
(16492) 22:00:00.451  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/20, req_id=2, addr=92.242.35.5:35013@100
(16492) 22:00:00.451  m: ClientChannel: Connecting to sevice. svcid=gamesvc/20, addr=92.242.35.5:35013, mux=100, req_id=2
(16492) 22:00:00.451  m: Starting outgoing connection. local=34990, remote=92.242.35.5:35013, mux=100
(16492) 22:00:00.451  m: Sending INIT. descr=(92.242.35.5:35013 44815:100), seq=23619
(16492) 22:00:00.457  m: ACK sent. descr=(92.242.35.5:35013 44815:100), seq=23619, stage=Active_WaitingInitAck
(16492) 22:00:00.457  m: Active connection handshake completed. descr=(92.242.35.5:35013 44815:100), seq=23619
(16492) 22:00:00.457  m: ClientChannel: Connection established. svcid=gamesvc/20, req_id=2
(16492) 22:00:00.457  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/20, uid=5599879, remote=0.0.0.0:0
(16492) 22:00:00.463  m: ClientChannel: Got service ack. svcid=gamesvc/20, req_id=2, code=Ok(0), state=2
(16492) 22:00:00.463  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/20, uid=5599879, remote=0.0.0.0:0
(5188) 22:00:00.479  m: Iface received. svcid=gamesvc/20, iface=gsi00000d38117ec2b7
(5188) 22:00:00.479  m: Connected to game service
(5188) 22:00:00.479  m: Adding client to game server...
(5188) 22:00:00.479  d: Client 5599879 : GameClient created
(5188) 22:00:00.479  d: [ResourceCollection] collect talents
(5188) 22:00:01.323  d: [ResourceCollection] collect consumables
(5188) 22:00:01.358  d: [ResourceCollection] collect marketingItems
(5188) 22:00:01.378  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(5188) 22:00:01.622  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(5188) 22:00:01.627  m: ServerNode: Starting game (sid=5bbd92db0002e7d9)
(5188) 22:00:01.627  m: gameclient: Player info. uid=3920585, castle_lvl=30, hero_lvl=10, prating=1495.00, hrating=1321.57, party_id=0
(5188) 22:00:01.627  m: gameclient: Player info. uid=4933146, castle_lvl=38, hero_lvl=1, prating=1507.73, hrating=1325.39, party_id=0
(5188) 22:00:01.627  m: gameclient: Player info. uid=902899, castle_lvl=40, hero_lvl=15, prating=1782.52, hrating=1396.01, party_id=0
(5188) 22:00:01.627  m: gameclient: Player info. uid=5599879, castle_lvl=38, hero_lvl=7, prating=1511.72, hrating=1387.94, party_id=0
(5188) 22:00:01.627  m: gameclient: Player info. uid=1847288, castle_lvl=39, hero_lvl=25, prating=1603.87, hrating=1380.00, party_id=0
(5188) 22:00:01.627  m: gameclient: Player info. uid=5587483, castle_lvl=36, hero_lvl=6, prating=1607.40, hrating=1353.07, party_id=6
(5188) 22:00:01.627  m: gameclient: Player info. uid=1995362, castle_lvl=40, hero_lvl=2, prating=1609.94, hrating=1371.00, party_id=6
(5188) 22:00:01.627  m: gameclient: Player info. uid=5593067, castle_lvl=20, hero_lvl=16, prating=1399.00, hrating=1399.00, party_id=0
(5188) 22:00:01.627  m: gameclient: Player info. uid=5544526, castle_lvl=40, hero_lvl=12, prating=1605.52, hrating=1387.52, party_id=0
(5188) 22:00:01.627  m: gameclient: Player info. uid=5524833, castle_lvl=33, hero_lvl=25, prating=1386.76, hrating=1348.93, party_id=0
(5188) 22:00:01.627  d: Starting game for 10 players on map 'Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb' (client)...
(5188) 22:00:01.762  d:  AddUser: 3590030507 werewolf
(5188) 22:00:01.794  d:  AddUser: 880060159 invisible
(5188) 22:00:01.809  d:  AddUser: 1932001038 faceless
(5188) 22:00:01.822  d:  AddUser: 3061397858 mage
(5188) 22:00:01.825  d:  AddUser: 1591502017 witcher
(5188) 22:00:01.852  d:  AddUser: 1932001038 faceless
(5188) 22:00:01.868  d:  AddUser: 610191092 monster
(5188) 22:00:01.871  d:  AddUser: 3781994652 marine
(5188) 22:00:01.887  d:  AddUser: 880060159 invisible
(5188) 22:00:01.888  d:  AddUser: 3590030507 werewolf
(5188) 22:00:02.919  d: MemoryPool: megapool; allocated size: 20971520; payload: 20889600
(5188) 22:00:02.919  d: MemoryPool: megapool; new allocated size: 31457280
(5188) 22:00:03.609  d: MemoryPool: megapool; allocated size: 31457280; payload: 31252992
(5188) 22:00:03.609  d: MemoryPool: megapool; new allocated size: 41943040
(5188) 22:00:04.540  d: MemoryPool: megapool; allocated size: 41943040; payload: 41936384
(5188) 22:00:04.540  d: MemoryPool: megapool; new allocated size: 52428800
(5188) 22:00:05.270  d: MemoryPool: megapool; allocated size: 52428800; payload: 52427776
(5188) 22:00:05.270  d: MemoryPool: megapool; new allocated size: 62914560
(5188) 22:00:05.905  d: MemoryPool: megapool; allocated size: 62914560; payload: 62872064
(5188) 22:00:05.905  d: MemoryPool: megapool; new allocated size: 73400320
(5188) 22:00:06.530  d: MemoryPool: megapool; allocated size: 73400320; payload: 73320448
(5188) 22:00:06.530  d: MemoryPool: megapool; new allocated size: 83886080
(5188) 22:00:07.104  d: Player behaviour tracking is enabled for this game
(5552) 22:00:07.107  d: P: start
(5188) 22:00:07.111  d: complaintsToday 0 complaintsMax 2 playerId 0 userID 3920585
(5188) 22:00:07.111  d: complaintsToday 0 complaintsMax 2 playerId 1 userID 4933146
(5188) 22:00:07.111  d: complaintsToday 0 complaintsMax 2 playerId 2 userID 5587483
(5188) 22:00:07.111  d: complaintsToday 0 complaintsMax 2 playerId 3 userID 902899
(5188) 22:00:07.111  d: complaintsToday 0 complaintsMax 2 playerId 4 userID 5599879
(5188) 22:00:07.111  d: complaintsToday 0 complaintsMax 2 playerId 5 userID 1847288
(5188) 22:00:07.111  d: complaintsToday 0 complaintsMax 2 playerId 6 userID 1995362
(5188) 22:00:07.111  d: complaintsToday 0 complaintsMax 2 playerId 7 userID 5593067
(5188) 22:00:07.111  d: complaintsToday 0 complaintsMax 2 playerId 8 userID 5544526
(5188) 22:00:07.111  d: complaintsToday 0 complaintsMax 2 playerId 9 userID 5524833
(5188) 22:00:07.111  d: Player [ПОСПИ]_Призрак_Оперы_ with hero Медведище team 0
(5188) 22:00:07.111  d: Player [R52]den4ik1989 with hero Тень team 0
(5188) 22:00:07.111  d: Player [AKUMA]6venus9 with hero Белая маска team 1
(5188) 22:00:07.111  d: Player [AN-BU]Vovanikum with hero Заклинатель team 0
(5188) 22:00:07.111  d: Player [minus]Вера Заморочкина with hero Ведьмак team 0 (local)
(5188) 22:00:07.111  d: Player [СКВО]YuraSlavik with hero Безликий team 0
(5188) 22:00:07.111  d: Player [AKUMA]GeleznyiLord with hero Химера team 1
(5188) 22:00:07.111  d: Player [Farsh]Venom113 with hero Мейдзин team 1
(5188) 22:00:07.111  d: Player [-А-Д-]dener2018 with hero Невидимка team 1
(5188) 22:00:07.111  d: Player [NELO]_XiMiK with hero Коготь team 1
(5188) 22:00:07.111  d: GameClient.StartingGame
(5188) 22:00:07.231  d: Movie::SetViewport (w,h) = (1281, 1027)
(5188) 22:00:07.363  d: Overriding font 2314 name 'DejaVu LGC Sans' with 'DejaVu LGC Sans Bold'
(5188) 22:00:08.064  d: Failed to open file  with error 3.
(5188) 22:00:08.064  d: Cannot load ttf font: DejaVu LGC Sans Bold
(5188) 22:00:08.377  d: Window FlashScreen losing focus
(5188) 22:00:08.377  d: Window FlashScreen got focus
(5188) 22:00:08.377  d: Movie::SetViewport (w,h) = (1281, 1027)
(5188) 22:00:08.388  d: Movie::SetViewport (w,h) = (1821, 1027)
(5188) 22:00:08.410  d: SmartChat: ready
(5188) 22:00:08.424  d: GameClient.LoadingMap
(5188) 22:00:08.440  m: LoginClient: Creating outgoing service channel. svcid=chat, req_id=3
(5188) 22:00:08.440  d: GateKeeper: Generated pipeid(s= t=chat c=5599879 p=chat)
(5188) 22:00:08.440  m: GateKeeper: Pipe created for service. name=chat
(5188) 22:00:08.440  m: Node requested successfully(svcid=chat)
(5188) 22:00:08.440  m: Query rpc interface(svcid=chat iface=chat.client.iface)
(16492) 22:00:08.472  m: LoginClient: Got svc reqest reply. svcid=chat, req_id=3, code=0, addr=92.242.35.3:35010@100
(16492) 22:00:08.472  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=chat, req_id=3, addr=92.242.35.3:35010@100
(16492) 22:00:08.472  m: ClientChannel: Connecting to sevice. svcid=chat, addr=92.242.35.3:35010, mux=100, req_id=3
(16492) 22:00:08.472  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35010, mux=100
(16492) 22:00:08.472  m: Sending INIT. descr=(92.242.35.3:35010 32855:100), seq=30585
(16492) 22:00:08.478  m: ACK sent. descr=(92.242.35.3:35010 32855:100), seq=30585, stage=Active_WaitingInitAck
(16492) 22:00:08.478  m: Active connection handshake completed. descr=(92.242.35.3:35010 32855:100), seq=30585
(16492) 22:00:08.478  m: ClientChannel: Connection established. svcid=chat, req_id=3
(16492) 22:00:08.478  m: RdpChannel: Channel connection established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(16492) 22:00:08.484  m: ClientChannel: Got service ack. svcid=chat, req_id=3, code=Ok(0), state=2
(16492) 22:00:08.484  m: RdpChannel: Delayed active channel established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(5188) 22:00:08.540  m: Chat client iface OPENED
(5188) 22:00:08.540  m: Iface received. svcid=chat, iface=chat.client.iface
(5188) 22:00:08.602  m: gamechat::Client::OnRegisterUser(sidL=150168 chatUserid=1357716 rc=0)
(5188) 22:00:08.602  m: gamechat::Client::OnJoinChannel(sid=150168 chnlname=Session)
(5188) 22:00:08.602  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=150168 chnlname=Session chnltype=2)
(5188) 22:00:08.602  m: gamechat::Client::OnJoinChannel(sid=150168 chnlname=Left)
(5188) 22:00:08.602  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=150168 chnlname=Left chnltype=1)
(5188) 22:00:08.602  m: gamechat::Client::OnJoinChannel(sid=150168 chnlname=Left_SmartChat)
(5188) 22:00:08.602  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=150168 chnlname=Left_SmartChat chnltype=3)
(5188) 22:00:08.602  m: gamechat::Client::OnRegisterUserReturn(rc=0 userid=5599879 rpcsts=1)
(2816) 22:00:08.675  m: Loading baked geometry from file: /Maps/Multiplayer/MOBA/_.baked_terrain
(2816) 22:00:09.400  d: WarFogUnblock: 0.000
(2816) 22:00:10.517  d: MemoryPool: megapool; allocated size: 83886080; payload: 83831808
(2816) 22:00:10.517  d: MemoryPool: megapool; new allocated size: 94371840
(5188) 22:00:10.538  m: Frame time histo: {0; [0.0, 2.0]: 2; [2.0, 10.0]: 0; [10.0, 20.0]: 35; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(2816) 22:00:10.646  d: SimpleObject: 1.246
(2816) 22:00:10.647  d: GameObject: 0.000
(2816) 22:00:10.795  d: Road: 0.149
(2816) 22:00:10.831  d: Flagpole: 0.035
(2816) 22:00:10.831  d: Flagpole: 0.000
(2816) 22:00:11.094  d: AdvMapCreepSpawner: 0.263
(2816) 22:00:11.307  d: MemoryPool: megapool; allocated size: 94371840; payload: 93716992
(2816) 22:00:11.307  d: MemoryPool: megapool; new allocated size: 104857600
(2816) 22:00:11.459  d: AdvMapNeutralCreepSpawner: 0.365
(2816) 22:00:12.017  d: TreeObject: 0.558
(2816) 22:00:12.790  d: MultiStateObject: 0.773
(2816) 22:00:12.790  d: UsableBuilding: 0.000
(2816) 22:00:12.960  d: Building: 0.170
(2816) 22:00:12.960  d: GlyphSpawner: 0.000
(2816) 22:00:13.088  d: MemoryPool: megapool; allocated size: 104857600; payload: 104833024
(2816) 22:00:13.088  d: MemoryPool: megapool; new allocated size: 115343360
(2816) 22:00:13.114  d: Shop: 0.154
(2816) 22:00:13.174  d: MinigamePlace: 0.060
(2816) 22:00:13.180  d: Critter: 0.006
(2816) 22:00:13.290  d: Tower: 0.110
(2816) 22:00:13.295  d: AdvMapObstacle: 0.004
(2816) 22:00:13.663  d: SpawnHeroes:FindPlayers: 0.000
(2816) 22:00:13.663  d: SpawnHeroes:FindPlace: 0.000
(2816) 22:00:13.873  d: Start preloading hero's (Dummy name) resources
(2816) 22:00:13.926  d: SpawnHeroes:CreateHero:0: 0.263
(2816) 22:00:14.012  d: Start preloading hero's (Dummy name) resources
(2816) 22:00:14.115  d: SpawnHeroes:CreateHero:1: 0.189
(2816) 22:00:14.143  d: MemoryPool: megapool; allocated size: 115343360; payload: 115336704
(2816) 22:00:14.143  d: MemoryPool: megapool; new allocated size: 125829120
(2816) 22:00:14.148  d: Start preloading hero's (Dummy name) resources
(2816) 22:00:14.203  d: SpawnHeroes:CreateHero:3: 0.088
(2816) 22:00:14.329  d: Start preloading hero's (Dummy name) resources
(2816) 22:00:14.375  d: SpawnHeroes:CreateHero:4: 0.172
(2816) 22:00:14.410  d: Start preloading hero's (Dummy name) resources
(2816) 22:00:14.452  d: SpawnHeroes:CreateHero:5: 0.077
(2816) 22:00:14.506  d: Start preloading hero's (Dummy name) resources
(2816) 22:00:14.518  d: SpawnHeroes:CreateHero:2: 0.065
(2816) 22:00:14.560  d: Start preloading hero's (Dummy name) resources
(2816) 22:00:14.608  d: SpawnHeroes:CreateHero:6: 0.091
(2816) 22:00:14.716  d: Start preloading hero's (Dummy name) resources
(2816) 22:00:14.745  d: SpawnHeroes:CreateHero:7: 0.136
(2816) 22:00:14.746  d: Start preloading hero's (Dummy name) resources
(2816) 22:00:14.805  d: SpawnHeroes:CreateHero:8: 0.060
