Local time: +3:00 UTC
ProcessId: 19404
(11860) 11:57:31.745  d: System runned under native Windows
(11860) 11:57:32.213  d: New SO_SNDBUF=65536
(11860) 11:57:32.213  d: Previous SO_RCVBUF=65536
(11860) 11:57:32.213  d: New SO_RCVBUF=65536
(11860) 11:57:32.213  m: Socket opened. addr=34990, sock=1432
(11860) 11:57:32.213  m: Starting outgoing connection. local=34990, remote=213.196.39.251:35001, mux=10
(11860) 11:57:32.213  m: Cannot read configuration file "D:\Games\Prime World\PvP\Profiles\autoexec.cfg"
(8472) 11:57:32.215  m: Sending INIT. descr=(213.196.39.251:35001 58109:10), seq=11494
(2196) 11:57:32.270  m: UDP socket perfomance debug. addr=34990, recv=1, recv_tm=0.18, deliver_tm=0.00, send=1, send_tm=0.00
(8472) 11:57:32.271  m: ACK sent. descr=(213.196.39.251:35001 58109:10), seq=11494, stage=Active_WaitingInitAck
(8472) 11:57:32.271  m: Active connection handshake completed. descr=(213.196.39.251:35001 58109:10), seq=11494
(8472) 11:57:32.339  m: LoginClient: Got login reply. code=Success(5), uid=5599879, welcome=eu0/lobby/1
(11860) 11:57:32.464  d: OnDeviceChanged
(11860) 11:57:32.464  d: NotifyDeviceCreate
(11860) 11:57:32.482  d: DepthFormat: INTZ
(11860) 11:57:32.486  m: setvar mipmaplodbias = "0"
(11860) 11:57:32.896  d: FMOD Init OK
(17268) 11:57:32.902  m: Recieving permitted event data
(17268) 11:57:32.902  m: Initializing CURLlib...
(17268) 11:57:32.902  m: Performing HTTP GET: url_len=28, url='http://gs.playpw.com/gstat0/'
(11860) 11:57:33.043  d: Movie::SetViewport (w,h) = (1281, 1025)
(17268) 11:57:33.076  d: HTTP GET performed
(17268) 11:57:33.076  m: Recieved permitted event data. size=52
(17268) 11:57:33.076  m: Got permitted events data. size=52
(17268) 11:57:33.076  m: Got permitted events. methods=5, sessionEvents=6
(11860) 11:57:33.384  d: Failed to open file  with error 3.
(11860) 11:57:33.384  d: Cannot load ttf font: DejaVu LGC Sans
(11860) 11:57:33.433  d: Failed to open file  with error 3.
(11860) 11:57:33.433  d: Cannot load ttf font: _sans
(11860) 11:57:33.457  d: Window FlashScreen got focus
(11860) 11:57:33.458  d: Movie::SetViewport (w,h) = (1281, 1025)
(11860) 11:57:33.460  d: Movie::SetViewport (w,h) = (1821, 1025)
(11860) 11:57:33.463  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(11860) 11:57:33.463  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(11860) 11:57:33.595  d: Movie::SetViewport (w,h) = (1821, 1025)
(11860) 11:57:33.604  m: Virtual Memory Usage: 255 mb
(11860) 11:57:33.662  d: Command send: StartRender

(11860) 11:57:33.663  d: Collected 0 persistent events
(11860) 11:57:33.663  m: Connecting to lobby server...
(11860) 11:57:33.663  m: Lobby service path: 'eu0/lobby/1'
(11860) 11:57:33.663  m: Lobby service node id: 'lobby/1'
(11860) 11:57:33.683  m: LoginClient: Creating outgoing service channel. svcid=lobby/1, req_id=1
(11860) 11:57:33.684  d: GateKeeper: Generated pipeid(s= t=lobby/1 c=5599879 p=lobby/1)
(11860) 11:57:33.684  m: GateKeeper: Pipe created for service. name=lobby/1
(11860) 11:57:33.684  m: Node requested successfully(svcid=lobby/1)
(11860) 11:57:33.684  m: Query rpc interface(svcid=lobby/1 iface=lobby:entrance)
(8472) 11:57:33.757  m: LoginClient: Got svc reqest reply. svcid=lobby/1, req_id=1, code=0, addr=213.196.39.251:35011@100
(8472) 11:57:33.757  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=lobby/1, req_id=1, addr=213.196.39.251:35011@100
(8472) 11:57:33.757  m: ClientChannel: Connecting to sevice. svcid=lobby/1, addr=213.196.39.251:35011, mux=100, req_id=1
(8472) 11:57:33.757  m: Starting outgoing connection. local=34990, remote=213.196.39.251:35011, mux=100
(8472) 11:57:33.757  m: Sending INIT. descr=(213.196.39.251:35011 65054:100), seq=14401
(8472) 11:57:33.813  m: ACK sent. descr=(213.196.39.251:35011 65054:100), seq=14401, stage=Active_WaitingInitAck
(8472) 11:57:33.813  m: Active connection handshake completed. descr=(213.196.39.251:35011 65054:100), seq=14401
(8472) 11:57:33.813  m: ClientChannel: Connection established. svcid=lobby/1, req_id=1
(8472) 11:57:33.813  m: RdpChannel: Channel connection established. src=, tgt=lobby/1, uid=5599879, remote=0.0.0.0:0
(8472) 11:57:33.871  m: ClientChannel: Got service ack. svcid=lobby/1, req_id=1, code=Ok(0), state=2
(8472) 11:57:33.871  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/1, uid=5599879, remote=0.0.0.0:0
(11860) 11:57:33.929  m: Iface received. svcid=lobby/1, iface=lobby:entrance
(11860) 11:57:33.929  m: Entered lobby, requesting instance...
(11860) 11:57:33.996  m: Got lobby instance
(11860) 11:57:34.558  m: Joining social game...
(11860) 11:57:34.629  m: Starting game session. map='Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb', players=2, gameid=5bbd92db00003932, custom=true, gs_svcid=gamesvc/3, gs_instid=gsi000000a0522b1135
(11860) 11:57:34.629  m:   Player info. uid=3267004, sex=1, nick=[K_m_L]okaluznyij, type=1, team=1, hero=mage, bot_skin=
(11860) 11:57:34.629  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=0, hero=mage, bot_skin=
(11860) 11:57:34.629  m: Connecting to game server. svcid=gamesvc/3, instid=gsi000000a0522b1135
(11860) 11:57:34.629  m: Got lobby operation result: Ok(0)
(11860) 11:57:34.629  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/3, req_id=2
(11860) 11:57:34.629  d: GateKeeper: Generated pipeid(s= t=gamesvc/3 c=5599879 p=gamesvc/3)
(11860) 11:57:34.629  m: GateKeeper: Pipe created for service. name=gamesvc/3
(11860) 11:57:34.629  m: Node requested successfully(svcid=gamesvc/3)
(11860) 11:57:34.629  m: Query rpc interface(svcid=gamesvc/3 iface=gsi000000a0522b1135)
(8472) 11:57:34.703  m: LoginClient: Got svc reqest reply. svcid=gamesvc/3, req_id=2, code=0, addr=213.196.39.251:35015@100
(8472) 11:57:34.703  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/3, req_id=2, addr=213.196.39.251:35015@100
(8472) 11:57:34.703  m: ClientChannel: Connecting to sevice. svcid=gamesvc/3, addr=213.196.39.251:35015, mux=100, req_id=2
(8472) 11:57:34.703  m: Starting outgoing connection. local=34990, remote=213.196.39.251:35015, mux=100
(8472) 11:57:34.703  m: Sending INIT. descr=(213.196.39.251:35015 48271:100), seq=13612
(8472) 11:57:34.755  m: ACK sent. descr=(213.196.39.251:35015 48271:100), seq=13612, stage=Active_WaitingInitAck
(8472) 11:57:34.755  m: Active connection handshake completed. descr=(213.196.39.251:35015 48271:100), seq=13612
(8472) 11:57:34.755  m: ClientChannel: Connection established. svcid=gamesvc/3, req_id=2
(8472) 11:57:34.755  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/3, uid=5599879, remote=0.0.0.0:0
(8472) 11:57:34.807  m: ClientChannel: Got service ack. svcid=gamesvc/3, req_id=2, code=Ok(0), state=2
(8472) 11:57:34.807  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/3, uid=5599879, remote=0.0.0.0:0
(11860) 11:57:34.879  m: Iface received. svcid=gamesvc/3, iface=gsi000000a0522b1135
(11860) 11:57:34.879  m: Connected to game service
(11860) 11:57:34.879  m: Adding client to game server...
(11860) 11:57:34.879  d: Client 5599879 : GameClient created
(11860) 11:57:34.879  d: [ResourceCollection] collect talents
(11860) 11:57:35.717  d: [ResourceCollection] collect consumables
(11860) 11:57:35.751  d: [ResourceCollection] collect marketingItems
(11860) 11:57:35.771  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(11860) 11:57:36.008  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(11860) 11:57:36.011  m: ServerNode: Starting game (sid=5bbd92db00003932)
(11860) 11:57:36.011  m: gameclient: Player info. uid=3267004, castle_lvl=40, hero_lvl=15, prating=1829.48, hrating=1537.02, party_id=1
(11860) 11:57:36.011  m: gameclient: Player info. uid=5599879, castle_lvl=37, hero_lvl=16, prating=1511.72, hrating=1415.20, party_id=1
(11860) 11:57:36.011  d: Starting game for 2 players on map 'Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb' (client)...
(11860) 11:57:36.090  d:  AddUser: 3061397858 mage
(11860) 11:57:36.103  d:  AddUser: 3061397858 mage
(11860) 11:57:37.229  d: MemoryPool: megapool; allocated size: 20971520; payload: 20889600
(11860) 11:57:37.229  d: MemoryPool: megapool; new allocated size: 31457280
(11860) 11:57:37.915  d: MemoryPool: megapool; allocated size: 31457280; payload: 31252992
(11860) 11:57:37.915  d: MemoryPool: megapool; new allocated size: 41943040
(11860) 11:57:38.835  d: MemoryPool: megapool; allocated size: 41943040; payload: 41936384
(11860) 11:57:38.835  d: MemoryPool: megapool; new allocated size: 52428800
(11860) 11:57:39.573  d: MemoryPool: megapool; allocated size: 52428800; payload: 52427776
(11860) 11:57:39.573  d: MemoryPool: megapool; new allocated size: 62914560
(11860) 11:57:40.202  d: MemoryPool: megapool; allocated size: 62914560; payload: 62872064
(11860) 11:57:40.202  d: MemoryPool: megapool; new allocated size: 73400320
(11860) 11:57:40.814  d: MemoryPool: megapool; allocated size: 73400320; payload: 73320448
(11860) 11:57:40.814  d: MemoryPool: megapool; new allocated size: 83886080
(11860) 11:57:41.380  d: Player behaviour tracking is disabled for this game
(19328) 11:57:41.382  d: P: start
(11860) 11:57:41.386  d: complaintsToday 0 complaintsMax 2 playerId 0 userID 5599879
(11860) 11:57:41.386  d: complaintsToday 0 complaintsMax 0 playerId 1 userID -1
(11860) 11:57:41.386  d: complaintsToday 0 complaintsMax 2 playerId 2 userID 3267004
(11860) 11:57:41.386  d: complaintsToday 0 complaintsMax 0 playerId 3 userID -1
(11860) 11:57:41.386  d: complaintsToday 0 complaintsMax 0 playerId 4 userID -1
(11860) 11:57:41.386  d: complaintsToday 0 complaintsMax 0 playerId 5 userID -1
(11860) 11:57:41.386  d: complaintsToday 0 complaintsMax 0 playerId 6 userID -1
(11860) 11:57:41.386  d: complaintsToday 0 complaintsMax 0 playerId 7 userID -1
(11860) 11:57:41.386  d: complaintsToday 0 complaintsMax 0 playerId 8 userID -1
(11860) 11:57:41.386  d: complaintsToday 0 complaintsMax 0 playerId 9 userID -1
(11860) 11:57:41.386  d: Player [minus]Вера Заморочкина with hero Заклинатель team 0 (local)
(11860) 11:57:41.386  d: Player  with hero  team -1
(11860) 11:57:41.386  d: Player [K_m_L]okaluznyij with hero Чародей team 1
(11860) 11:57:41.386  d: Player  with hero  team -1
(11860) 11:57:41.386  d: Player  with hero  team -1
(11860) 11:57:41.386  d: Player  with hero  team -1
(11860) 11:57:41.386  d: Player  with hero  team -1
(11860) 11:57:41.386  d: Player  with hero  team -1
(11860) 11:57:41.386  d: Player  with hero  team -1
(11860) 11:57:41.386  d: Player  with hero  team -1
(11860) 11:57:41.387  d: GameClient.StartingGame
(11860) 11:57:41.509  d: Movie::SetViewport (w,h) = (1281, 1027)
(11860) 11:57:41.639  d: Overriding font 2314 name 'DejaVu LGC Sans' with 'DejaVu LGC Sans Bold'
(11860) 11:57:42.339  d: Failed to open file  with error 3.
(11860) 11:57:42.339  d: Cannot load ttf font: DejaVu LGC Sans Bold
(11860) 11:57:42.648  d: Window FlashScreen losing focus
(11860) 11:57:42.648  d: Window FlashScreen got focus
(11860) 11:57:42.649  d: Movie::SetViewport (w,h) = (1281, 1027)
(11860) 11:57:42.660  d: Movie::SetViewport (w,h) = (1821, 1027)
(11860) 11:57:42.680  d: SmartChat: ready
(11860) 11:57:42.693  d: GameClient.LoadingMap
(11860) 11:57:42.709  m: LoginClient: Creating outgoing service channel. svcid=chat, req_id=3
(11860) 11:57:42.709  d: GateKeeper: Generated pipeid(s= t=chat c=5599879 p=chat)
(11860) 11:57:42.709  m: GateKeeper: Pipe created for service. name=chat
(11860) 11:57:42.709  m: Node requested successfully(svcid=chat)
(11860) 11:57:42.709  m: Query rpc interface(svcid=chat iface=chat.client.iface)
(8472) 11:57:42.870  m: LoginClient: Got svc reqest reply. svcid=chat, req_id=3, code=0, addr=213.196.39.251:35010@100
(8472) 11:57:42.870  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=chat, req_id=3, addr=213.196.39.251:35010@100
(8472) 11:57:42.870  m: ClientChannel: Connecting to sevice. svcid=chat, addr=213.196.39.251:35010, mux=100, req_id=3
(8472) 11:57:42.870  m: Starting outgoing connection. local=34990, remote=213.196.39.251:35010, mux=100
(8472) 11:57:42.870  m: Sending INIT. descr=(213.196.39.251:35010 61578:100), seq=8569
(8472) 11:57:42.922  m: ACK sent. descr=(213.196.39.251:35010 61578:100), seq=8569, stage=Active_WaitingInitAck
(8472) 11:57:42.922  m: Active connection handshake completed. descr=(213.196.39.251:35010 61578:100), seq=8569
(8472) 11:57:42.922  m: ClientChannel: Connection established. svcid=chat, req_id=3
(8472) 11:57:42.922  m: RdpChannel: Channel connection established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(16244) 11:57:42.947  m: Loading baked geometry from file: /Maps/Multiplayer/MOBA/_.baked_terrain
(8472) 11:57:42.974  m: ClientChannel: Got service ack. svcid=chat, req_id=3, code=Ok(0), state=2
(8472) 11:57:42.974  m: RdpChannel: Delayed active channel established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(11860) 11:57:43.050  m: Chat client iface OPENED
(11860) 11:57:43.050  m: Iface received. svcid=chat, iface=chat.client.iface
(11860) 11:57:43.169  m: gamechat::Client::OnRegisterUser(sidL=646 chatUserid=960 rc=0)
(11860) 11:57:43.169  m: gamechat::Client::OnJoinChannel(sid=646 chnlname=Session)
(11860) 11:57:43.169  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=646 chnlname=Session chnltype=2)
(11860) 11:57:43.169  m: gamechat::Client::OnJoinChannel(sid=646 chnlname=Left)
(11860) 11:57:43.169  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=646 chnlname=Left chnltype=1)
(11860) 11:57:43.169  m: gamechat::Client::OnJoinChannel(sid=646 chnlname=Left_SmartChat)
(11860) 11:57:43.169  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=646 chnlname=Left_SmartChat chnltype=3)
(11860) 11:57:43.169  m: gamechat::Client::OnRegisterUserReturn(rc=0 userid=5599879 rpcsts=1)
(16244) 11:57:43.673  d: WarFogUnblock: 0.000
(16244) 11:57:44.778  d: MemoryPool: megapool; allocated size: 83886080; payload: 83831808
(16244) 11:57:44.778  d: MemoryPool: megapool; new allocated size: 94371840
(16244) 11:57:44.902  d: SimpleObject: 1.229
(16244) 11:57:44.902  d: GameObject: 0.000
(11860) 11:57:44.918  m: Frame time histo: {0; [0.0, 2.0]: 2; [2.0, 10.0]: 0; [10.0, 20.0]: 38; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(16244) 11:57:45.051  d: Road: 0.149
(16244) 11:57:45.086  d: Flagpole: 0.035
(16244) 11:57:45.087  d: Flagpole: 0.000
(16244) 11:57:45.351  d: AdvMapCreepSpawner: 0.264
(16244) 11:57:45.563  d: MemoryPool: megapool; allocated size: 94371840; payload: 93716992
(16244) 11:57:45.563  d: MemoryPool: megapool; new allocated size: 104857600
(16244) 11:57:45.713  d: AdvMapNeutralCreepSpawner: 0.362
(16244) 11:57:46.260  d: TreeObject: 0.547
(16244) 11:57:47.032  d: MultiStateObject: 0.772
(16244) 11:57:47.032  d: UsableBuilding: 0.000
(16244) 11:57:47.201  d: Building: 0.169
(16244) 11:57:47.201  d: GlyphSpawner: 0.000
(16244) 11:57:47.328  d: MemoryPool: megapool; allocated size: 104857600; payload: 104833024
(16244) 11:57:47.329  d: MemoryPool: megapool; new allocated size: 115343360
(16244) 11:57:47.354  d: Shop: 0.153
(16244) 11:57:47.413  d: MinigamePlace: 0.059
(16244) 11:57:47.419  d: Critter: 0.006
(16244) 11:57:47.525  d: Tower: 0.107
(16244) 11:57:47.529  d: AdvMapObstacle: 0.004
(16244) 11:57:47.879  d: SpawnHeroes:FindPlayers: 0.000
(16244) 11:57:47.879  d: SpawnHeroes:FindPlace: 0.000
(16244) 11:57:48.000  d: Start preloading hero's (Dummy name) resources
(16244) 11:57:48.028  d: SpawnHeroes:CreateHero:0: 0.149
(16244) 11:57:48.092  d: Start preloading hero's (Dummy name) resources
(16244) 11:57:48.135  d: SpawnHeroes:CreateHero:2: 0.106
(16244) 11:57:48.209  d: resources[0]: Creeps/A/SuperHeavy/InventorSummon.CREEP.xdb
(16244) 11:57:48.316  d: MemoryPool: megapool; allocated size: 115343360; payload: 115302400
(16244) 11:57:48.316  d: MemoryPool: megapool; new allocated size: 125829120
(16244) 11:57:48.930  d: Map StatsCoeffFromForce = 1.405
(16244) 11:57:48.936  d: Map 'Maps/Multiplayer/MOBA/_.ADMP.xdb' loaded
(11860) 11:57:48.978  d: Stopping thread. tid=16244, from_tid=11860, ptr=44328610
(11860) 11:57:48.978  d: Thread stopped. tid=16244, ptr=44328610
(11860) 11:57:49.423  d: Easel::PrefetchData: 0.419
(11860) 11:57:49.466  d: complaintsToday 2 complaintsMax 2
(11860) 11:57:49.471  d:  TRACE FROM FLASH SetHero 
(11860) 11:57:49.472  d:  TRACE FROM FLASH SetHero 
(11860) 11:57:49.473  d:  TRACE FROM FLASH SetHero 
(11860) 11:57:49.487  d:  TRACE FROM FLASH SetHero 
(11860) 11:57:49.488  d:  TRACE FROM FLASH SetHero 
(11860) 11:57:49.520  m: GameClient.MapLoadCooldown, clientId is 5599879
(11860) 11:57:49.520  m: SENDING our (5599879) progress: 100
(11860) 11:57:50.250  d: Window FlashScreen losing focus
(11860) 11:57:50.250  d: Window FlashScreen got focus
(11860) 11:57:52.348  d: GameClient.ClientReady
(11860) 11:57:54.932  m: Frame time histo: {0; [0.0, 2.0]: 1; [2.0, 10.0]: 0; [10.0, 20.0]: 71; [20.0, 30.0]: 1; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 325}
(8472) 11:58:01.608  m: RDP perfomance debug. dg_sent=161, dg_recv=156, warn=0, err=0, retr=1, loss=1.4
(8472) 11:58:01.608  m: RDP perfomance debug. polls={0; [0, 1]: 14704; [1, 2]: 0; [2, 5]: 0; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(8472) 11:58:01.608  m: RDP perfomance debug. sleep={0; [0, 1]: 0; [1, 2]: 10271; [2, 5]: 4434; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(2196) 11:58:02.465  m: UDP socket perfomance debug. addr=34990, recv=217, recv_tm=100.03, deliver_tm=0.00, send=165, send_tm=0.02
(11860) 11:58:03.615  m: Virtual Memory Usage: 1454 mb
(11860) 11:58:08.817  m: gamechat::Client::SendMsg(msg=??? ????? ????? ???? ?????? ?? ?????, ????????? ???? chnltype=2)
(11860) 11:58:08.881  m: gamechat::Client::OnNewMessage(sid=646 chnlname=Session nickname=[minus]???? ??????????? msg=??? ????? ????? ???? ?????? ?? ?????, ????????? ????)
(11860) 11:58:31.019  d: GameClient.Running
(11860) 11:58:31.098  d: HideLoadingScreen
(11860) 11:58:31.108  d:  TRACE FROM FLASH Ignore -1 
(11860) 11:58:31.108  d: GameStatistics:LogPvxLogin
(11860) 11:58:31.108  d: LogPvxLogin: relayAddress = 213.196.39.251:35001
(11860) 11:58:31.108  d: Start segment step: 148 (0 commands)
(11860) 11:58:31.165  d: Movie::SetViewport (w,h) = (1821, 1027)
(8472) 11:58:31.609  m: RDP perfomance debug. dg_sent=216, dg_recv=215, warn=0, err=0, retr=1, loss=1.0
(8472) 11:58:31.609  m: RDP perfomance debug. polls={0; [0, 1]: 15006; [1, 2]: 0; [2, 5]: 0; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(8472) 11:58:31.609  m: RDP perfomance debug. sleep={0; [0, 1]: 0; [1, 2]: 10612; [2, 5]: 4394; [5, 10]: 0; [10, 20]: 0; [20, 50]: 0; [50, 100]: 0; [100, 200]: 0; [200, 500]: 0; 0}
(2196) 11:58:32.421  m: UDP socket perfomance debug. addr=34990, recv=247, recv_tm=99.84, deliver_tm=0.00, send=229, send_tm=0.03
(11860) 11:58:33.631  m: Virtual Memory Usage: 1532 mb
