Local time: +3:00 UTC
ProcessId: 5820
(13500) 11:48:12.724  d: System runned under native Windows
(13500) 11:48:12.731  m: setvar screenshot_ext = "jpg"
(13500) 11:48:12.731  m: setvar session_camera = ""
(13500) 11:48:12.731  m: setvar session_chat_off = "0"
(13500) 11:48:12.731  m: setvar shadowMapScale = "0.625"
(13500) 11:48:12.731  m: setvar shadowPCF4_enable = "1"
(13500) 11:48:12.731  m: setvar shadowTest = "1"
(13500) 11:48:12.731  m: setvar shadow_terrain = "1"
(13500) 11:48:12.731  m: setvar shadows = "1"
(13500) 11:48:12.731  m: setvar sound_background_enable = "0"
(13500) 11:48:12.731  m: setvar sound_volume = "0.030303"
(13500) 11:48:12.731  m: setvar use_badwords_filter = "0"
(13500) 11:48:12.731  m: setvar voice_volume = "0"
(13500) 11:48:12.731  m: setvar waterReflCoeff = "0.5"
(13500) 11:48:12.731  m: setvar waterrefl = "1"
(13500) 11:48:12.731  m: setvar window_pos_x = "963"
(13500) 11:48:12.732  m: setvar window_pos_y = "554"
(13500) 11:48:12.732  m: Executing "lang.cfg"
(13500) 11:48:12.732  m: setvar language = "ru-RU"
(13500) 11:48:12.733  m: Executing "social.cfg"
(13500) 11:48:12.733  m: setvar social_login_address = "http://ru.pwcastle.nivalnetwork.com:88/"
(13500) 11:48:12.733  d: Fullscreen: 1
(13500) 11:48:12.748  d: Connection with lobby established
(13500) 11:48:12.749  d: ComPtr: GetAddr
(13500) 11:48:12.798  d: ComPtr: GetAddr
(13500) 11:48:12.799  d: ComPtr: Assign 14eb57c INC
(13500) 11:48:12.802  d: ComPtr: Assign 14eb57c INC
(13500) 11:48:12.802  d: ComPtr: Free 14eb57c DEC
(13500) 11:48:12.802  d: ComPtr: Free 14eb57c DEC
(13500) 11:48:12.802  d: ComPtr: GetAddr
(13500) 11:48:12.806  d: ComPtr: Assign 14eae2c INC
(13500) 11:48:12.808  d: ComPtr: Assign 14eb57c INC
(13500) 11:48:12.808  d: ComPtr: Assign 14eae2c INC
(13500) 11:48:12.808  d: ComPtr: Free 14eb57c DEC
(13500) 11:48:12.808  d: ComPtr: Free 14eae2c DEC
(13500) 11:48:12.808  d: ComPtr: Free 14eae2c DEC
(13500) 11:48:12.841  d: Pile file 'D:\Games\Prime World\PvP\Packs\data06.pile' found
(13500) 11:48:12.848  d: Pile file 'D:\Games\Prime World\PvP\Packs\data05.pile' found
(13500) 11:48:12.851  d: Pile file 'D:\Games\Prime World\PvP\Packs\data04.pile' found
(13500) 11:48:12.855  d: Pile file 'D:\Games\Prime World\PvP\Packs\data03.pile' found
(13500) 11:48:12.858  d: Pile file 'D:\Games\Prime World\PvP\Packs\data02.pile' found
(13500) 11:48:12.863  d: Pile file 'D:\Games\Prime World\PvP\Packs\data01.pile' found
(13500) 11:48:12.882  d: Pile file 'D:\Games\Prime World\PvP\Packs\_data.pile' found
(13500) 11:48:12.882  d: Pile file 'D:\Games\Prime World\PvP\Data\Localization\ru-RU\localisation_files.pile' found
(13500) 11:48:12.976  m: Executing "game.cfg"
(13500) 11:48:12.976  m: setvar stat_client_url = "http://gs.playpw.com/gstat0/"
(13500) 11:48:12.976  m: Value 'use_smooth_turns' is not registered
(13500) 11:48:12.976  m: setvar use_smooth_turns = "1"
(13500) 11:48:12.976  m: setvar rdp_log_events = "3079"
(13500) 11:48:12.976  m: Executing "input.cfg"
(13500) 11:48:12.978  m: Unknown command or variable "parentWidth"
(13500) 11:48:12.978  m: Type 'help' to list available commands
(13500) 11:48:12.979  m: Executing "input.cfg"
(13500) 11:48:13.028  m: Executing "smart_chat.cfg"
(13500) 11:48:13.229  m: UDP transport login address: 92.242.35.3:35006@10
(13500) 11:48:13.230  d: Previous SO_SNDBUF=65536
(13500) 11:48:13.230  d: New SO_SNDBUF=65536
(13500) 11:48:13.230  d: Previous SO_RCVBUF=65536
(13500) 11:48:13.230  d: New SO_RCVBUF=65536
(13500) 11:48:13.230  m: Socket opened. addr=34990, sock=3416
(13500) 11:48:13.230  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35006, mux=10
(13500) 11:48:13.230  m: Cannot read configuration file "D:\Games\Prime World\PvP\Profiles\autoexec.cfg"
(14192) 11:48:13.232  m: Sending INIT. descr=(92.242.35.3:35006 48229:10), seq=31910
(6584) 11:48:13.237  m: UDP socket perfomance debug. addr=34990, recv=1, recv_tm=0.02, deliver_tm=0.00, send=1, send_tm=0.00
(14192) 11:48:13.238  m: ACK sent. descr=(92.242.35.3:35006 48229:10), seq=31910, stage=Active_WaitingInitAck
(14192) 11:48:13.238  m: Active connection handshake completed. descr=(92.242.35.3:35006 48229:10), seq=31910
(14192) 11:48:13.256  m: LoginClient: Got login reply. code=Success(5), uid=5599879, welcome=ru1/lobby/2
(13500) 11:48:13.494  d: OnDeviceChanged
(13500) 11:48:13.494  d: NotifyDeviceCreate
(13500) 11:48:13.512  d: DepthFormat: INTZ
(13500) 11:48:13.516  m: setvar mipmaplodbias = "0"
(13500) 11:48:13.923  d: FMOD Init OK
(17484) 11:48:13.930  m: Recieving permitted event data
(17484) 11:48:13.930  m: Initializing CURLlib...
(17484) 11:48:13.930  m: Performing HTTP GET: url_len=28, url='http://gs.playpw.com/gstat0/'
(13500) 11:48:14.074  d: Movie::SetViewport (w,h) = (1281, 1025)
(17484) 11:48:14.141  d: HTTP GET performed
(17484) 11:48:14.141  m: Recieved permitted event data. size=52
(17484) 11:48:14.141  m: Got permitted events data. size=52
(17484) 11:48:14.141  m: Got permitted events. methods=5, sessionEvents=6
(13500) 11:48:14.416  d: Failed to open file  with error 3.
(13500) 11:48:14.416  d: Cannot load ttf font: DejaVu LGC Sans
(13500) 11:48:14.465  d: Failed to open file  with error 3.
(13500) 11:48:14.465  d: Cannot load ttf font: _sans
(13500) 11:48:14.488  d: Window FlashScreen got focus
(13500) 11:48:14.489  d: Movie::SetViewport (w,h) = (1281, 1025)
(13500) 11:48:14.491  d: Movie::SetViewport (w,h) = (1821, 1025)
(13500) 11:48:14.494  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(13500) 11:48:14.494  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(13500) 11:48:14.626  d: Movie::SetViewport (w,h) = (1821, 1025)
(13500) 11:48:14.635  m: Virtual Memory Usage: 255 mb
(13500) 11:48:14.693  d: Command send: StartRender

(13500) 11:48:14.695  d: Collected 0 persistent events
(13500) 11:48:14.696  m: Connecting to lobby server...
(13500) 11:48:14.696  m: Lobby service path: 'ru1/lobby/2'
(13500) 11:48:14.696  m: Lobby service node id: 'lobby/2'
(13500) 11:48:14.715  m: LoginClient: Creating outgoing service channel. svcid=lobby/2, req_id=1
(13500) 11:48:14.716  d: GateKeeper: Generated pipeid(s= t=lobby/2 c=5599879 p=lobby/2)
(13500) 11:48:14.716  m: GateKeeper: Pipe created for service. name=lobby/2
(13500) 11:48:14.716  m: Node requested successfully(svcid=lobby/2)
(13500) 11:48:14.716  m: Query rpc interface(svcid=lobby/2 iface=lobby:entrance)
(14192) 11:48:14.735  m: LoginClient: Got svc reqest reply. svcid=lobby/2, req_id=1, code=0, addr=92.242.35.2:35011@100
(14192) 11:48:14.735  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=lobby/2, req_id=1, addr=92.242.35.2:35011@100
(14192) 11:48:14.735  m: ClientChannel: Connecting to sevice. svcid=lobby/2, addr=92.242.35.2:35011, mux=100, req_id=1
(14192) 11:48:14.735  m: Starting outgoing connection. local=34990, remote=92.242.35.2:35011, mux=100
(14192) 11:48:14.735  m: Sending INIT. descr=(92.242.35.2:35011 46391:100), seq=19295
(14192) 11:48:14.741  m: ACK sent. descr=(92.242.35.2:35011 46391:100), seq=19295, stage=Active_WaitingInitAck
(14192) 11:48:14.741  m: Active connection handshake completed. descr=(92.242.35.2:35011 46391:100), seq=19295
(14192) 11:48:14.741  m: ClientChannel: Connection established. svcid=lobby/2, req_id=1
(14192) 11:48:14.741  m: RdpChannel: Channel connection established. src=, tgt=lobby/2, uid=5599879, remote=0.0.0.0:0
(14192) 11:48:14.747  m: ClientChannel: Got service ack. svcid=lobby/2, req_id=1, code=Ok(0), state=2
(14192) 11:48:14.747  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/2, uid=5599879, remote=0.0.0.0:0
(13500) 11:48:14.773  m: Iface received. svcid=lobby/2, iface=lobby:entrance
(13500) 11:48:14.773  m: Entered lobby, requesting instance...
(13500) 11:48:14.789  m: Got lobby instance
(13500) 11:48:15.363  m: Joining social game...
(13500) 11:48:15.382  m: Starting game session. map='Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb', players=10, gameid=5bbd92db0002f8f9, custom=false, gs_svcid=gamesvc/67, gs_instid=gsi0000061c0340c4ed
(13500) 11:48:15.382  m:   Player info. uid=1178579, sex=1, nick=[ROSE]_???????????_, type=1, team=0, hero=snowqueen, bot_skin=
(13500) 11:48:15.382  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=0, hero=wraithking, bot_skin=
(13500) 11:48:15.382  m:   Player info. uid=5261694, sex=1, nick=[N_H]Notat, type=1, team=0, hero=invisible, bot_skin=
(13500) 11:48:15.382  m:   Player info. uid=5100762, sex=1, nick=[volga]melnikofwova, type=1, team=0, hero=naga, bot_skin=
(13500) 11:48:15.382  m:   Player info. uid=1549680, sex=1, nick=[-AS-]An0nym0us, type=1, team=0, hero=werewolf, bot_skin=
(13500) 11:48:15.382  m:   Player info. uid=772190, sex=1, nick=[-NW-]FlashakaNik, type=1, team=1, hero=firefox, bot_skin=
(13500) 11:48:15.382  m:   Player info. uid=249253, sex=1, nick=[? ??]AMETIST, type=1, team=1, hero=unicorn, bot_skin=
(13500) 11:48:15.382  m:   Player info. uid=4777282, sex=1, nick=[????]SAMSON 31, type=1, team=1, hero=thundergod, bot_skin=
(13500) 11:48:15.382  m:   Player info. uid=2791428, sex=1, nick=[AGGRO]grisharassokhin, type=1, team=1, hero=faceless, bot_skin=
(13500) 11:48:15.382  m:   Player info. uid=5593899, sex=1, nick=[F_O_H]????04, type=1, team=1, hero=werewolf, bot_skin=
(13500) 11:48:15.382  m: Connecting to game server. svcid=gamesvc/67, instid=gsi0000061c0340c4ed
(13500) 11:48:15.382  m: Got lobby operation result: Ok(0)
(13500) 11:48:15.382  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/67, req_id=2
(13500) 11:48:15.382  d: GateKeeper: Generated pipeid(s= t=gamesvc/67 c=5599879 p=gamesvc/67)
(13500) 11:48:15.383  m: GateKeeper: Pipe created for service. name=gamesvc/67
(13500) 11:48:15.383  m: Node requested successfully(svcid=gamesvc/67)
(13500) 11:48:15.383  m: Query rpc interface(svcid=gamesvc/67 iface=gsi0000061c0340c4ed)
(14192) 11:48:15.405  m: LoginClient: Got svc reqest reply. svcid=gamesvc/67, req_id=2, code=0, addr=92.242.35.4:35011@100
(14192) 11:48:15.405  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/67, req_id=2, addr=92.242.35.4:35011@100
(14192) 11:48:15.405  m: ClientChannel: Connecting to sevice. svcid=gamesvc/67, addr=92.242.35.4:35011, mux=100, req_id=2
(14192) 11:48:15.405  m: Starting outgoing connection. local=34990, remote=92.242.35.4:35011, mux=100
(14192) 11:48:15.405  m: Sending INIT. descr=(92.242.35.4:35011 47362:100), seq=25964
(14192) 11:48:15.411  m: ACK sent. descr=(92.242.35.4:35011 47362:100), seq=25964, stage=Active_WaitingInitAck
(14192) 11:48:15.411  m: Active connection handshake completed. descr=(92.242.35.4:35011 47362:100), seq=25964
(14192) 11:48:15.411  m: ClientChannel: Connection established. svcid=gamesvc/67, req_id=2
(14192) 11:48:15.411  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/67, uid=5599879, remote=0.0.0.0:0
(14192) 11:48:15.415  m: ClientChannel: Got service ack. svcid=gamesvc/67, req_id=2, code=Ok(0), state=2
(14192) 11:48:15.415  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/67, uid=5599879, remote=0.0.0.0:0
(13500) 11:48:15.439  m: Iface received. svcid=gamesvc/67, iface=gsi0000061c0340c4ed
(13500) 11:48:15.439  m: Connected to game service
(13500) 11:48:15.440  m: Adding client to game server...
(13500) 11:48:15.440  d: Client 5599879 : GameClient created
(13500) 11:48:15.440  d: [ResourceCollection] collect talents
(13500) 11:48:16.309  d: [ResourceCollection] collect consumables
(13500) 11:48:16.346  d: [ResourceCollection] collect marketingItems
(13500) 11:48:16.367  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(13500) 11:48:16.605  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(13500) 11:48:16.608  m: ServerNode: Starting game (sid=5bbd92db0002f8f9)
(13500) 11:48:16.608  m: gameclient: Player info. uid=1178579, castle_lvl=40, hero_lvl=25, prating=1743.83, hrating=1491.00, party_id=0
(13500) 11:48:16.608  m: gameclient: Player info. uid=5599879, castle_lvl=38, hero_lvl=7, prating=1511.72, hrating=1468.64, party_id=2
(13500) 11:48:16.608  m: gameclient: Player info. uid=5261694, castle_lvl=35, hero_lvl=22, prating=1508.43, hrating=1473.43, party_id=2
(13500) 11:48:16.608  m: gameclient: Player info. uid=5100762, castle_lvl=40, hero_lvl=25, prating=1529.44, hrating=1438.68, party_id=0
(13500) 11:48:16.608  m: gameclient: Player info. uid=1549680, castle_lvl=40, hero_lvl=25, prating=1761.17, hrating=1489.29, party_id=0
(13500) 11:48:16.608  m: gameclient: Player info. uid=772190, castle_lvl=40, hero_lvl=25, prating=1752.00, hrating=1498.00, party_id=0
(13500) 11:48:16.609  m: gameclient: Player info. uid=249253, castle_lvl=40, hero_lvl=25, prating=1710.94, hrating=1438.00, party_id=0
(13500) 11:48:16.609  m: gameclient: Player info. uid=4777282, castle_lvl=40, hero_lvl=16, prating=1639.77, hrating=1426.97, party_id=0
(13500) 11:48:16.609  m: gameclient: Player info. uid=2791428, castle_lvl=40, hero_lvl=25, prating=1481.35, hrating=1452.35, party_id=8
(13500) 11:48:16.609  m: gameclient: Player info. uid=5593899, castle_lvl=29, hero_lvl=25, prating=1398.88, hrating=1364.88, party_id=8
(13500) 11:48:16.609  d: Starting game for 10 players on map 'Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb' (client)...
(13500) 11:48:16.792  d:  AddUser: 3847232485 snowqueen
(13500) 11:48:16.797  d:  AddUser: 2438854131 wraithking
(13500) 11:48:16.800  d:  AddUser: 637171033 firefox
(13500) 11:48:16.878  d:  AddUser: 880060159 invisible
(13500) 11:48:16.880  d:  AddUser: 2745258645 naga
(13500) 11:48:16.924  d:  AddUser: 3590030507 werewolf
(13500) 11:48:17.035  d:  AddUser: 1492899903 unicorn
(13500) 11:48:17.097  d:  AddUser: 571020430 thundergod
(13500) 11:48:17.242  d:  AddUser: 1932001038 faceless
(13500) 11:48:17.283  d:  AddUser: 3590030507 werewolf
(13500) 11:48:18.334  d: MemoryPool: megapool; allocated size: 20971520; payload: 20889600
(13500) 11:48:18.334  d: MemoryPool: megapool; new allocated size: 31457280
(13500) 11:48:19.021  d: MemoryPool: megapool; allocated size: 31457280; payload: 31252992
(13500) 11:48:19.021  d: MemoryPool: megapool; new allocated size: 41943040
(13500) 11:48:19.961  d: MemoryPool: megapool; allocated size: 41943040; payload: 41936384
(13500) 11:48:19.961  d: MemoryPool: megapool; new allocated size: 52428800
(13500) 11:48:20.710  d: MemoryPool: megapool; allocated size: 52428800; payload: 52427776
(13500) 11:48:20.710  d: MemoryPool: megapool; new allocated size: 62914560
(13500) 11:48:21.376  d: MemoryPool: megapool; allocated size: 62914560; payload: 62872064
(13500) 11:48:21.377  d: MemoryPool: megapool; new allocated size: 73400320
(13500) 11:48:22.002  d: MemoryPool: megapool; allocated size: 73400320; payload: 73320448
(13500) 11:48:22.002  d: MemoryPool: megapool; new allocated size: 83886080
(13500) 11:48:22.571  d: Player behaviour tracking is enabled for this game
(17936) 11:48:22.574  d: P: start
(13500) 11:48:22.578  d: complaintsToday 0 complaintsMax 2 playerId 0 userID 1178579
(13500) 11:48:22.578  d: complaintsToday 0 complaintsMax 2 playerId 1 userID 5599879
(13500) 11:48:22.578  d: complaintsToday 0 complaintsMax 2 playerId 2 userID 772190
(13500) 11:48:22.578  d: complaintsToday 0 complaintsMax 2 playerId 3 userID 5261694
(13500) 11:48:22.578  d: complaintsToday 0 complaintsMax 2 playerId 4 userID 5100762
(13500) 11:48:22.578  d: complaintsToday 0 complaintsMax 2 playerId 5 userID 1549680
(13500) 11:48:22.578  d: complaintsToday 0 complaintsMax 2 playerId 6 userID 249253
(13500) 11:48:22.578  d: complaintsToday 0 complaintsMax 2 playerId 7 userID 4777282
(13500) 11:48:22.578  d: complaintsToday 0 complaintsMax 2 playerId 8 userID 2791428
(13500) 11:48:22.578  d: complaintsToday 0 complaintsMax 2 playerId 9 userID 5593899
(13500) 11:48:22.578  d: Player [ROSE]_АнгелСмерти_ with hero Крио team 0
(13500) 11:48:22.578  d: Player [minus]Вера Заморочкина with hero Павший владыка team 0 (local)
(13500) 11:48:22.578  d: Player [-NW-]FlashakaNik with hero Искра team 1
(13500) 11:48:22.578  d: Player [N_H]Notat with hero Тень team 0
(13500) 11:48:22.578  d: Player [volga]melnikofwova with hero Кобр team 0
(13500) 11:48:22.578  d: Player [-AS-]An0nym0us with hero Уук team 0
(13500) 11:48:22.578  d: Player [В ЩИ]AMETIST with hero Нимфа team 1
(13500) 11:48:22.578  d: Player [РДКТ]SAMSON 31 with hero Громовержец team 1
(13500) 11:48:22.578  d: Player [AGGRO]grisharassokhin with hero Белая маска team 1
(13500) 11:48:22.578  d: Player [F_O_H]мИШа04 with hero Коготь team 1
(13500) 11:48:22.578  d: GameClient.StartingGame
(13500) 11:48:22.702  d: Movie::SetViewport (w,h) = (1281, 1027)
(13500) 11:48:22.833  d: Overriding font 2314 name 'DejaVu LGC Sans' with 'DejaVu LGC Sans Bold'
(13500) 11:48:23.531  d: Failed to open file  with error 3.
(13500) 11:48:23.532  d: Cannot load ttf font: DejaVu LGC Sans Bold
(13500) 11:48:23.843  d: Window FlashScreen losing focus
(13500) 11:48:23.844  d: Window FlashScreen got focus
(13500) 11:48:23.844  d: Movie::SetViewport (w,h) = (1281, 1027)
(13500) 11:48:23.855  d: Movie::SetViewport (w,h) = (1821, 1027)
(13500) 11:48:23.876  d: SmartChat: ready
(13500) 11:48:23.888  d: GameClient.LoadingMap
(13500) 11:48:23.907  m: LoginClient: Creating outgoing service channel. svcid=chat, req_id=3
(13500) 11:48:23.907  d: GateKeeper: Generated pipeid(s= t=chat c=5599879 p=chat)
(13500) 11:48:23.907  m: GateKeeper: Pipe created for service. name=chat
(13500) 11:48:23.907  m: Node requested successfully(svcid=chat)
(13500) 11:48:23.907  m: Query rpc interface(svcid=chat iface=chat.client.iface)
(14192) 11:48:23.927  m: LoginClient: Got svc reqest reply. svcid=chat, req_id=3, code=0, addr=92.242.35.3:35010@100
(14192) 11:48:23.927  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=chat, req_id=3, addr=92.242.35.3:35010@100
(14192) 11:48:23.927  m: ClientChannel: Connecting to sevice. svcid=chat, addr=92.242.35.3:35010, mux=100, req_id=3
(14192) 11:48:23.927  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35010, mux=100
(14192) 11:48:23.927  m: Sending INIT. descr=(92.242.35.3:35010 46514:100), seq=1447
(14192) 11:48:23.933  m: ACK sent. descr=(92.242.35.3:35010 46514:100), seq=1447, stage=Active_WaitingInitAck
(14192) 11:48:23.933  m: Active connection handshake completed. descr=(92.242.35.3:35010 46514:100), seq=1447
(14192) 11:48:23.933  m: ClientChannel: Connection established. svcid=chat, req_id=3
(14192) 11:48:23.933  m: RdpChannel: Channel connection established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(14192) 11:48:23.939  m: ClientChannel: Got service ack. svcid=chat, req_id=3, code=Ok(0), state=2
(14192) 11:48:23.939  m: RdpChannel: Delayed active channel established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(13500) 11:48:24.011  m: Chat client iface OPENED
(13500) 11:48:24.011  m: Iface received. svcid=chat, iface=chat.client.iface
(13500) 11:48:24.074  m: gamechat::Client::OnRegisterUser(sidL=153474 chatUserid=1386893 rc=0)
(13500) 11:48:24.074  m: gamechat::Client::OnJoinChannel(sid=153474 chnlname=Session)
(13500) 11:48:24.074  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=153474 chnlname=Session chnltype=2)
(13500) 11:48:24.074  m: gamechat::Client::OnJoinChannel(sid=153474 chnlname=Left)
(13500) 11:48:24.074  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=153474 chnlname=Left chnltype=1)
(13500) 11:48:24.074  m: gamechat::Client::OnJoinChannel(sid=153474 chnlname=Left_SmartChat)
(13500) 11:48:24.074  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=153474 chnlname=Left_SmartChat chnltype=3)
(13500) 11:48:24.074  m: gamechat::Client::OnRegisterUserReturn(rc=0 userid=5599879 rpcsts=1)
(17576) 11:48:24.138  m: Loading baked geometry from file: /Maps/Multiplayer/MOBA/_.baked_terrain
(17576) 11:48:24.901  d: WarFogUnblock: 0.000
(13500) 11:48:27.857  d: Pump messages lag
(13500) 11:48:27.859  m: Frame time histo: {0; [0.0, 2.0]: 3; [2.0, 10.0]: 0; [10.0, 20.0]: 14; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(13500) 11:48:27.910  d: Re-acquiring input device 'Мышь'...
(13500) 11:48:27.910  d: Re-acquiring input device 'Клавиатура'...
(13500) 11:48:27.930  d: NotifyDeviceLost
(13500) 11:48:27.932  d: AltTabChecker: lost focus
(17576) 11:48:28.979  d: MemoryPool: megapool; allocated size: 83886080; payload: 83831808
(17576) 11:48:28.980  d: MemoryPool: megapool; new allocated size: 94371840
(17576) 11:48:29.098  d: SimpleObject: 4.197
(17576) 11:48:29.098  d: GameObject: 0.000
(17576) 11:48:29.229  d: Road: 0.131
(17576) 11:48:29.267  d: Flagpole: 0.038
(17576) 11:48:29.267  d: Flagpole: 0.000
(17576) 11:48:29.531  d: AdvMapCreepSpawner: 0.264
(17576) 11:48:29.738  d: MemoryPool: megapool; allocated size: 94371840; payload: 93716992
(17576) 11:48:29.738  d: MemoryPool: megapool; new allocated size: 104857600
(17576) 11:48:29.890  d: AdvMapNeutralCreepSpawner: 0.358
(17576) 11:48:30.455  d: TreeObject: 0.565
(17576) 11:48:31.209  d: MultiStateObject: 0.754
(17576) 11:48:31.209  d: UsableBuilding: 0.000
(17576) 11:48:31.374  d: Building: 0.165
(17576) 11:48:31.374  d: GlyphSpawner: 0.000
(17576) 11:48:31.508  d: MemoryPool: megapool; allocated size: 104857600; payload: 104833024
(17576) 11:48:31.508  d: MemoryPool: megapool; new allocated size: 115343360
(17576) 11:48:31.533  d: Shop: 0.159
(17576) 11:48:31.592  d: MinigamePlace: 0.058
(17576) 11:48:31.598  d: Critter: 0.006
(17576) 11:48:31.705  d: Tower: 0.107
(17576) 11:48:31.710  d: AdvMapObstacle: 0.004
(17576) 11:48:32.062  d: SpawnHeroes:FindPlayers: 0.000
(17576) 11:48:32.062  d: SpawnHeroes:FindPlace: 0.000
(17576) 11:48:32.237  d: Start preloading hero's (Dummy name) resources
(17576) 11:48:32.436  d: SpawnHeroes:CreateHero:0: 0.375
(17576) 11:48:32.453  d: MemoryPool: megapool; allocated size: 115343360; payload: 115313152
(17576) 11:48:32.453  d: MemoryPool: megapool; new allocated size: 125829120
(17576) 11:48:32.507  d: Start preloading hero's (Dummy name) resources
(17576) 11:48:32.526  d: SpawnHeroes:CreateHero:1: 0.089
(17576) 11:48:32.546  d: Start preloading hero's (Dummy name) resources
(17576) 11:48:32.564  d: SpawnHeroes:CreateHero:3: 0.038
(17576) 11:48:32.687  d: Start preloading hero's (Dummy name) resources
(17576) 11:48:32.740  d: SpawnHeroes:CreateHero:4: 0.176
(17576) 11:48:32.830  d: Start preloading hero's (Dummy name) resources
(17576) 11:48:32.880  d: SpawnHeroes:CreateHero:5: 0.140
(17576) 11:48:32.983  d: Start preloading hero's (Dummy name) resources
(17576) 11:48:33.040  d: SpawnHeroes:CreateHero:2: 0.160
(17576) 11:48:33.124  d: Start preloading hero's (Dummy name) resources
(17576) 11:48:33.268  d: SpawnHeroes:CreateHero:6: 0.228
(17576) 11:48:33.375  d: Start preloading hero's (Dummy name) resources
