Local time: +3:00 UTC
ProcessId: 16732
(1556) 03:50:51.748  d: System runned under native Windows
(1556) 03:50:52.477  d: NotifyDeviceCreate
(1556) 03:50:52.495  d: DepthFormat: INTZ
(1556) 03:50:52.498  m: setvar mipmaplodbias = "0"
(1556) 03:50:52.933  d: FMOD Init OK
(15332) 03:50:52.936  m: Recieving permitted event data
(15332) 03:50:52.936  m: Initializing CURLlib...
(15332) 03:50:52.937  m: Performing HTTP GET: url_len=28, url='http://gs.playpw.com/gstat0/'
(15332) 03:50:53.054  d: HTTP GET performed
(15332) 03:50:53.054  m: Recieved permitted event data. size=52
(15332) 03:50:53.054  m: Got permitted events data. size=52
(15332) 03:50:53.054  m: Got permitted events. methods=5, sessionEvents=6
(1556) 03:50:53.058  d: Movie::SetViewport (w,h) = (1281, 1025)
(1556) 03:50:53.378  d: Failed to open file  with error 3.
(1556) 03:50:53.378  d: Cannot load ttf font: DejaVu LGC Sans
(1556) 03:50:53.428  d: Failed to open file  with error 3.
(1556) 03:50:53.428  d: Cannot load ttf font: _sans
(1556) 03:50:53.454  d: Window FlashScreen got focus
(1556) 03:50:53.454  d: Movie::SetViewport (w,h) = (1281, 1025)
(1556) 03:50:53.457  d: Movie::SetViewport (w,h) = (1821, 1025)
(1556) 03:50:53.460  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(1556) 03:50:53.460  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(1556) 03:50:53.591  d: Movie::SetViewport (w,h) = (1821, 1025)
(1556) 03:50:53.600  m: Virtual Memory Usage: 254 mb
(1556) 03:50:53.667  d: Command send: StartRender

(1556) 03:50:53.668  d: Collected 0 persistent events
(1556) 03:50:53.669  m: Connecting to lobby server...
(1556) 03:50:53.669  m: Lobby service path: 'ru1/lobby/3'
(1556) 03:50:53.669  m: Lobby service node id: 'lobby/3'
(1556) 03:50:53.688  m: LoginClient: Creating outgoing service channel. svcid=lobby/3, req_id=1
(1556) 03:50:53.688  d: GateKeeper: Generated pipeid(s= t=lobby/3 c=5599879 p=lobby/3)
(1556) 03:50:53.688  m: GateKeeper: Pipe created for service. name=lobby/3
(1556) 03:50:53.688  m: Node requested successfully(svcid=lobby/3)
(1556) 03:50:53.688  m: Query rpc interface(svcid=lobby/3 iface=lobby:entrance)
(13948) 03:50:53.718  m: LoginClient: Got svc reqest reply. svcid=lobby/3, req_id=1, code=0, addr=92.242.35.2:35012@100
(13948) 03:50:53.718  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=lobby/3, req_id=1, addr=92.242.35.2:35012@100
(13948) 03:50:53.718  m: ClientChannel: Connecting to sevice. svcid=lobby/3, addr=92.242.35.2:35012, mux=100, req_id=1
(13948) 03:50:53.718  m: Starting outgoing connection. local=34990, remote=92.242.35.2:35012, mux=100
(13948) 03:50:53.718  m: Sending INIT. descr=(92.242.35.2:35012 35524:100), seq=20191
(13948) 03:50:53.724  m: ACK sent. descr=(92.242.35.2:35012 35524:100), seq=20191, stage=Active_WaitingInitAck
(13948) 03:50:53.724  m: Active connection handshake completed. descr=(92.242.35.2:35012 35524:100), seq=20191
(13948) 03:50:53.724  m: ClientChannel: Connection established. svcid=lobby/3, req_id=1
(13948) 03:50:53.724  m: RdpChannel: Channel connection established. src=, tgt=lobby/3, uid=5599879, remote=0.0.0.0:0
(13948) 03:50:53.730  m: ClientChannel: Got service ack. svcid=lobby/3, req_id=1, code=Ok(0), state=2
(13948) 03:50:53.730  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/3, uid=5599879, remote=0.0.0.0:0
(1556) 03:50:53.756  m: Iface received. svcid=lobby/3, iface=lobby:entrance
(1556) 03:50:53.756  m: Entered lobby, requesting instance...
(1556) 03:50:53.773  m: Got lobby instance
(1556) 03:50:54.405  m: Joining social game...
(1556) 03:50:54.423  m: Starting game session. map='Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb', players=10, gameid=5b98a1440003d4df, custom=false, gs_svcid=gamesvc/16, gs_instid=gsi000010fb03872f06
(1556) 03:50:54.423  m:   Player info. uid=5599951, sex=1, nick=[minus]??????, type=1, team=0, hero=vampire, bot_skin=
(1556) 03:50:54.423  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=0, hero=assassin, bot_skin=
(1556) 03:50:54.423  m:   Player info. uid=901659, sex=1, nick=[N_H]M K 8, type=1, team=0, hero=freeze, bot_skin=
(1556) 03:50:54.423  m:   Player info. uid=5604825, sex=1, nick=_F i R E B A L L_, type=1, team=0, hero=faceless, bot_skin=
(1556) 03:50:54.423  m:   Player info. uid=361610, sex=1, nick=[WDead]xCanibaLx, type=1, team=0, hero=monster, bot_skin=
(1556) 03:50:54.423  m:   Player info. uid=1297050, sex=2, nick=[?????]belagerung, type=1, team=1, hero=firefox, bot_skin=
(1556) 03:50:54.423  m:   Player info. uid=159106, sex=1, nick=???????????, type=1, team=1, hero=plane, bot_skin=
(1556) 03:50:54.423  m:   Player info. uid=5600293, sex=1, nick=FCDD 91, type=1, team=1, hero=archeress, bot_skin=
(1556) 03:50:54.423  m:   Player info. uid=3446739, sex=1, nick=[-?-?-]???????, type=1, team=1, hero=ghostlord, bot_skin=
(1556) 03:50:54.423  m:   Player info. uid=2083290, sex=1, nick=[7?]?????23452462, type=1, team=1, hero=vampire, bot_skin=
(1556) 03:50:54.423  m: Connecting to game server. svcid=gamesvc/16, instid=gsi000010fb03872f06
(1556) 03:50:54.424  m: Got lobby operation result: Ok(0)
(1556) 03:50:54.424  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/16, req_id=2
(1556) 03:50:54.424  d: GateKeeper: Generated pipeid(s= t=gamesvc/16 c=5599879 p=gamesvc/16)
(1556) 03:50:54.424  m: GateKeeper: Pipe created for service. name=gamesvc/16
(1556) 03:50:54.424  m: Node requested successfully(svcid=gamesvc/16)
(1556) 03:50:54.424  m: Query rpc interface(svcid=gamesvc/16 iface=gsi000010fb03872f06)
(13948) 03:50:54.448  m: LoginClient: Got svc reqest reply. svcid=gamesvc/16, req_id=2, code=0, addr=92.242.35.7:35012@100
(13948) 03:50:54.448  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/16, req_id=2, addr=92.242.35.7:35012@100
(13948) 03:50:54.448  m: ClientChannel: Connecting to sevice. svcid=gamesvc/16, addr=92.242.35.7:35012, mux=100, req_id=2
(13948) 03:50:54.448  m: Starting outgoing connection. local=34990, remote=92.242.35.7:35012, mux=100
(13948) 03:50:54.448  m: Sending INIT. descr=(92.242.35.7:35012 50608:100), seq=13140
(13948) 03:50:54.454  m: ACK sent. descr=(92.242.35.7:35012 50608:100), seq=13140, stage=Active_WaitingInitAck
(13948) 03:50:54.454  m: Active connection handshake completed. descr=(92.242.35.7:35012 50608:100), seq=13140
(13948) 03:50:54.454  m: ClientChannel: Connection established. svcid=gamesvc/16, req_id=2
(13948) 03:50:54.454  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/16, uid=5599879, remote=0.0.0.0:0
(13948) 03:50:54.460  m: ClientChannel: Got service ack. svcid=gamesvc/16, req_id=2, code=Ok(0), state=2
(13948) 03:50:54.460  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/16, uid=5599879, remote=0.0.0.0:0
(1556) 03:50:54.474  m: Iface received. svcid=gamesvc/16, iface=gsi000010fb03872f06
(1556) 03:50:54.474  m: Connected to game service
(1556) 03:50:54.474  m: Adding client to game server...
(1556) 03:50:54.474  d: Client 5599879 : GameClient created
(1556) 03:50:54.474  d: [ResourceCollection] collect talents
(1556) 03:50:55.417  d: [ResourceCollection] collect consumables
(1556) 03:50:55.453  d: [ResourceCollection] collect marketingItems
(1556) 03:50:55.475  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(1556) 03:50:55.732  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(1556) 03:50:55.735  m: ServerNode: Starting game (sid=5b98a1440003d4df)
(1556) 03:50:55.735  m: gameclient: Player info. uid=5599951, castle_lvl=25, hero_lvl=17, prating=1583.01, hrating=1322.71, party_id=1
(1556) 03:50:55.735  m: gameclient: Player info. uid=5599879, castle_lvl=36, hero_lvl=14, prating=1526.35, hrating=1395.49, party_id=1
(1556) 03:50:55.735  m: gameclient: Player info. uid=901659, castle_lvl=40, hero_lvl=25, prating=1537.79, hrating=1418.43, party_id=1
(1556) 03:50:55.735  m: gameclient: Player info. uid=5604825, castle_lvl=29, hero_lvl=17, prating=1533.62, hrating=1488.24, party_id=1
(1556) 03:50:55.735  m: gameclient: Player info. uid=361610, castle_lvl=40, hero_lvl=12, prating=1812.63, hrating=1458.31, party_id=0
(1556) 03:50:55.735  m: gameclient: Player info. uid=1297050, castle_lvl=40, hero_lvl=25, prating=1605.56, hrating=1481.66, party_id=0
(1556) 03:50:55.735  m: gameclient: Player info. uid=159106, castle_lvl=40, hero_lvl=12, prating=1548.58, hrating=1436.65, party_id=0
(1556) 03:50:55.735  m: gameclient: Player info. uid=5600293, castle_lvl=26, hero_lvl=25, prating=1744.00, hrating=1429.65, party_id=0
(1556) 03:50:55.735  m: gameclient: Player info. uid=3446739, castle_lvl=40, hero_lvl=25, prating=1493.61, hrating=1449.00, party_id=0
(1556) 03:50:55.735  m: gameclient: Player info. uid=2083290, castle_lvl=40, hero_lvl=12, prating=1816.15, hrating=1496.98, party_id=0
(1556) 03:50:55.736  d: Starting game for 10 players on map 'Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb' (client)...
(1556) 03:50:55.932  d:  AddUser: 3157691388 vampire
(1556) 03:50:55.937  d:  AddUser: 3155153314 assassin
(1556) 03:50:55.947  d:  AddUser: 637171033 firefox
(1556) 03:50:55.967  d:  AddUser: 1183970330 freeze
(1556) 03:50:55.974  d:  AddUser: 1932001038 faceless
(1556) 03:50:55.977  d:  AddUser: 610191092 monster
(1556) 03:50:55.980  d:  AddUser: 3249745280 plane
(1556) 03:50:55.996  d:  AddUser: 242966457 archeress
(1556) 03:50:56.028  d:  AddUser: 1152531506 ghostlord
(1556) 03:50:56.053  d:  AddUser: 3157691388 vampire
(1556) 03:50:57.146  d: MemoryPool: megapool; allocated size: 20971520; payload: 20889600
(1556) 03:50:57.146  d: MemoryPool: megapool; new allocated size: 31457280
(1556) 03:50:57.859  d: MemoryPool: megapool; allocated size: 31457280; payload: 31252992
(1556) 03:50:57.859  d: MemoryPool: megapool; new allocated size: 41943040
(1556) 03:50:58.811  d: MemoryPool: megapool; allocated size: 41943040; payload: 41936384
(1556) 03:50:58.811  d: MemoryPool: megapool; new allocated size: 52428800
(1556) 03:50:59.603  d: MemoryPool: megapool; allocated size: 52428800; payload: 52427776
(1556) 03:50:59.604  d: MemoryPool: megapool; new allocated size: 62914560
(1556) 03:51:00.271  d: MemoryPool: megapool; allocated size: 62914560; payload: 62872064
(1556) 03:51:00.271  d: MemoryPool: megapool; new allocated size: 73400320
(1556) 03:51:00.905  d: MemoryPool: megapool; allocated size: 73400320; payload: 73397248
(1556) 03:51:00.905  d: MemoryPool: megapool; new allocated size: 83886080
(1556) 03:51:01.410  d: MemoryPool: megapool; allocated size: 83886080; payload: 83884032
(1556) 03:51:01.410  d: MemoryPool: megapool; new allocated size: 94371840
(1556) 03:51:01.519  d: Player behaviour tracking is enabled for this game
(3580) 03:51:01.521  d: P: start
(1556) 03:51:01.524  d: complaintsToday 0 complaintsMax 2 playerId 0 userID 5599951
(1556) 03:51:01.524  d: complaintsToday 0 complaintsMax 2 playerId 1 userID 5599879
(1556) 03:51:01.525  d: complaintsToday 0 complaintsMax 2 playerId 2 userID 1297050
(1556) 03:51:01.525  d: complaintsToday 0 complaintsMax 2 playerId 3 userID 901659
(1556) 03:51:01.525  d: complaintsToday 0 complaintsMax 2 playerId 4 userID 5604825
(1556) 03:51:01.525  d: complaintsToday 0 complaintsMax 2 playerId 5 userID 361610
(1556) 03:51:01.525  d: complaintsToday 0 complaintsMax 2 playerId 6 userID 159106
(1556) 03:51:01.525  d: complaintsToday 0 complaintsMax 2 playerId 7 userID 5600293
(1556) 03:51:01.525  d: complaintsToday 0 complaintsMax 2 playerId 8 userID 3446739
(1556) 03:51:01.525  d: complaintsToday 0 complaintsMax 2 playerId 9 userID 2083290
(1556) 03:51:01.525  d: Player [minus]Ёксома with hero ¬ампир team 0
(1556) 03:51:01.525  d: Player [minus]¬ера «аморочкина with hero „истильщик team 0 (local)
(1556) 03:51:01.525  d: Player [–убль]belagerung with hero –ыжий хвост team 1
(1556) 03:51:01.525  d: Player [N_H]M K 8 with hero ‘риз team 0
(1556) 03:51:01.525  d: Player _F i R E B A L L_ with hero Ѕезликий team 0
(1556) 03:51:01.525  d: Player [WDead]xCanibaLx with hero √еноморф team 0
(1556) 03:51:01.525  d: Player ёрийёрьевич with hero јвиатор team 1
(1556) 03:51:01.525  d: Player FCDD 91 with hero јмазонка team 1
(1556) 03:51:01.525  d: Player [-т-Є-]Ћ»——»јЋ with hero јнубис team 1
(1556) 03:51:01.525  d: Player [7€]данил23452462 with hero јкшар team 1
(1556) 03:51:01.525  d: GameClient.StartingGame
(1556) 03:51:01.644  d: Movie::SetViewport (w,h) = (1281, 1027)
(1556) 03:51:01.771  d: Overriding font 2314 name 'DejaVu LGC Sans' with 'DejaVu LGC Sans Bold'
(1556) 03:51:02.474  d: Failed to open file  with error 3.
(1556) 03:51:02.474  d: Cannot load ttf font: DejaVu LGC Sans Bold
(1556) 03:51:02.781  d: Window FlashScreen losing focus
(1556) 03:51:02.781  d: Window FlashScreen got focus
(1556) 03:51:02.782  d: Movie::SetViewport (w,h) = (1281, 1027)
(1556) 03:51:02.793  d: Movie::SetViewport (w,h) = (1821, 1027)
(1556) 03:51:02.815  d: SmartChat: ready
(1556) 03:51:02.828  d: GameClient.LoadingMap
(1556) 03:51:02.847  m: LoginClient: Creating outgoing service channel. svcid=chat, req_id=3
(1556) 03:51:02.847  d: GateKeeper: Generated pipeid(s= t=chat c=5599879 p=chat)
(1556) 03:51:02.847  m: GateKeeper: Pipe created for service. name=chat
(1556) 03:51:02.847  m: Node requested successfully(svcid=chat)
(1556) 03:51:02.847  m: Query rpc interface(svcid=chat iface=chat.client.iface)
(13948) 03:51:02.868  m: LoginClient: Got svc reqest reply. svcid=chat, req_id=3, code=0, addr=92.242.35.3:35010@100
(13948) 03:51:02.868  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=chat, req_id=3, addr=92.242.35.3:35010@100
(13948) 03:51:02.868  m: ClientChannel: Connecting to sevice. svcid=chat, addr=92.242.35.3:35010, mux=100, req_id=3
(13948) 03:51:02.868  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35010, mux=100
(13948) 03:51:02.868  m: Sending INIT. descr=(92.242.35.3:35010 42876:100), seq=5729
(13948) 03:51:02.874  m: ACK sent. descr=(92.242.35.3:35010 42876:100), seq=5729, stage=Active_WaitingInitAck
(13948) 03:51:02.874  m: Active connection handshake completed. descr=(92.242.35.3:35010 42876:100), seq=5729
(13948) 03:51:02.874  m: ClientChannel: Connection established. svcid=chat, req_id=3
(13948) 03:51:02.874  m: RdpChannel: Channel connection established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(13948) 03:51:02.880  m: ClientChannel: Got service ack. svcid=chat, req_id=3, code=Ok(0), state=2
(13948) 03:51:02.880  m: RdpChannel: Delayed active channel established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(1556) 03:51:02.952  m: Chat client iface OPENED
(1556) 03:51:02.952  m: Iface received. svcid=chat, iface=chat.client.iface
(1556) 03:51:03.012  m: gamechat::Client::OnRegisterUser(sidL=201310 chatUserid=1824263 rc=0)
(1556) 03:51:03.012  m: gamechat::Client::OnJoinChannel(sid=201310 chnlname=Session)
(1556) 03:51:03.012  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=201310 chnlname=Session chnltype=2)
(1556) 03:51:03.012  m: gamechat::Client::OnJoinChannel(sid=201310 chnlname=Left)
(1556) 03:51:03.012  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=201310 chnlname=Left chnltype=1)
(1556) 03:51:03.012  m: gamechat::Client::OnJoinChannel(sid=201310 chnlname=Left_SmartChat)
(1556) 03:51:03.012  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=201310 chnlname=Left_SmartChat chnltype=3)
(1556) 03:51:03.012  m: gamechat::Client::OnRegisterUserReturn(rc=0 userid=5599879 rpcsts=1)
(14300) 03:51:03.083  m: Loading baked geometry from file: /Maps/Multiplayer/MOBA/_.baked_terrain
(14300) 03:51:03.809  d: WarFogUnblock: 0.000
(1556) 03:51:04.528  m: Frame time histo: {0; [0.0, 2.0]: 2; [2.0, 10.0]: 0; [10.0, 20.0]: 28; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(14300) 03:51:05.059  d: SimpleObject: 1.250
(14300) 03:51:05.059  d: GameObject: 0.000
(14300) 03:51:05.207  d: Road: 0.147
(14300) 03:51:05.239  d: Flagpole: 0.032
(14300) 03:51:05.239  d: Flagpole: 0.000
(14300) 03:51:05.516  d: AdvMapCreepSpawner: 0.277
(14300) 03:51:05.705  d: MemoryPool: megapool; allocated size: 94371840; payload: 94350848
(14300) 03:51:05.705  d: MemoryPool: megapool; new allocated size: 104857600
(14300) 03:51:05.899  d: AdvMapNeutralCreepSpawner: 0.383
(14300) 03:51:06.505  d: TreeObject: 0.605
(14300) 03:51:07.309  d: MultiStateObject: 0.804
(14300) 03:51:07.309  d: UsableBuilding: 0.000
(14300) 03:51:07.476  d: Building: 0.167
(14300) 03:51:07.476  d: GlyphSpawner: 0.000
(14300) 03:51:07.522  d: MemoryPool: megapool; allocated size: 104857600; payload: 104680448
(14300) 03:51:07.522  d: MemoryPool: megapool; new allocated size: 115343360
(14300) 03:51:07.641  d: Shop: 0.165
(14300) 03:51:07.704  d: MinigamePlace: 0.063
(14300) 03:51:07.708  d: Critter: 0.004
(14300) 03:51:07.813  d: Tower: 0.105
(14300) 03:51:07.817  d: AdvMapObstacle: 0.004
(14300) 03:51:08.212  d: SpawnHeroes:FindPlayers: 0.000
(14300) 03:51:08.212  d: SpawnHeroes:FindPlace: 0.000
(14300) 03:51:08.302  d: Start preloading hero's (Dummy name) resources
(14300) 03:51:08.602  d: SpawnHeroes:CreateHero:0: 0.390
(14300) 03:51:08.623  d: MemoryPool: megapool; allocated size: 115343360; payload: 115321856
(14300) 03:51:08.623  d: MemoryPool: megapool; new allocated size: 125829120
(14300) 03:51:08.642  d: Start preloading hero's (Dummy name) resources
(14300) 03:51:08.703  d: SpawnHeroes:CreateHero:1: 0.100
(14300) 03:51:08.785  d: Start preloading hero's (Dummy name) resources
(14300) 03:51:08.812  d: SpawnHeroes:CreateHero:3: 0.109
(14300) 03:51:08.844  d: Start preloading hero's (Dummy name) resources
(14300) 03:51:08.857  d: SpawnHeroes:CreateHero:4: 0.046
(14300) 03:51:08.902  d: Start preloading hero's (Dummy name) resources
(14300) 03:51:09.013  d: SpawnHeroes:CreateHero:5: 0.156
(14300) 03:51:09.132  d: Start preloading hero's (Dummy name) resources
(14300) 03:51:09.167  d: SpawnHeroes:CreateHero:2: 0.154
(14300) 03:51:09.260  d: Start preloading hero's (Dummy name) resources
(14300) 03:51:09.279  d: SpawnHeroes:CreateHero:6: 0.112
(14300) 03:51:09.352  d: Start preloading hero's (Dummy name) resources
(14300) 03:51:09.549  d: SpawnHeroes:CreateHero:7: 0.269
(14300) 03:51:09.641  d: Start preloading hero's (Dummy name) resources
(14300) 03:51:09.682  d: SpawnHeroes:CreateHero:8: 0.133
