Local time: +3:00 UTC
ProcessId: 7420
(13472) 05:13:41.925  d: System runned under native Windows
(13472) 05:13:42.661  m: setvar mipmaplodbias = "0"
(13472) 05:13:43.089  d: FMOD Init OK
(20176) 05:13:43.093  m: Recieving permitted event data
(20176) 05:13:43.093  m: Initializing CURLlib...
(20176) 05:13:43.093  m: Performing HTTP GET: url_len=28, url='http://gs.playpw.com/gstat0/'
(13472) 05:13:43.215  d: Movie::SetViewport (w,h) = (1281, 1025)
(20176) 05:13:43.226  d: HTTP GET performed
(20176) 05:13:43.226  m: Recieved permitted event data. size=52
(20176) 05:13:43.226  m: Got permitted events data. size=52
(20176) 05:13:43.226  m: Got permitted events. methods=5, sessionEvents=6
(13472) 05:13:43.529  d: Failed to open file  with error 3.
(13472) 05:13:43.529  d: Cannot load ttf font: DejaVu LGC Sans
(13472) 05:13:43.575  d: Failed to open file  with error 3.
(13472) 05:13:43.575  d: Cannot load ttf font: _sans
(13472) 05:13:43.597  d: Window FlashScreen got focus
(13472) 05:13:43.598  d: Movie::SetViewport (w,h) = (1281, 1025)
(13472) 05:13:43.599  d: Movie::SetViewport (w,h) = (1821, 1025)
(13472) 05:13:43.603  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(13472) 05:13:43.603  d: Pref value too low. Please, check config variable 'prefs_common_graphics_quality'
(13472) 05:13:43.732  d: Movie::SetViewport (w,h) = (1821, 1025)
(13472) 05:13:43.738  m: Virtual Memory Usage: 254 mb
(13472) 05:13:43.795  d: Command send: StartRender

(13472) 05:13:43.796  d: Collected 0 persistent events
(13472) 05:13:43.796  m: Connecting to lobby server...
(13472) 05:13:43.796  m: Lobby service path: 'ru1/lobby/2'
(13472) 05:13:43.796  m: Lobby service node id: 'lobby/2'
(13472) 05:13:43.813  m: LoginClient: Creating outgoing service channel. svcid=lobby/2, req_id=1
(13472) 05:13:43.813  d: GateKeeper: Generated pipeid(s= t=lobby/2 c=5599879 p=lobby/2)
(13472) 05:13:43.813  m: GateKeeper: Pipe created for service. name=lobby/2
(13472) 05:13:43.813  m: Node requested successfully(svcid=lobby/2)
(13472) 05:13:43.813  m: Query rpc interface(svcid=lobby/2 iface=lobby:entrance)
(10392) 05:13:43.830  m: LoginClient: Got svc reqest reply. svcid=lobby/2, req_id=1, code=0, addr=92.242.35.2:35011@100
(10392) 05:13:43.830  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=lobby/2, req_id=1, addr=92.242.35.2:35011@100
(10392) 05:13:43.830  m: ClientChannel: Connecting to sevice. svcid=lobby/2, addr=92.242.35.2:35011, mux=100, req_id=1
(10392) 05:13:43.830  m: Starting outgoing connection. local=34990, remote=92.242.35.2:35011, mux=100
(10392) 05:13:43.830  m: Sending INIT. descr=(92.242.35.2:35011 60481:100), seq=32232
(10392) 05:13:43.834  m: ACK sent. descr=(92.242.35.2:35011 60481:100), seq=32232, stage=Active_WaitingInitAck
(10392) 05:13:43.834  m: Active connection handshake completed. descr=(92.242.35.2:35011 60481:100), seq=32232
(10392) 05:13:43.834  m: ClientChannel: Connection established. svcid=lobby/2, req_id=1
(10392) 05:13:43.834  m: RdpChannel: Channel connection established. src=, tgt=lobby/2, uid=5599879, remote=0.0.0.0:0
(10392) 05:13:43.840  m: ClientChannel: Got service ack. svcid=lobby/2, req_id=1, code=Ok(0), state=2
(10392) 05:13:43.840  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/2, uid=5599879, remote=0.0.0.0:0
(13472) 05:13:43.868  m: Iface received. svcid=lobby/2, iface=lobby:entrance
(13472) 05:13:43.868  m: Entered lobby, requesting instance...
(13472) 05:13:43.885  m: Got lobby instance
(13472) 05:13:44.485  m: Joining social game...
(13472) 05:13:44.501  m: Starting game session. map='Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb', players=10, gameid=5b98a144000360a2, custom=false, gs_svcid=gamesvc/35, gs_instid=gsi00000ddedc9d2b5f
(13472) 05:13:44.501  m:   Player info. uid=2922701, sex=1, nick=[??]??????????????, type=1, team=0, hero=vampire, bot_skin=
(13472) 05:13:44.501  m:   Player info. uid=4007607, sex=1, nick=[URA]ariy 68, type=1, team=0, hero=witchdoctor, bot_skin=
(13472) 05:13:44.501  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=0, hero=prince, bot_skin=
(13472) 05:13:44.501  m:   Player info. uid=4903163, sex=1, nick=[N_H]????????, type=1, team=0, hero=healer, bot_skin=
(13472) 05:13:44.501  m:   Player info. uid=1640213, sex=2, nick=????????, type=1, team=0, hero=snowqueen, bot_skin=
(13472) 05:13:44.501  m:   Player info. uid=3475258, sex=2, nick=[rasha]???? ????, type=1, team=1, hero=assassin, bot_skin=
(13472) 05:13:44.501  m:   Player info. uid=224467, sex=1, nick=?????????????, type=1, team=1, hero=vampire, bot_skin=
(13472) 05:13:44.501  m:   Player info. uid=1341716, sex=1, nick=[?????]???????????, type=1, team=1, hero=snowqueen, bot_skin=
(13472) 05:13:44.501  m:   Player info. uid=5313651, sex=1, nick=[????]vvk-nord, type=1, team=1, hero=naga, bot_skin=
(13472) 05:13:44.501  m:   Player info. uid=2651959, sex=1, nick=[Rbear]???_?_????, type=1, team=1, hero=stalker, bot_skin=
(13472) 05:13:44.501  m: Connecting to game server. svcid=gamesvc/35, instid=gsi00000ddedc9d2b5f
(13472) 05:13:44.501  m: Got lobby operation result: Ok(0)
(13472) 05:13:44.501  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/35, req_id=2
(13472) 05:13:44.501  d: GateKeeper: Generated pipeid(s= t=gamesvc/35 c=5599879 p=gamesvc/35)
(13472) 05:13:44.501  m: GateKeeper: Pipe created for service. name=gamesvc/35
(13472) 05:13:44.501  m: Node requested successfully(svcid=gamesvc/35)
(13472) 05:13:44.501  m: Query rpc interface(svcid=gamesvc/35 iface=gsi00000ddedc9d2b5f)
(10392) 05:13:44.520  m: LoginClient: Got svc reqest reply. svcid=gamesvc/35, req_id=2, code=0, addr=92.242.35.8:35015@100
(10392) 05:13:44.520  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/35, req_id=2, addr=92.242.35.8:35015@100
(10392) 05:13:44.520  m: ClientChannel: Connecting to sevice. svcid=gamesvc/35, addr=92.242.35.8:35015, mux=100, req_id=2
(10392) 05:13:44.520  m: Starting outgoing connection. local=34990, remote=92.242.35.8:35015, mux=100
(10392) 05:13:44.520  m: Sending INIT. descr=(92.242.35.8:35015 35061:100), seq=16957
(10392) 05:13:44.526  m: ACK sent. descr=(92.242.35.8:35015 35061:100), seq=16957, stage=Active_WaitingInitAck
(10392) 05:13:44.526  m: Active connection handshake completed. descr=(92.242.35.8:35015 35061:100), seq=16957
(10392) 05:13:44.526  m: ClientChannel: Connection established. svcid=gamesvc/35, req_id=2
(10392) 05:13:44.526  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/35, uid=5599879, remote=0.0.0.0:0
(10392) 05:13:44.532  m: ClientChannel: Got service ack. svcid=gamesvc/35, req_id=2, code=Ok(0), state=2
(10392) 05:13:44.532  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/35, uid=5599879, remote=0.0.0.0:0
(13472) 05:13:44.552  m: Iface received. svcid=gamesvc/35, iface=gsi00000ddedc9d2b5f
(13472) 05:13:44.552  m: Connected to game service
(13472) 05:13:44.552  m: Adding client to game server...
(13472) 05:13:44.552  d: Client 5599879 : GameClient created
(13472) 05:13:44.552  d: [ResourceCollection] collect talents
(13472) 05:13:45.422  d: [ResourceCollection] collect consumables
(13472) 05:13:45.457  d: [ResourceCollection] collect marketingItems
(13472) 05:13:45.477  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(13472) 05:13:45.725  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(13472) 05:13:45.733  m: ServerNode: Starting game (sid=5b98a144000360a2)
(13472) 05:13:45.733  m: gameclient: Player info. uid=2922701, castle_lvl=40, hero_lvl=15, prating=1781.00, hrating=1377.02, party_id=0
(13472) 05:13:45.733  m: gameclient: Player info. uid=4007607, castle_lvl=40, hero_lvl=17, prating=1600.99, hrating=1309.48, party_id=0
(13472) 05:13:45.733  m: gameclient: Player info. uid=5599879, castle_lvl=36, hero_lvl=15, prating=1526.35, hrating=1381.56, party_id=3
(13472) 05:13:45.733  m: gameclient: Player info. uid=4903163, castle_lvl=37, hero_lvl=12, prating=1393.10, hrating=1393.10, party_id=3
(13472) 05:13:45.733  m: gameclient: Player info. uid=1640213, castle_lvl=40, hero_lvl=25, prating=1407.37, hrating=1393.37, party_id=0
(13472) 05:13:45.733  m: gameclient: Player info. uid=3475258, castle_lvl=40, hero_lvl=25, prating=1674.21, hrating=1383.21, party_id=0
(13472) 05:13:45.733  m: gameclient: Player info. uid=224467, castle_lvl=39, hero_lvl=13, prating=1410.46, hrating=1388.00, party_id=0
(13472) 05:13:45.733  m: gameclient: Player info. uid=1341716, castle_lvl=39, hero_lvl=20, prating=1511.02, hrating=1331.65, party_id=0
(13472) 05:13:45.733  m: gameclient: Player info. uid=5313651, castle_lvl=40, hero_lvl=25, prating=1548.68, hrating=1330.68, party_id=0
(13472) 05:13:45.733  m: gameclient: Player info. uid=2651959, castle_lvl=40, hero_lvl=6, prating=1605.93, hrating=1357.26, party_id=0
(13472) 05:13:45.733  d: Starting game for 10 players on map 'Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb' (client)...
(13472) 05:13:45.949  d:  AddUser: 3157691388 vampire
(13472) 05:13:45.959  d:  AddUser: 1948040428 witchdoctor
(13472) 05:13:45.974  d:  AddUser: 3155153314 assassin
(13472) 05:13:45.998  d:  AddUser: 1318972637 prince
(13472) 05:13:46.013  d:  AddUser: 1617033593 healer
(13472) 05:13:46.018  d:  AddUser: 3847232485 snowqueen
(13472) 05:13:46.044  d:  AddUser: 3157691388 vampire
(13472) 05:13:46.047  d:  AddUser: 3847232485 snowqueen
(13472) 05:13:46.064  d:  AddUser: 2745258645 naga
(13472) 05:13:46.080  d:  AddUser: 3892242282 stalker
(13472) 05:13:47.107  d: MemoryPool: megapool; allocated size: 20971520; payload: 20889600
(13472) 05:13:47.107  d: MemoryPool: megapool; new allocated size: 31457280
(13472) 05:13:47.811  d: MemoryPool: megapool; allocated size: 31457280; payload: 31252992
(13472) 05:13:47.811  d: MemoryPool: megapool; new allocated size: 41943040
(13472) 05:13:48.747  d: MemoryPool: megapool; allocated size: 41943040; payload: 41936384
(13472) 05:13:48.747  d: MemoryPool: megapool; new allocated size: 52428800
(13472) 05:13:49.512  d: MemoryPool: megapool; allocated size: 52428800; payload: 52427776
(13472) 05:13:49.512  d: MemoryPool: megapool; new allocated size: 62914560
(13472) 05:13:50.156  d: MemoryPool: megapool; allocated size: 62914560; payload: 62872064
(13472) 05:13:50.156  d: MemoryPool: megapool; new allocated size: 73400320
(13472) 05:13:50.782  d: MemoryPool: megapool; allocated size: 73400320; payload: 73397248
(13472) 05:13:50.782  d: MemoryPool: megapool; new allocated size: 83886080
(13472) 05:13:51.276  d: MemoryPool: megapool; allocated size: 83886080; payload: 83884032
(13472) 05:13:51.276  d: MemoryPool: megapool; new allocated size: 94371840
(13472) 05:13:51.381  d: Player behaviour tracking is enabled for this game
(7520) 05:13:51.383  d: P: start
(13472) 05:13:51.387  d: complaintsToday 0 complaintsMax 2 playerId 0 userID 2922701
(13472) 05:13:51.387  d: complaintsToday 0 complaintsMax 2 playerId 1 userID 4007607
(13472) 05:13:51.387  d: complaintsToday 0 complaintsMax 2 playerId 2 userID 3475258
(13472) 05:13:51.387  d: complaintsToday 0 complaintsMax 2 playerId 3 userID 5599879
(13472) 05:13:51.387  d: complaintsToday 0 complaintsMax 2 playerId 4 userID 4903163
(13472) 05:13:51.387  d: complaintsToday 0 complaintsMax 2 playerId 5 userID 1640213
(13472) 05:13:51.387  d: complaintsToday 0 complaintsMax 2 playerId 6 userID 224467
(13472) 05:13:51.387  d: complaintsToday 0 complaintsMax 2 playerId 7 userID 1341716
(13472) 05:13:51.387  d: complaintsToday 0 complaintsMax 2 playerId 8 userID 5313651
(13472) 05:13:51.387  d: complaintsToday 0 complaintsMax 2 playerId 9 userID 2651959
(13472) 05:13:51.387  d: Player [ИО]ХХХзверобойХХХ with hero Князь тьмы team 0
(13472) 05:13:51.387  d: Player [URA]ariy 68 with hero Ведун team 0
(13472) 05:13:51.387  d: Player [rasha]Буль буль with hero Ассасин team 1
(13472) 05:13:51.387  d: Player [minus]Вера Заморочкина with hero Корсар team 0 (local)
(13472) 05:13:51.387  d: Player [N_H]ТетяГаля with hero Целительница team 0
(13472) 05:13:51.387  d: Player Аленчикк with hero Крио team 0
(13472) 05:13:51.387  d: Player ДмитрийЕремин with hero Акшар team 1
(13472) 05:13:51.387  d: Player [Астра]светлаямгла with hero Вьюга team 1
(13472) 05:13:51.387  d: Player [ОДКБ]vvk-nord with hero Отмеченный змеем team 1
(13472) 05:13:51.387  d: Player [Rbear]КоТ_В_СеТи with hero Странник team 1
(13472) 05:13:51.387  d: GameClient.StartingGame
(13472) 05:13:51.506  d: Movie::SetViewport (w,h) = (1281, 1027)
(13472) 05:13:51.634  d: Overriding font 2314 name 'DejaVu LGC Sans' with 'DejaVu LGC Sans Bold'
(13472) 05:13:52.330  d: Failed to open file  with error 3.
(13472) 05:13:52.330  d: Cannot load ttf font: DejaVu LGC Sans Bold
(13472) 05:13:52.633  d: Window FlashScreen losing focus
(13472) 05:13:52.633  d: Window FlashScreen got focus
(13472) 05:13:52.633  d: Movie::SetViewport (w,h) = (1281, 1027)
(13472) 05:13:52.645  d: Movie::SetViewport (w,h) = (1821, 1027)
(13472) 05:13:52.667  d: SmartChat: ready
(13472) 05:13:52.679  d: GameClient.LoadingMap
(13472) 05:13:52.696  m: LoginClient: Creating outgoing service channel. svcid=chat, req_id=3
(13472) 05:13:52.696  d: GateKeeper: Generated pipeid(s= t=chat c=5599879 p=chat)
(13472) 05:13:52.697  m: GateKeeper: Pipe created for service. name=chat
(13472) 05:13:52.697  m: Node requested successfully(svcid=chat)
(13472) 05:13:52.697  m: Query rpc interface(svcid=chat iface=chat.client.iface)
(10392) 05:13:52.719  m: LoginClient: Got svc reqest reply. svcid=chat, req_id=3, code=0, addr=92.242.35.3:35010@100
(10392) 05:13:52.719  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=chat, req_id=3, addr=92.242.35.3:35010@100
(10392) 05:13:52.719  m: ClientChannel: Connecting to sevice. svcid=chat, addr=92.242.35.3:35010, mux=100, req_id=3
(10392) 05:13:52.719  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35010, mux=100
(10392) 05:13:52.719  m: Sending INIT. descr=(92.242.35.3:35010 53334:100), seq=12471
(10392) 05:13:52.725  m: ACK sent. descr=(92.242.35.3:35010 53334:100), seq=12471, stage=Active_WaitingInitAck
(10392) 05:13:52.725  m: Active connection handshake completed. descr=(92.242.35.3:35010 53334:100), seq=12471
(10392) 05:13:52.725  m: ClientChannel: Connection established. svcid=chat, req_id=3
(10392) 05:13:52.725  m: RdpChannel: Channel connection established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(10392) 05:13:52.731  m: ClientChannel: Got service ack. svcid=chat, req_id=3, code=Ok(0), state=2
(10392) 05:13:52.731  m: RdpChannel: Delayed active channel established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(13472) 05:13:52.804  m: Chat client iface OPENED
(13472) 05:13:52.804  m: Iface received. svcid=chat, iface=chat.client.iface
(13472) 05:13:52.865  m: gamechat::Client::OnRegisterUser(sidL=177631 chatUserid=1609430 rc=0)
(13472) 05:13:52.865  m: gamechat::Client::OnJoinChannel(sid=177631 chnlname=Session)
(13472) 05:13:52.865  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=177631 chnlname=Session chnltype=2)
(13472) 05:13:52.865  m: gamechat::Client::OnJoinChannel(sid=177631 chnlname=Left)
(13472) 05:13:52.865  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=177631 chnlname=Left chnltype=1)
(13472) 05:13:52.865  m: gamechat::Client::OnJoinChannel(sid=177631 chnlname=Left_SmartChat)
(13472) 05:13:52.865  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=177631 chnlname=Left_SmartChat chnltype=3)
(13472) 05:13:52.865  m: gamechat::Client::OnRegisterUserReturn(rc=0 userid=5599879 rpcsts=1)
(18116) 05:13:52.930  m: Loading baked geometry from file: /Maps/Multiplayer/MOBA/_.baked_terrain
(18116) 05:13:53.657  d: WarFogUnblock: 0.000
(13472) 05:13:54.591  m: Frame time histo: {0; [0.0, 2.0]: 2; [2.0, 10.0]: 0; [10.0, 20.0]: 32; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(18116) 05:13:54.885  d: SimpleObject: 1.228
(18116) 05:13:54.885  d: GameObject: 0.000
(18116) 05:13:55.032  d: Road: 0.147
(18116) 05:13:55.067  d: Flagpole: 0.034
(18116) 05:13:55.067  d: Flagpole: 0.000
(18116) 05:13:55.336  d: AdvMapCreepSpawner: 0.269
(18116) 05:13:55.508  d: MemoryPool: megapool; allocated size: 94371840; payload: 94350848
(18116) 05:13:55.509  d: MemoryPool: megapool; new allocated size: 104857600
(18116) 05:13:55.704  d: AdvMapNeutralCreepSpawner: 0.369
(18116) 05:13:56.275  d: TreeObject: 0.570
(18116) 05:13:57.047  d: MultiStateObject: 0.773
(18116) 05:13:57.048  d: UsableBuilding: 0.000
(18116) 05:13:57.212  d: Building: 0.165
(18116) 05:13:57.212  d: GlyphSpawner: 0.000
(18116) 05:13:57.255  d: MemoryPool: megapool; allocated size: 104857600; payload: 104680448
(18116) 05:13:57.255  d: MemoryPool: megapool; new allocated size: 115343360
(18116) 05:13:57.368  d: Shop: 0.156
(18116) 05:13:57.426  d: MinigamePlace: 0.058
(18116) 05:13:57.430  d: Critter: 0.004
(18116) 05:13:57.531  d: Tower: 0.100
(18116) 05:13:57.535  d: AdvMapObstacle: 0.004
(18116) 05:13:57.918  d: SpawnHeroes:FindPlayers: 0.000
(18116) 05:13:57.918  d: SpawnHeroes:FindPlace: 0.000
(18116) 05:13:58.007  d: Start preloading hero's (Dummy name) resources
(18116) 05:13:58.020  d: SpawnHeroes:CreateHero:0: 0.102
(18116) 05:13:58.077  d: MemoryPool: megapool; allocated size: 115343360; payload: 115311616
(18116) 05:13:58.077  d: MemoryPool: megapool; new allocated size: 125829120
(18116) 05:13:58.128  d: Start preloading hero's (Dummy name) resources
(18116) 05:13:58.417  d: SpawnHeroes:CreateHero:1: 0.397
(18116) 05:13:58.460  d: Start preloading hero's (Dummy name) resources
(18116) 05:13:58.483  d: SpawnHeroes:CreateHero:3: 0.065
(18116) 05:13:58.520  d: Start preloading hero's (Dummy name) resources
(18116) 05:13:58.537  d: SpawnHeroes:CreateHero:4: 0.054
(18116) 05:13:58.665  d: Start preloading hero's (Dummy name) resources
(18116) 05:13:58.827  d: SpawnHeroes:CreateHero:5: 0.290
(18116) 05:13:58.936  d: Start preloading hero's (Dummy name) resources
(18116) 05:13:59.174  d: SpawnHeroes:CreateHero:2: 0.347
(18116) 05:13:59.175  d: Start preloading hero's (Dummy name) resources
(18116) 05:13:59.198  d: SpawnHeroes:CreateHero:6: 0.024
(18116) 05:13:59.250  d: Start preloading hero's (Dummy name) resources
(18116) 05:13:59.258  d: SpawnHeroes:CreateHero:7: 0.060
(18116) 05:13:59.387  d: Start preloading hero's (Dummy name) resources
(18116) 05:13:59.479  d: SpawnHeroes:CreateHero:8: 0.221
