Local time: +3:00 UTC
ProcessId: 7104
(0200) 17:27:25.671  d: System runned under native Windows
(0200) 17:27:27.643  d: GateKeeper: Generated pipeid(s= t=lobby/2 c=5599879 p=lobby/2)
(0200) 17:27:27.644  m: GateKeeper: Pipe created for service. name=lobby/2
(0200) 17:27:27.644  m: Node requested successfully(svcid=lobby/2)
(0200) 17:27:27.644  m: Query rpc interface(svcid=lobby/2 iface=lobby:entrance)
(6196) 17:27:27.664  m: LoginClient: Got svc reqest reply. svcid=lobby/2, req_id=1, code=0, addr=92.242.35.2:35011@100
(6196) 17:27:27.664  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=lobby/2, req_id=1, addr=92.242.35.2:35011@100
(6196) 17:27:27.664  m: ClientChannel: Connecting to sevice. svcid=lobby/2, addr=92.242.35.2:35011, mux=100, req_id=1
(6196) 17:27:27.664  m: Starting outgoing connection. local=34990, remote=92.242.35.2:35011, mux=100
(6196) 17:27:27.664  m: Sending INIT. descr=(92.242.35.2:35011 43345:100), seq=25230
(6196) 17:27:27.670  m: ACK sent. descr=(92.242.35.2:35011 43345:100), seq=25230, stage=Active_WaitingInitAck
(6196) 17:27:27.670  m: Active connection handshake completed. descr=(92.242.35.2:35011 43345:100), seq=25230
(6196) 17:27:27.670  m: ClientChannel: Connection established. svcid=lobby/2, req_id=1
(6196) 17:27:27.670  m: RdpChannel: Channel connection established. src=, tgt=lobby/2, uid=5599879, remote=0.0.0.0:0
(6196) 17:27:27.676  m: ClientChannel: Got service ack. svcid=lobby/2, req_id=1, code=Ok(0), state=2
(6196) 17:27:27.676  m: RdpChannel: Delayed active channel established. src=, tgt=lobby/2, uid=5599879, remote=0.0.0.0:0
(0200) 17:27:27.704  m: Iface received. svcid=lobby/2, iface=lobby:entrance
(0200) 17:27:27.704  m: Entered lobby, requesting instance...
(0200) 17:27:27.721  m: Got lobby instance
(0200) 17:27:28.333  m: Joining social game...
(0200) 17:27:28.347  m: Starting game session. map='Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb', players=10, gameid=5b98a1440003bf1f, custom=false, gs_svcid=gamesvc/16, gs_instid=gsi000010a1273e6e0c
(0200) 17:27:28.347  m:   Player info. uid=5599951, sex=1, nick=[minus]??????, type=1, team=0, hero=katana, bot_skin=
(0200) 17:27:28.347  m:   Player info. uid=4608123, sex=1, nick=[I L]Just Happy, type=1, team=0, hero=witchdoctor, bot_skin=
(0200) 17:27:28.347  m:   Player info. uid=5599879, sex=1, nick=[minus]???? ???????????, type=1, team=0, hero=night, bot_skin=
(0200) 17:27:28.347  m:   Player info. uid=4538155, sex=1, nick=?????? ???????, type=1, team=0, hero=faceless, bot_skin=
(0200) 17:27:28.347  m:   Player info. uid=1346694, sex=1, nick=[GO PW]mr_maks686, type=1, team=0, hero=firefox, bot_skin=
(0200) 17:27:28.347  m:   Player info. uid=1009681, sex=1, nick=[?????]BANDIT13, type=1, team=1, hero=mage, bot_skin=
(0200) 17:27:28.347  m:   Player info. uid=695849, sex=1, nick=[????]vitjanja, type=1, team=1, hero=ratcatcher, bot_skin=
(0200) 17:27:28.347  m:   Player info. uid=3773454, sex=1, nick=ShikamaruPOA, type=1, team=1, hero=faceless, bot_skin=
(0200) 17:27:28.347  m:   Player info. uid=4092983, sex=1, nick=[???]dvsmd, type=1, team=1, hero=freeze, bot_skin=
(0200) 17:27:28.347  m:   Player info. uid=941141, sex=1, nick=[MDP]klassik39, type=1, team=1, hero=hunter, bot_skin=
(0200) 17:27:28.347  m: Connecting to game server. svcid=gamesvc/16, instid=gsi000010a1273e6e0c
(0200) 17:27:28.347  m: Got lobby operation result: Ok(0)
(0200) 17:27:28.347  m: LoginClient: Creating outgoing service channel. svcid=gamesvc/16, req_id=2
(0200) 17:27:28.348  d: GateKeeper: Generated pipeid(s= t=gamesvc/16 c=5599879 p=gamesvc/16)
(0200) 17:27:28.348  m: GateKeeper: Pipe created for service. name=gamesvc/16
(0200) 17:27:28.348  m: Node requested successfully(svcid=gamesvc/16)
(0200) 17:27:28.348  m: Query rpc interface(svcid=gamesvc/16 iface=gsi000010a1273e6e0c)
(6196) 17:27:28.364  m: LoginClient: Got svc reqest reply. svcid=gamesvc/16, req_id=2, code=0, addr=92.242.35.7:35012@100
(6196) 17:27:28.364  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=gamesvc/16, req_id=2, addr=92.242.35.7:35012@100
(6196) 17:27:28.364  m: ClientChannel: Connecting to sevice. svcid=gamesvc/16, addr=92.242.35.7:35012, mux=100, req_id=2
(6196) 17:27:28.364  m: Starting outgoing connection. local=34990, remote=92.242.35.7:35012, mux=100
(6196) 17:27:28.364  m: Sending INIT. descr=(92.242.35.7:35012 50917:100), seq=13544
(6196) 17:27:28.370  m: ACK sent. descr=(92.242.35.7:35012 50917:100), seq=13544, stage=Active_WaitingInitAck
(6196) 17:27:28.370  m: Active connection handshake completed. descr=(92.242.35.7:35012 50917:100), seq=13544
(6196) 17:27:28.370  m: ClientChannel: Connection established. svcid=gamesvc/16, req_id=2
(6196) 17:27:28.370  m: RdpChannel: Channel connection established. src=, tgt=gamesvc/16, uid=5599879, remote=0.0.0.0:0
(6196) 17:27:28.376  m: ClientChannel: Got service ack. svcid=gamesvc/16, req_id=2, code=Ok(0), state=2
(6196) 17:27:28.376  m: RdpChannel: Delayed active channel established. src=, tgt=gamesvc/16, uid=5599879, remote=0.0.0.0:0
(0200) 17:27:28.403  m: Iface received. svcid=gamesvc/16, iface=gsi000010a1273e6e0c
(0200) 17:27:28.403  m: Connected to game service
(0200) 17:27:28.403  m: Adding client to game server...
(0200) 17:27:28.403  d: Client 5599879 : GameClient created
(0200) 17:27:28.403  d: [ResourceCollection] collect talents
(0200) 17:27:29.252  d: [ResourceCollection] collect consumables
(0200) 17:27:29.289  d: [ResourceCollection] collect marketingItems
(0200) 17:27:29.311  m: Reading "C:\Users\Terem\Documents\My Games\Prime World\0000000000557287.ignore"
(0200) 17:27:29.565  d: Loaded info for map 'Maps/Multiplayer/MOBA/_.ADMP.xdb', max players per team: 5 / 5
(0200) 17:27:29.573  m: ServerNode: Starting game (sid=5b98a1440003bf1f)
(0200) 17:27:29.573  m: gameclient: Player info. uid=5599951, castle_lvl=23, hero_lvl=17, prating=1583.01, hrating=1279.20, party_id=1
(0200) 17:27:29.573  m: gameclient: Player info. uid=4608123, castle_lvl=32, hero_lvl=6, prating=1626.41, hrating=1433.77, party_id=1
(0200) 17:27:29.573  m: gameclient: Player info. uid=5599879, castle_lvl=36, hero_lvl=4, prating=1526.35, hrating=1360.72, party_id=1
(0200) 17:27:29.573  m: gameclient: Player info. uid=4538155, castle_lvl=40, hero_lvl=25, prating=1557.00, hrating=1494.00, party_id=0
(0200) 17:27:29.573  m: gameclient: Player info. uid=1346694, castle_lvl=40, hero_lvl=25, prating=1712.61, hrating=1444.28, party_id=0
(0200) 17:27:29.573  m: gameclient: Player info. uid=1009681, castle_lvl=40, hero_lvl=25, prating=1610.85, hrating=1414.00, party_id=0
(0200) 17:27:29.573  m: gameclient: Player info. uid=695849, castle_lvl=40, hero_lvl=25, prating=1488.67, hrating=1488.67, party_id=0
(0200) 17:27:29.573  m: gameclient: Player info. uid=3773454, castle_lvl=40, hero_lvl=25, prating=1662.87, hrating=1439.38, party_id=0
(0200) 17:27:29.573  m: gameclient: Player info. uid=4092983, castle_lvl=40, hero_lvl=20, prating=1567.17, hrating=1440.48, party_id=0
(0200) 17:27:29.573  m: gameclient: Player info. uid=941141, castle_lvl=40, hero_lvl=25, prating=1686.87, hrating=1477.53, party_id=0
(0200) 17:27:29.573  d: Starting game for 10 players on map 'Maps/Multiplayer/MOBA/_.ADMPDSCR.xdb' (client)...
(0200) 17:27:29.752  d:  AddUser: 455115260 katana
(0200) 17:27:29.757  d:  AddUser: 1948040428 witchdoctor
(0200) 17:27:29.767  d:  AddUser: 3061397858 mage
(0200) 17:27:29.770  d:  AddUser: 299503511 night
(0200) 17:27:29.773  d:  AddUser: 1932001038 faceless
(0200) 17:27:29.804  d:  AddUser: 637171033 firefox
(0200) 17:27:29.812  d:  AddUser: 3460740689 ratcatcher
(0200) 17:27:29.825  d:  AddUser: 1932001038 faceless
(0200) 17:27:29.830  d:  AddUser: 1183970330 freeze
(0200) 17:27:29.838  d:  AddUser: 1255640165 hunter
(0200) 17:27:30.858  d: MemoryPool: megapool; allocated size: 20971520; payload: 20889600
(0200) 17:27:30.858  d: MemoryPool: megapool; new allocated size: 31457280
(0200) 17:27:31.557  d: MemoryPool: megapool; allocated size: 31457280; payload: 31252992
(0200) 17:27:31.557  d: MemoryPool: megapool; new allocated size: 41943040
(0200) 17:27:32.494  d: MemoryPool: megapool; allocated size: 41943040; payload: 41936384
(0200) 17:27:32.494  d: MemoryPool: megapool; new allocated size: 52428800
(0200) 17:27:33.252  d: MemoryPool: megapool; allocated size: 52428800; payload: 52427776
(0200) 17:27:33.252  d: MemoryPool: megapool; new allocated size: 62914560
(0200) 17:27:33.883  d: MemoryPool: megapool; allocated size: 62914560; payload: 62872064
(0200) 17:27:33.883  d: MemoryPool: megapool; new allocated size: 73400320
(0200) 17:27:34.513  d: MemoryPool: megapool; allocated size: 73400320; payload: 73397248
(0200) 17:27:34.513  d: MemoryPool: megapool; new allocated size: 83886080
(0200) 17:27:35.010  d: MemoryPool: megapool; allocated size: 83886080; payload: 83884032
(0200) 17:27:35.010  d: MemoryPool: megapool; new allocated size: 94371840
(0200) 17:27:35.117  d: Player behaviour tracking is enabled for this game
(11696) 17:27:35.119  d: P: start
(0200) 17:27:35.123  d: complaintsToday 0 complaintsMax 2 playerId 0 userID 5599951
(0200) 17:27:35.123  d: complaintsToday 0 complaintsMax 2 playerId 1 userID 4608123
(0200) 17:27:35.123  d: complaintsToday 0 complaintsMax 2 playerId 2 userID 1009681
(0200) 17:27:35.123  d: complaintsToday 0 complaintsMax 2 playerId 3 userID 5599879
(0200) 17:27:35.123  d: complaintsToday 0 complaintsMax 2 playerId 4 userID 4538155
(0200) 17:27:35.123  d: complaintsToday 0 complaintsMax 2 playerId 5 userID 1346694
(0200) 17:27:35.123  d: complaintsToday 0 complaintsMax 2 playerId 6 userID 695849
(0200) 17:27:35.123  d: complaintsToday 0 complaintsMax 2 playerId 7 userID 3773454
(0200) 17:27:35.123  d: complaintsToday 0 complaintsMax 2 playerId 8 userID 4092983
(0200) 17:27:35.123  d: complaintsToday 0 complaintsMax 2 playerId 9 userID 941141
(0200) 17:27:35.123  d: Player [minus]Эксома with hero Катана team 0
(0200) 17:27:35.123  d: Player [I L]Just Happy with hero Ведун team 0
(0200) 17:27:35.123  d: Player [МЕДОК]BANDIT13 with hero Чародей team 1
(0200) 17:27:35.123  d: Player [minus]Вера Заморочкина with hero Царица Ночи team 0 (local)
(0200) 17:27:35.123  d: Player Виктор Коздоба with hero Безликий team 0
(0200) 17:27:35.123  d: Player [GO PW]mr_maks686 with hero Огненная лиса team 0
(0200) 17:27:35.123  d: Player [НАШИ]vitjanja with hero Повелитель крыс team 1
(0200) 17:27:35.123  d: Player ShikamaruPOA with hero Белая маска team 1
(0200) 17:27:35.123  d: Player [Бес]dvsmd with hero Антифриз team 1
(0200) 17:27:35.123  d: Player [MDP]klassik39 with hero Охотник team 1
(0200) 17:27:35.123  d: GameClient.StartingGame
(0200) 17:27:35.241  d: Movie::SetViewport (w,h) = (1281, 1027)
(0200) 17:27:35.369  d: Overriding font 2314 name 'DejaVu LGC Sans' with 'DejaVu LGC Sans Bold'
(0200) 17:27:36.064  d: Failed to open file  with error 3.
(0200) 17:27:36.064  d: Cannot load ttf font: DejaVu LGC Sans Bold
(0200) 17:27:36.363  d: Window FlashScreen losing focus
(0200) 17:27:36.363  d: Window FlashScreen got focus
(0200) 17:27:36.364  d: Movie::SetViewport (w,h) = (1281, 1027)
(0200) 17:27:36.375  d: Movie::SetViewport (w,h) = (1821, 1027)
(0200) 17:27:36.395  d: SmartChat: ready
(0200) 17:27:36.408  d: GameClient.LoadingMap
(0200) 17:27:36.427  m: LoginClient: Creating outgoing service channel. svcid=chat, req_id=3
(0200) 17:27:36.427  d: GateKeeper: Generated pipeid(s= t=chat c=5599879 p=chat)
(0200) 17:27:36.427  m: GateKeeper: Pipe created for service. name=chat
(0200) 17:27:36.427  m: Node requested successfully(svcid=chat)
(0200) 17:27:36.427  m: Query rpc interface(svcid=chat iface=chat.client.iface)
(6196) 17:27:36.445  m: LoginClient: Got svc reqest reply. svcid=chat, req_id=3, code=0, addr=92.242.35.3:35010@100
(6196) 17:27:36.445  m: ClientChannel: Connection details arrived. code=Ok(0), svcid=chat, req_id=3, addr=92.242.35.3:35010@100
(6196) 17:27:36.445  m: ClientChannel: Connecting to sevice. svcid=chat, addr=92.242.35.3:35010, mux=100, req_id=3
(6196) 17:27:36.445  m: Starting outgoing connection. local=34990, remote=92.242.35.3:35010, mux=100
(6196) 17:27:36.445  m: Sending INIT. descr=(92.242.35.3:35010 63907:100), seq=3879
(6196) 17:27:36.453  m: ACK sent. descr=(92.242.35.3:35010 63907:100), seq=3879, stage=Active_WaitingInitAck
(6196) 17:27:36.453  m: Active connection handshake completed. descr=(92.242.35.3:35010 63907:100), seq=3879
(6196) 17:27:36.453  m: ClientChannel: Connection established. svcid=chat, req_id=3
(6196) 17:27:36.453  m: RdpChannel: Channel connection established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(6196) 17:27:36.459  m: ClientChannel: Got service ack. svcid=chat, req_id=3, code=Ok(0), state=2
(6196) 17:27:36.459  m: RdpChannel: Delayed active channel established. src=, tgt=chat, uid=5599879, remote=0.0.0.0:0
(0200) 17:27:36.532  m: Chat client iface OPENED
(0200) 17:27:36.532  m: Iface received. svcid=chat, iface=chat.client.iface
(0200) 17:27:36.592  m: gamechat::Client::OnRegisterUser(sidL=196936 chatUserid=1784358 rc=0)
(0200) 17:27:36.592  m: gamechat::Client::OnJoinChannel(sid=196936 chnlname=Session)
(0200) 17:27:36.592  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=196936 chnlname=Session chnltype=2)
(0200) 17:27:36.592  m: gamechat::Client::OnJoinChannel(sid=196936 chnlname=Left)
(0200) 17:27:36.592  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=196936 chnlname=Left chnltype=1)
(0200) 17:27:36.592  m: gamechat::Client::OnJoinChannel(sid=196936 chnlname=Left_SmartChat)
(0200) 17:27:36.592  m: gamechat::Client::OnJoinChannel: channel registered successfully(sid=196936 chnlname=Left_SmartChat chnltype=3)
(0200) 17:27:36.592  m: gamechat::Client::OnRegisterUserReturn(rc=0 userid=5599879 rpcsts=1)
(8972) 17:27:36.665  m: Loading baked geometry from file: /Maps/Multiplayer/MOBA/_.baked_terrain
(8972) 17:27:37.406  d: WarFogUnblock: 0.000
(0200) 17:27:38.438  m: Frame time histo: {0; [0.0, 2.0]: 2; [2.0, 10.0]: 0; [10.0, 20.0]: 34; [20.0, 30.0]: 0; [30.0, 40.0]: 0; [40.0, 50.0]: 0; 0}
(8972) 17:27:38.639  d: SimpleObject: 1.233
(8972) 17:27:38.639  d: GameObject: 0.000
(8972) 17:27:38.785  d: Road: 0.145
(8972) 17:27:38.817  d: Flagpole: 0.032
(8972) 17:27:38.817  d: Flagpole: 0.000
(8972) 17:27:39.091  d: AdvMapCreepSpawner: 0.274
(8972) 17:27:39.267  d: MemoryPool: megapool; allocated size: 94371840; payload: 94350848
(8972) 17:27:39.267  d: MemoryPool: megapool; new allocated size: 104857600
(8972) 17:27:39.466  d: AdvMapNeutralCreepSpawner: 0.375
(8972) 17:27:40.046  d: TreeObject: 0.580
(8972) 17:27:40.834  d: MultiStateObject: 0.788
(8972) 17:27:40.834  d: UsableBuilding: 0.000
(8972) 17:27:41.002  d: Building: 0.168
(8972) 17:27:41.002  d: GlyphSpawner: 0.000
(8972) 17:27:41.045  d: MemoryPool: megapool; allocated size: 104857600; payload: 104680448
(8972) 17:27:41.045  d: MemoryPool: megapool; new allocated size: 115343360
(8972) 17:27:41.163  d: Shop: 0.160
(8972) 17:27:41.225  d: MinigamePlace: 0.062
(8972) 17:27:41.229  d: Critter: 0.004
(8972) 17:27:41.333  d: Tower: 0.104
(8972) 17:27:41.337  d: AdvMapObstacle: 0.004
(8972) 17:27:41.722  d: SpawnHeroes:FindPlayers: 0.000
(8972) 17:27:41.722  d: SpawnHeroes:FindPlace: 0.000
(8972) 17:27:41.821  d: MemoryPool: megapool; allocated size: 115343360; payload: 115338752
(8972) 17:27:41.821  d: MemoryPool: megapool; new allocated size: 125829120
(8972) 17:27:41.846  d: Start preloading hero's (Dummy name) resources
(8972) 17:27:42.026  d: SpawnHeroes:CreateHero:0: 0.304
(8972) 17:27:42.062  d: Start preloading hero's (Dummy name) resources
(8972) 17:27:42.105  d: SpawnHeroes:CreateHero:1: 0.079
(8972) 17:27:42.130  d: Start preloading hero's (Dummy name) resources
(8972) 17:27:42.193  d: SpawnHeroes:CreateHero:3: 0.088
(8972) 17:27:42.314  d: Start preloading hero's (Dummy name) resources
(8972) 17:27:42.397  d: SpawnHeroes:CreateHero:4: 0.204
(8972) 17:27:42.447  d: Start preloading hero's (Dummy name) resources
(8972) 17:27:42.761  d: SpawnHeroes:CreateHero:5: 0.365
(8972) 17:27:42.796  d: Start preloading hero's (Dummy name) resources
(8972) 17:27:42.837  d: SpawnHeroes:CreateHero:2: 0.076
(8972) 17:27:42.896  d: Start preloading hero's (Dummy name) resources
(8972) 17:27:42.996  d: SpawnHeroes:CreateHero:6: 0.159
(8972) 17:27:42.997  d: Start preloading hero's (Dummy name) resources
(8972) 17:27:43.049  d: SpawnHeroes:CreateHero:7: 0.053
(8972) 17:27:43.116  d: Start preloading hero's (Dummy name) resources
(8972) 17:27:43.403  d: SpawnHeroes:CreateHero:8: 0.353
(8972) 17:27:43.471  d: Start preloading hero's (Dummy name) resources
(8972) 17:27:43.541  d: SpawnHeroes:CreateHero:9: 0.138
